,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,매수,매도,거래금액,전용면적(평),평당가격,계약년도,계약월,주소,계약년월일
1498,제주특별자치도 제주시 조천읍 함덕리,1045,1045,0,함덕빌드웰비치타운,77.1732,201912,24,"42,214",5,,,2019,신북로 479-2,-,-,-,-,-,422140000,23.344893,18082755.830150947,2019,12,제주특별자치도 제주시 조천읍 함덕리 신북로 479-2,2019-12-24
1499,제주특별자치도 제주시 조천읍 함덕리,1045,1045,0,함덕빌드웰비치타운,83.3795,201912,24,"42,598",5,,,2019,신북로 479-2,-,-,-,-,-,425980000,25.222298749999997,16889023.64618927,2019,12,제주특별자치도 제주시 조천읍 함덕리 신북로 479-2,2019-12-24
1500,제주특별자치도 서귀포시 서귀동,251-1,251,1,선경오피스텔,35.0,201912,23,"3,400",10,,,1992,중정로 123,-,-,-,-,-,34000000,10.5875,3211334.120425029,2019,12,제주특별자치도 서귀포시 서귀동 중정로 123,2019-12-23
1501,제주특별자치도 제주시 연동,290-42,290,42,천마 에코피아 오피스텔,42.415,201912,23,"15,000",3,,,2017,삼무로11길 4,-,-,-,-,-,150000000,12.8305375,11690858.625369359,2019,12,제주특별자치도 제주시 연동 삼무로11길 4,2019-12-23
1502,제주특별자치도 제주시 이도이동,1138-1,1138,1,이도위더스빌24차,84.9,201912,23,"23,200",3,,,2014,동광로6길 35-6,-,-,-,-,-,232000000,25.68225,9033476.428272445,2019,12,제주특별자치도 제주시 이도이동 동광로6길 35-6,2019-12-23
1503,제주특별자치도 제주시 연동,290-42,290,42,천마 에코피아 오피스텔,42.415,201912,23,"22,792",4,,,2017,삼무로11길 4,-,-,-,-,-,227920000,12.8305375,17763869.98596123,2019,12,제주특별자치도 제주시 연동 삼무로11길 4,2019-12-23
1504,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.14,201912,21,"6,400",3,,,2004,연북로 45,-,-,-,-,-,64000000,6.09235,10504977.553817494,2019,12,제주특별자치도 제주시 노형동 연북로 45,2019-12-21
1505,제주특별자치도 제주시 연동,1954-3,1954,3,(1954-3),31.78,201912,20,"10,500",2,,,2016,남녕로 34,-,-,-,-,-,105000000,9.61345,10922197.546146285,2019,12,제주특별자치도 제주시 연동 남녕로 34,2019-12-20
1506,제주특별자치도 제주시 연동,304-19,304,19,월드룸,31.5,201912,20,"6,200",10,,,2001,비월길 2,-,-,-,-,-,62000000,9.52875,6506624.68844287,2019,12,제주특별자치도 제주시 연동 비월길 2,2019-12-20
1507,제주특별자치도 제주시 삼양이동,2142-1,2142,1,삼화다온펠리스,42.8935,201912,20,"19,559",9,,,2019,지석2길 3,-,-,-,-,-,195590000,12.975283750000001,15074044.141809229,2019,12,제주특별자치도 제주시 삼양이동 지석2길 3,2019-12-20
1508,제주특별자치도 제주시 연동,2331-10,2331,10,연동해든빌,76.658,201912,19,"44,300",9,,,2019,도령로13길 2,-,-,-,-,-,443000000,23.189045,19103848.39047921,2019,12,제주특별자치도 제주시 연동 도령로13길 2,2019-12-19
1509,제주특별자치도 제주시 노형동,906-5,906,5,한신코아오피스텔,38.57,201912,18,"5,500",12,,,1991,도령로 54,-,-,-,-,-,55000000,11.667425,4713979.305630849,2019,12,제주특별자치도 제주시 노형동 도령로 54,2019-12-18
1510,제주특별자치도 제주시 연동,2324-5,2324,5,제주현대오피스텔,30.24,201912,17,"6,800",5,,,1990,도령로 87,-,-,-,-,-,68000000,9.147599999999999,7433643.797280162,2019,12,제주특별자치도 제주시 연동 도령로 87,2019-12-17
1511,제주특별자치도 제주시 외도일동,495-2,495,2,남건휴먼스 7차,59.93,201912,16,"19,999",9,,,2016,우정로10길 8,-,-,-,-,-,199990000,18.128825,11031602.985852642,2019,12,제주특별자치도 제주시 외도일동 우정로10길 8,2019-12-16
1512,제주특별자치도 제주시 삼도일동,566-20,566,20,삼도유화에버빌,79.33,201912,16,"26,450",2,,,2018,삼오길 22,-,-,-,-,-,264500000,23.997325,11022061.833975244,2019,12,제주특별자치도 제주시 삼도일동 삼오길 22,2019-12-16
1513,제주특별자치도 제주시 연동,2331-10,2331,10,연동해든빌,80.0725,201912,16,"44,100",9,,,2019,도령로13길 2,-,-,-,-,-,441000000,24.22193125,18206640.727708284,2019,12,제주특별자치도 제주시 연동 도령로13길 2,2019-12-16
1514,제주특별자치도 제주시 이도이동,1021,1021,0,도남해든빌,35.53,201912,15,"18,100",4,,,2019,고산동산서길 11-2,-,-,-,-,-,181000000,10.747825,16840616.58986818,2019,12,제주특별자치도 제주시 이도이동 고산동산서길 11-2,2019-12-15
1515,제주특별자치도 서귀포시 서귀동,251-1,251,1,선경오피스텔,42.4,201912,13,"3,500",6,,,1992,중정로 123,-,-,-,-,-,35000000,12.825999999999999,2728832.059878372,2019,12,제주특별자치도 서귀포시 서귀동 중정로 123,2019-12-13
1516,제주특별자치도 제주시 한림읍 수원리,763,763,0,갤럭시 한수풀랜드,84.89,201912,12,"17,650",2,,,2016,한림로 785,-,-,-,-,-,176500000,25.679225,6873260.388504716,2019,12,제주특별자치도 제주시 한림읍 수원리 한림로 785,2019-12-12
1517,제주특별자치도 서귀포시 성산읍 고성리,1499,1499,0,성산청담휴클래스,78.9006,201912,12,"25,300",7,,,2017,서성일로 1213-16,-,-,-,-,-,253000000,23.8674315,10600218.963653462,2019,12,제주특별자치도 서귀포시 성산읍 고성리 서성일로 1213-16,2019-12-12
1518,제주특별자치도 제주시 이도이동,1021,1021,0,도남해든빌,35.53,201912,12,"17,800",3,,,2019,고산동산서길 11-2,-,-,-,-,-,178000000,10.747825,16561490.348047161,2019,12,제주특별자치도 제주시 이도이동 고산동산서길 11-2,2019-12-12
1519,제주특별자치도 제주시 연동,273-27,273,27,연동뜨레모아팰리스,36.36,201912,12,"17,900",8,,,2018,신대로14길 47,-,-,-,-,-,179000000,10.998899999999999,16274354.708198095,2019,12,제주특별자치도 제주시 연동 신대로14길 47,2019-12-12
1520,제주특별자치도 제주시 노형동,722-2,722,2,메르헨하우스3,20.14,201912,10,"5,500",8,,,2004,연북로 41,-,-,-,-,-,55000000,6.09235,9027715.085311908,2019,12,제주특별자치도 제주시 노형동 연북로 41,2019-12-10
1521,제주특별자치도 제주시 연동,1374-2,1374,2,에코 블루,36.45,201912,10,"12,300",2,,,2015,연북로 98,-,-,-,-,-,123000000,11.026125,11155324.286637418,2019,12,제주특별자치도 제주시 연동 연북로 98,2019-12-10
1522,제주특별자치도 서귀포시 대정읍 보성리,2476-10,2476,10,남영에듀클래스,24.89,201912,9,"10,000",3,,,2017, ,-,-,-,-,-,100000000,7.529225,13281579.44542765,2019,12,제주특별자치도 서귀포시 대정읍 보성리  ,2019-12-09
1523,제주특별자치도 서귀포시 법환동,1196-10,1196,10,루체클래식,84.7,201912,9,"27,000",5,,,2016,법환로 55,-,-,-,-,-,270000000,25.62175,10537921.882775377,2019,12,제주특별자치도 서귀포시 법환동 법환로 55,2019-12-09
1524,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.14,201912,7,"5,700",15,,,2004,연북로 45,-,-,-,-,-,57000000,6.09235,9355995.633868705,2019,12,제주특별자치도 제주시 노형동 연북로 45,2019-12-07
1525,제주특별자치도 제주시 노형동,711-2,711,2,이레하이텔,36.94,201912,5,"7,800",8,,,2003,연북로 12,-,-,-,-,-,78000000,11.174349999999999,6980271.783146224,2019,12,제주특별자치도 제주시 노형동 연북로 12,2019-12-05
1526,제주특별자치도 제주시 이도일동,1690-4,1690,4,제주 트리뷰아일랜드 오피스텔,41.73,201912,5,"20,000",9,,,2018,전농로 119,-,-,-,-,-,200000000,12.623325,15843686.192029439,2019,12,제주특별자치도 제주시 이도일동 전농로 119,2019-12-05
1527,제주특별자치도 제주시 외도일동,537-2,537,2,남건휴먼스 5차,44.01,201912,4,"9,300",6,,,2015,우령서로 67,-,-,-,-,-,93000000,13.313025,6985640.002929462,2019,12,제주특별자치도 제주시 외도일동 우령서로 67,2019-12-04
1528,제주특별자치도 제주시 노형동,2576-3,2576,3,정현빌,83.2,201912,4,"25,000",7,,,2013,달마루길 28,-,-,-,-,-,250000000,25.168,9933248.569612207,2019,12,제주특별자치도 제주시 노형동 달마루길 28,2019-12-04
1529,제주특별자치도 제주시 노형동,906-5,906,5,한신코아오피스텔,30.0,201912,4,"5,700",3,,,1991,도령로 54,-,-,-,-,-,57000000,9.075,6280991.735537191,2019,12,제주특별자치도 제주시 노형동 도령로 54,2019-12-04
1530,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.14,201912,3,"5,500",7,,,2004,연북로 45,-,-,-,-,-,55000000,6.09235,9027715.085311908,2019,12,제주특별자치도 제주시 노형동 연북로 45,2019-12-03
1531,제주특별자치도 제주시 연동,306-12,306,12,진호 케스텔,29.19,201912,1,"5,500",6,,,2003,사장길 37,-,-,-,-,-,55000000,8.829975,6228783.207200474,2019,12,제주특별자치도 제주시 연동 사장길 37,2019-12-01
1532,제주특별자치도 제주시 조천읍 함덕리,1045,1045,0,함덕빌드웰비치타운,76.4851,201911,30,"39,611",4,,,2019,신북로 479-2,-,-,-,-,-,396110000,23.13674275,17120387.440881237,2019,11,제주특별자치도 제주시 조천읍 함덕리 신북로 479-2,2019-11-30
1533,제주특별자치도 제주시 노형동,719-2,719,2,아델리안,84.34,201911,30,"25,000",9,,,2015, ,-,-,-,-,-,250000000,25.51285,9798983.649415882,2019,11,제주특별자치도 제주시 노형동  ,2019-11-30
1534,제주특별자치도 제주시 연동,253-5,253,5,신제주 신성오피스텔,28.14,201911,29,"7,000",6,,,1990,노연로 62,-,-,-,-,-,70000000,8.51235,8223346.079519757,2019,11,제주특별자치도 제주시 연동 노연로 62,2019-11-29
1535,제주특별자치도 제주시 노형동,906-5,906,5,한신코아오피스텔,30.0,201911,29,"5,500",5,,,1991,도령로 54,-,-,-,-,-,55000000,9.075,6060606.0606060615,2019,11,제주특별자치도 제주시 노형동 도령로 54,2019-11-29
1536,제주특별자치도 서귀포시 호근동,2012,2012,0,하르빌호근,74.03,201911,29,"21,000",3,,,2016,중산간동로 8327,-,-,-,-,-,210000000,22.394075,9377480.427300524,2019,11,제주특별자치도 서귀포시 호근동 중산간동로 8327,2019-11-29
1537,제주특별자치도 제주시 연동,272-33,272,33,로얄쇼핑센타및오피스텔,39.6,201911,28,"5,200",6,,,1992,신대로12길 51,-,-,-,-,-,52000000,11.979,4340929.960764672,2019,11,제주특별자치도 제주시 연동 신대로12길 51,2019-11-28
1538,제주특별자치도 서귀포시 동홍동,1436-1,1436,1,동홍아젤리아1,58.385,201911,28,"11,811",1,,,2017, ,-,-,-,-,-,118110000,17.6614625,6687441.654393004,2019,11,제주특별자치도 서귀포시 동홍동  ,2019-11-28
1539,제주특별자치도 서귀포시 동홍동,1436-1,1436,1,동홍아젤리아1,57.983,201911,28,"12,239",5,,,2017, ,-,-,-,-,-,122390000,17.5398575,6977821.798153149,2019,11,제주특별자치도 서귀포시 동홍동  ,2019-11-28
1540,제주특별자치도 제주시 이도이동,1011-7,1011,7,(1011-7),36.0,201911,28,"6,300",3,,,2003,중앙로 270-2,-,-,-,-,-,63000000,10.89,5785123.966942148,2019,11,제주특별자치도 제주시 이도이동 중앙로 270-2,2019-11-28
1541,제주특별자치도 제주시 외도일동,450-12,450,12,외도 이안애,80.2054,201911,26,"24,000",6,,,2017,우정로3길 12,-,-,-,-,-,240000000,24.262133499999997,9891957.770325517,2019,11,제주특별자치도 제주시 외도일동 우정로3길 12,2019-11-26
1542,제주특별자치도 제주시 노형동,722-2,722,2,메르헨하우스3,20.14,201911,26,"5,450",9,,,2004,연북로 41,-,-,-,-,-,54500000,6.09235,8945644.948172709,2019,11,제주특별자치도 제주시 노형동 연북로 41,2019-11-26
1543,제주특별자치도 제주시 조천읍 함덕리,1045,1045,0,함덕빌드웰비치타운,77.1732,201911,26,"42,520",8,,,2019,신북로 479-2,-,-,-,-,-,425200000,23.344893,18213833.749420054,2019,11,제주특별자치도 제주시 조천읍 함덕리 신북로 479-2,2019-11-26
1544,제주특별자치도 제주시 노형동,722-2,722,2,메르헨하우스3,20.14,201911,25,"6,500",14,,,2004,연북로 41,-,-,-,-,-,65000000,6.09235,10669117.82809589,2019,11,제주특별자치도 제주시 노형동 연북로 41,2019-11-25
1545,제주특별자치도 제주시 연동,304-5,304,5,코스모스태홍누리안5차아파트,93.0,201911,25,"25,000",2,,,2013,신대로 136,-,-,-,-,-,250000000,28.1325,8886519.15044877,2019,11,제주특별자치도 제주시 연동 신대로 136,2019-11-25
1546,제주특별자치도 제주시 연동,280-8,280,8,스테이280,74.43,201911,25,"26,000",7,,,2015,신광로1길 18,-,-,-,-,-,260000000,22.515075000000003,11547818.517149065,2019,11,제주특별자치도 제주시 연동 신광로1길 18,2019-11-25
1547,제주특별자치도 서귀포시 서귀동,251-1,251,1,선경오피스텔,73.05,201911,25,"4,500",7,,,1992,중정로 123,-,-,-,-,-,45000000,22.097624999999997,2036417.940842059,2019,11,제주특별자치도 서귀포시 서귀동 중정로 123,2019-11-25
1548,제주특별자치도 제주시 연동,306-12,306,12,진호 케스텔,29.19,201911,21,"5,000",6,,,2003,사장길 37,-,-,-,-,-,50000000,8.829975,5662530.188364067,2019,11,제주특별자치도 제주시 연동 사장길 37,2019-11-21
1549,제주특별자치도 제주시 이도일동,1380,1380,0,극동행복그린,67.9085,201911,21,"17,700",2,,,2016,관덕로8길 11,-,-,-,-,-,177000000,20.54232125,8616358.290083697,2019,11,제주특별자치도 제주시 이도일동 관덕로8길 11,2019-11-21
1550,제주특별자치도 서귀포시 서귀동,251-1,251,1,선경오피스텔,44.0,201911,21,"4,700",10,,,1992,중정로 123,-,-,-,-,-,47000000,13.309999999999999,3531179.564237416,2019,11,제주특별자치도 서귀포시 서귀동 중정로 123,2019-11-21
1551,제주특별자치도 서귀포시 서귀동,251-1,251,1,선경오피스텔,32.0,201911,21,"3,100",11,,,1992,중정로 123,-,-,-,-,-,31000000,9.68,3202479.3388429754,2019,11,제주특별자치도 서귀포시 서귀동 중정로 123,2019-11-21
1552,제주특별자치도 제주시 애월읍 하귀2리,1310-6,1310,6,가온프라이빗2차,84.1725,201911,20,"24,500",5,,,2018,항몽로 36,-,-,-,-,-,245000000,25.46218125,9622113.58070511,2019,11,제주특별자치도 제주시 애월읍 하귀2리 항몽로 36,2019-11-20
1553,제주특별자치도 제주시 연동,272-33,272,33,로얄쇼핑센타및오피스텔,19.3,201911,18,"2,550",6,,,1992,신대로12길 51,-,-,-,-,-,25500000,5.83825,4367747.184515907,2019,11,제주특별자치도 제주시 연동 신대로12길 51,2019-11-18
1554,제주특별자치도 제주시 이도일동,1258-13,1258,13,이도센트레시티,22.8427,201911,18,"10,000",7,,,2017, ,-,-,-,-,-,100000000,6.90991675,14471954.383531466,2019,11,제주특별자치도 제주시 이도일동  ,2019-11-18
1555,제주특별자치도 서귀포시 서호동,382,382,0,해피니스빌,79.9806,201911,18,"21,500",1,,,2017, ,-,-,-,-,-,215000000,24.194131499999997,8886452.485388864,2019,11,제주특별자치도 서귀포시 서호동  ,2019-11-18
1556,제주특별자치도 서귀포시 대정읍 보성리,2477,2477,0,이노에듀파크,27.97,201911,17,"10,000",2,,,2018,글로벌에듀로 370,-,-,-,-,-,100000000,8.460925,11819038.698487459,2019,11,제주특별자치도 서귀포시 대정읍 보성리 글로벌에듀로 370,2019-11-17
1557,제주특별자치도 제주시 삼도일동,530-5,530,5,제동 해피죤 오피스텔,29.74,201911,16,"5,800",8,,,2004,서사로 94,-,-,-,-,-,58000000,8.99635,6447059.085073391,2019,11,제주특별자치도 제주시 삼도일동 서사로 94,2019-11-16
1558,제주특별자치도 제주시 삼도일동,561-3,561,3,에스디빌,71.7,201911,15,"30,000",8,,,2018,서광로 196,-,-,-,-,-,300000000,21.68925,13831736.920363775,2019,11,제주특별자치도 제주시 삼도일동 서광로 196,2019-11-15
1559,제주특별자치도 제주시 노형동,711,711,0,에이스텔,30.87,201911,15,"8,500",6,,,2003,연북로 8,-,-,-,-,-,85000000,9.338175,9102420.976261422,2019,11,제주특별자치도 제주시 노형동 연북로 8,2019-11-15
1560,제주특별자치도 제주시 연동,292-42,292,42,노바빌리지,81.8419,201911,12,"33,000",13,,,2018,신대로12길 10,-,-,-,-,-,330000000,24.757174749999997,13329469.268297669,2019,11,제주특별자치도 제주시 연동 신대로12길 10,2019-11-12
1561,제주특별자치도 서귀포시 서귀동,251-1,251,1,선경오피스텔,48.0,201911,11,"5,800",5,,,1992,중정로 123,-,-,-,-,-,58000000,14.52,3994490.358126722,2019,11,제주특별자치도 서귀포시 서귀동 중정로 123,2019-11-11
1562,제주특별자치도 제주시 연동,1370-3,1370,3,에코파인,84.86,201911,7,"32,600",15,,,2015, ,-,-,-,-,-,326000000,25.67015,12699575.187523251,2019,11,제주특별자치도 제주시 연동  ,2019-11-07
1563,제주특별자치도 제주시 삼도일동,584-5,584,5,어울림타워 프로미스,59.259,201911,6,"28,000",16,,,2019,도남로 4,-,-,-,-,-,280000000,17.9258475,15619903.047819637,2019,11,제주특별자치도 제주시 삼도일동 도남로 4,2019-11-06
1564,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.14,201911,6,"5,900",6,,,2004,연북로 45,-,-,-,-,-,59000000,6.09235,9684276.1824255,2019,11,제주특별자치도 제주시 노형동 연북로 45,2019-11-06
1565,제주특별자치도 제주시 연동,280-8,280,8,스테이280,83.33,201911,5,"34,000",8,,,2015,신광로1길 18,-,-,-,-,-,340000000,25.207324999999997,13488142.831498384,2019,11,제주특별자치도 제주시 연동 신광로1길 18,2019-11-05
1566,제주특별자치도 제주시 삼도일동,561-3,561,3,에스디빌,71.7,201911,4,"26,750",3,,,2018,서광로 196,-,-,-,-,-,267500000,21.68925,12333298.753991032,2019,11,제주특별자치도 제주시 삼도일동 서광로 196,2019-11-04
1567,제주특별자치도 제주시 노형동,2574-2,2574,2,노형휴캐슬,45.195,201911,1,"19,000",3,,,2018,월광로 140,-,-,-,-,-,190000000,13.6714875,13897536.753041686,2019,11,제주특별자치도 제주시 노형동 월광로 140,2019-11-01
1568,제주특별자치도 제주시 노형동,726-1,726,1,노형 ETAS I,81.02,201911,1,"23,000",14,,,2014,연북로 48,-,-,-,-,-,230000000,24.50855,9384480.110002428,2019,11,제주특별자치도 제주시 노형동 연북로 48,2019-11-01
1569,제주특별자치도 제주시 노형동,905-3,905,3,(905-3),32.76,201911,1,"6,900",4,,,1991,도령로 40,-,-,-,-,-,69000000,9.909899999999999,6962734.235461509,2019,11,제주특별자치도 제주시 노형동 도령로 40,2019-11-01
1570,제주특별자치도 제주시 도련일동,1938-5,1938,5,제주 아빌로스,35.1,201910,31,"11,400",7,,,2014,건주로4길 6-4,-,-,-,-,-,114000000,10.617750000000001,10736738.00946528,2019,10,제주특별자치도 제주시 도련일동 건주로4길 6-4,2019-10-31
1571,제주특별자치도 제주시 연동,1954-3,1954,3,(1954-3),31.78,201910,31,"14,000",5,,,2016,남녕로 34,-,-,-,-,-,140000000,9.61345,14562930.06152838,2019,10,제주특별자치도 제주시 연동 남녕로 34,2019-10-31
1572,제주특별자치도 제주시 도두일동,2627-5,2627,5,(2627-5),39.1406,201910,31,"18,000",9,,,2017,도공로 9-10,-,-,-,-,-,180000000,11.8400315,15202662.256430652,2019,10,제주특별자치도 제주시 도두일동 도공로 9-10,2019-10-31
1573,제주특별자치도 서귀포시 남원읍 남원리,1434-3,1434,3,남원 아이진,84.99,201910,31,"26,500",2,,,2017, ,-,-,-,-,-,265000000,25.709474999999998,10307483.914004467,2019,10,제주특별자치도 서귀포시 남원읍 남원리  ,2019-10-31
1574,제주특별자치도 제주시 연동,253-5,253,5,신제주 신성오피스텔,25.245,201910,29,"7,000",8,,,1990,노연로 62,-,-,-,-,-,70000000,7.6366125,9166367.941282867,2019,10,제주특별자치도 제주시 연동 노연로 62,2019-10-29
1575,제주특별자치도 제주시 애월읍 하귀1리,117-1,117,1,제주모닝시티,25.4694,201910,28,"11,550",7,,,2018,하귀9길 2,-,-,-,-,-,115500000,7.7044935,14991251.533926273,2019,10,제주특별자치도 제주시 애월읍 하귀1리 하귀9길 2,2019-10-28
1576,제주특별자치도 제주시 삼도일동,539-4,539,4,아델리안아파트,105.5,201910,23,"30,000",2,,,2017,서광로19길 45,-,-,-,-,-,300000000,31.91375,9400336.845403627,2019,10,제주특별자치도 제주시 삼도일동 서광로19길 45,2019-10-23
1577,제주특별자치도 제주시 삼도일동,584-5,584,5,어울림타워 프로미스,82.683,201910,22,"35,720",15,,,2019,도남로 4,-,-,-,-,-,357200000,25.0116075,14281369.160298873,2019,10,제주특별자치도 제주시 삼도일동 도남로 4,2019-10-22
1578,제주특별자치도 제주시 노형동,722-2,722,2,메르헨하우스3,20.14,201910,21,"6,500",11,,,2004,연북로 41,-,-,-,-,-,65000000,6.09235,10669117.82809589,2019,10,제주특별자치도 제주시 노형동 연북로 41,2019-10-21
1579,제주특별자치도 제주시 삼도일동,584-5,584,5,어울림타워 프로미스,59.259,201910,21,"29,000",13,,,2019,도남로 4,-,-,-,-,-,290000000,17.9258475,16177756.728098908,2019,10,제주특별자치도 제주시 삼도일동 도남로 4,2019-10-21
1580,제주특별자치도 제주시 일도이동,602-1,602,1,제주 신항 코아루 디펠리체,24.8945,201910,20,"53,000",2,,,2019,고마로 16,-,-,-,-,-,530000000,7.53058625,70379646.7373307,2019,10,제주특별자치도 제주시 일도이동 고마로 16,2019-10-20
1581,제주특별자치도 제주시 연동,260-30,260,30,제주 연동 일성 트루엘,43.477,201910,17,"30,467",11,,,2019,삼무로1길 10-8,-,-,-,-,-,304670000,13.151792499999999,23165663.539779846,2019,10,제주특별자치도 제주시 연동 삼무로1길 10-8,2019-10-17
1582,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.14,201910,16,"6,500",13,,,2004,연북로 45,-,-,-,-,-,65000000,6.09235,10669117.82809589,2019,10,제주특별자치도 제주시 노형동 연북로 45,2019-10-16
1583,제주특별자치도 서귀포시 서귀동,251-1,251,1,선경오피스텔,44.0,201910,16,"2,500",10,,,1992,중정로 123,-,-,-,-,-,25000000,13.309999999999999,1878287.0022539445,2019,10,제주특별자치도 서귀포시 서귀동 중정로 123,2019-10-16
1584,제주특별자치도 제주시 조천읍 함덕리,968-5,968,5,(968-5),52.21,201910,15,"14,000",2,,,2016,함덕20길 14,-,-,-,-,-,140000000,15.793524999999999,8864392.211365102,2019,10,제주특별자치도 제주시 조천읍 함덕리 함덕20길 14,2019-10-15
1585,제주특별자치도 제주시 연동,253-5,253,5,신제주 신성오피스텔,25.245,201910,15,"7,000",8,,,1990,노연로 62,-,-,-,-,-,70000000,7.6366125,9166367.941282867,2019,10,제주특별자치도 제주시 연동 노연로 62,2019-10-15
1586,제주특별자치도 제주시 애월읍 애월리,478-2,478,2,가온누리 아파텔,86.45,201910,15,"24,000",7,,,2017, ,-,-,-,-,-,240000000,26.151125,9177425.44536803,2019,10,제주특별자치도 제주시 애월읍 애월리  ,2019-10-15
1587,제주특별자치도 제주시 건입동,657-5,657,5,더클래식 1차,84.49,201910,15,"25,000",5,,,2017, ,-,-,-,-,-,250000000,25.558224999999997,9781586.945102802,2019,10,제주특별자치도 제주시 건입동  ,2019-10-15
1588,제주특별자치도 서귀포시 대정읍 상모리,3943-4,3943,4,해누리아파트,105.76,201910,15,"16,000",2,,,2015, ,-,-,-,-,-,160000000,31.9924,5001187.782098249,2019,10,제주특별자치도 서귀포시 대정읍 상모리  ,2019-10-15
1589,제주특별자치도 제주시 삼도일동,553-2,553,2,에코빌리지3,72.28,201910,14,"20,000",8,,,2013,서광로21길 4-6,-,-,-,-,-,200000000,21.8647,9147164.150434261,2019,10,제주특별자치도 제주시 삼도일동 서광로21길 4-6,2019-10-14
1590,제주특별자치도 제주시 노형동,905-3,905,3,(905-3),36.855,201910,14,"6,800",11,,,1991,도령로 40,-,-,-,-,-,68000000,11.1486375,6099400.038793978,2019,10,제주특별자치도 제주시 노형동 도령로 40,2019-10-14
1591,제주특별자치도 서귀포시 서귀동,163-11,163,11,남양오피스텔,25.025,201910,11,"3,500",3,,,1994,태평로 438,-,-,-,-,-,35000000,7.5700625,4623475.697855864,2019,10,제주특별자치도 서귀포시 서귀동 태평로 438,2019-10-11
1592,제주특별자치도 서귀포시 대정읍 보성리,2476-13,2476,13,제주 이노에듀타운,25.742,201910,11,"10,000",3,,,2016,글로벌에듀로 382,-,-,-,-,-,100000000,7.786955,12841990.22596124,2019,10,제주특별자치도 서귀포시 대정읍 보성리 글로벌에듀로 382,2019-10-11
1593,제주특별자치도 서귀포시 서귀동,163-11,163,11,남양오피스텔,25.025,201910,11,"3,500",7,,,1994,태평로 438,-,-,-,-,-,35000000,7.5700625,4623475.697855864,2019,10,제주특별자치도 서귀포시 서귀동 태평로 438,2019-10-11
1594,제주특별자치도 서귀포시 서귀동,163-11,163,11,남양오피스텔,26.95,201910,11,"3,500",8,,,1994,태평로 438,-,-,-,-,-,35000000,8.152375,4293227.433723302,2019,10,제주특별자치도 서귀포시 서귀동 태평로 438,2019-10-11
1595,제주특별자치도 서귀포시 서귀동,163-11,163,11,남양오피스텔,26.95,201910,11,"3,500",4,,,1994,태평로 438,-,-,-,-,-,35000000,8.152375,4293227.433723302,2019,10,제주특별자치도 서귀포시 서귀동 태평로 438,2019-10-11
1596,제주특별자치도 서귀포시 서귀동,163-11,163,11,남양오피스텔,26.95,201910,11,"3,500",6,,,1994,태평로 438,-,-,-,-,-,35000000,8.152375,4293227.433723302,2019,10,제주특별자치도 서귀포시 서귀동 태평로 438,2019-10-11
1597,제주특별자치도 서귀포시 서귀동,163-11,163,11,남양오피스텔,26.95,201910,11,"3,500",3,,,1994,태평로 438,-,-,-,-,-,35000000,8.152375,4293227.433723302,2019,10,제주특별자치도 서귀포시 서귀동 태평로 438,2019-10-11
1598,제주특별자치도 제주시 노형동,711-2,711,2,이레하이텔,36.32,201910,11,"7,700",7,,,2003,연북로 12,-,-,-,-,-,77000000,10.9868,7008410.092110532,2019,10,제주특별자치도 제주시 노형동 연북로 12,2019-10-11
1599,제주특별자치도 제주시 노형동,906-1,906,1,이화오피스텔,52.71,201910,11,"14,500",8,,,1991,도령로 50,-,-,-,-,-,145000000,15.944775,9093888.12322532,2019,10,제주특별자치도 제주시 노형동 도령로 50,2019-10-11
1600,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,40.28,201910,10,"9,500",9,,,2004,연북로 45,-,-,-,-,-,95000000,12.1847,7796663.028223921,2019,10,제주특별자치도 제주시 노형동 연북로 45,2019-10-10
1601,제주특별자치도 제주시 도두일동,2627-5,2627,5,(2627-5),31.5288,201910,10,"14,805",7,,,2017,도공로 9-10,-,-,-,-,-,148050000,9.537462,15522997.627670757,2019,10,제주특별자치도 제주시 도두일동 도공로 9-10,2019-10-10
1602,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.14,201910,9,"5,300",12,,,2004,연북로 45,-,-,-,-,-,53000000,6.09235,8699434.536755111,2019,10,제주특별자치도 제주시 노형동 연북로 45,2019-10-09
1603,제주특별자치도 제주시 노형동,1046-12,1046,12,노형퍼스트빌 6차,82.69,201910,7,"37,000",7,,,2017,월랑로10길 39,-,-,-,-,-,370000000,25.013724999999997,14791879.258287203,2019,10,제주특별자치도 제주시 노형동 월랑로10길 39,2019-10-07
1604,제주특별자치도 제주시 연동,306-12,306,12,진호 케스텔,27.7925,201910,7,"5,000",6,,,2003,사장길 37,-,-,-,-,-,50000000,8.40723125,5947261.174717895,2019,10,제주특별자치도 제주시 연동 사장길 37,2019-10-07
