,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,매수,매도,거래금액,전용면적(평),평당가격,계약년도,계약월,주소,계약년월일
3240,제주특별자치도 서귀포시 대포동,810-2,810,2,더바른오피스텔,61.959,202212,22,"21,000",2,-,-,2017,대포복개로 95,-,직거래,-,,,210000000,18.7425975,11204423.506400328,2022,12,제주특별자치도 서귀포시 대포동 대포복개로 95,2022-12-22
3241,제주특별자치도 제주시 애월읍 애월리,478-2,478,2,가온누리 아파텔,86.45,202212,20,"24,000",7,-,-,2017, ,-,중개거래,대구 달서구,,,240000000,26.151125,9177425.44536803,2022,12,제주특별자치도 제주시 애월읍 애월리  ,2022-12-20
3242,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.14,202212,20,"4,900",14,-,-,2004,연북로 45,-,중개거래,제주 제주시,,,49000000,6.09235,8042873.439641518,2022,12,제주특별자치도 제주시 노형동 연북로 45,2022-12-20
3243,제주특별자치도 제주시 외도일동,445-2,445,2,남건휴먼스4차,43.44,202212,17,"10,500",3,-,-,2015, ,-,중개거래,제주 제주시,,,105000000,13.1406,7990502.716770925,2022,12,제주특별자치도 제주시 외도일동  ,2022-12-17
3244,제주특별자치도 제주시 연동,262-8,262,8,(262-8),32.8,202212,14,"2,500",6,-,-,1992,신광로 58,-,직거래,-,,,25000000,9.921999999999999,2519653.295706511,2022,12,제주특별자치도 제주시 연동 신광로 58,2022-12-14
3245,제주특별자치도 제주시 일도이동,133-29,133,29,(133-29),55.965,202212,13,"20,000",4,-,-,2018,동문로 128-1,-,직거래,-,,,200000000,16.9294125,11813759.042140415,2022,12,제주특별자치도 제주시 일도이동 동문로 128-1,2022-12-13
3246,제주특별자치도 제주시 외도일동,505-8,505,8,남건휴먼스2차,42.38,202212,13,"9,000",4,-,-,2015, ,-,중개거래,제주 제주시,,,90000000,12.81995,7020308.191529608,2022,12,제주특별자치도 제주시 외도일동  ,2022-12-13
3247,제주특별자치도 서귀포시 동홍동,386-1,386,1,동홍동코아루오션뷰오피스텔,84.0,202212,13,"27,000",7,-,-,2017,태평로 499,-,중개거래,제주 서귀포시,,,270000000,25.41,10625737.898465171,2022,12,제주특별자치도 서귀포시 동홍동 태평로 499,2022-12-13
3248,제주특별자치도 제주시 노형동,906-5,906,5,한신코아오피스텔,30.0,202212,13,"5,200",12,-,-,1991,도령로 54,-,직거래,-,,,52000000,9.075,5730027.548209366,2022,12,제주특별자치도 제주시 노형동 도령로 54,2022-12-13
3249,제주특별자치도 제주시 외도일동,505-4,505,4,한탑주상복합,40.26,202212,12,"10,500",6,-,-,2008,우령2길 3-3,-,중개거래,제주 제주시,,,105000000,12.17865,8621645.256247614,2022,12,제주특별자치도 제주시 외도일동 우령2길 3-3,2022-12-12
3250,제주특별자치도 제주시 삼도일동,584-5,584,5,어울림타워 프로미스,62.794,202212,12,"31,700",18,-,-,2019,도남로 4,-,중개거래,제주 제주시,,,317000000,18.995185,16688439.728278508,2022,12,제주특별자치도 제주시 삼도일동 도남로 4,2022-12-12
3251,제주특별자치도 서귀포시 동홍동,386-1,386,1,동홍동코아루오션뷰오피스텔,84.0,202212,12,"24,000",2,-,-,2017,태평로 499,-,직거래,-,,,240000000,25.41,9445100.354191264,2022,12,제주특별자치도 서귀포시 동홍동 태평로 499,2022-12-12
3252,제주특별자치도 제주시 조천읍 함덕리,968,968,0,씨엘빌리지2차,83.43,202212,10,"20,000",4,-,-,2017,함덕20길 16,20221230,직거래,-,,,200000000,25.237575,7924691.655200629,2022,12,제주특별자치도 제주시 조천읍 함덕리 함덕20길 16,2022-12-10
3253,제주특별자치도 제주시 연동,1371-1,1371,1,연동에코그린,84.08,202212,10,"25,800",8,-,-,2012,연북로 70,-,직거래,-,,,258000000,25.434199999999997,10143822.09780532,2022,12,제주특별자치도 제주시 연동 연북로 70,2022-12-10
3254,제주특별자치도 제주시 이도일동,1258-13,1258,13,이도센트레시티,41.8572,202212,7,"17,000",7,-,-,2017, ,-,중개거래,제주 제주시,,,170000000,12.661802999999999,13426207.942107456,2022,12,제주특별자치도 제주시 이도일동  ,2022-12-07
3255,제주특별자치도 제주시 연동,1373-1,1373,1,아일랜드마이빌,25.21,202212,6,"6,700",2,-,-,2004,신대로22길 25,-,중개거래,제주 제주시,,,67000000,7.626025,8785704.216810199,2022,12,제주특별자치도 제주시 연동 신대로22길 25,2022-12-06
3256,제주특별자치도 제주시 연동,1371-2,1371,2,에코민트,74.76,202212,5,"29,500",6,-,-,2018,연북로 72,-,중개거래,제주 제주시,,,295000000,22.614900000000002,13044497.212015087,2022,12,제주특별자치도 제주시 연동 연북로 72,2022-12-05
3257,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.14,202212,2,"5,000",14,-,-,2004,연북로 45,-,중개거래,제주 제주시,,,50000000,6.09235,8207013.713919916,2022,12,제주특별자치도 제주시 노형동 연북로 45,2022-12-02
3258,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.14,202211,30,"5,300",13,-,-,2004,연북로 45,-,중개거래,제주 제주시,,,53000000,6.09235,8699434.536755111,2022,11,제주특별자치도 제주시 노형동 연북로 45,2022-11-30
3259,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.14,202211,30,"5,300",13,-,-,2004,연북로 45,-,직거래,-,,,53000000,6.09235,8699434.536755111,2022,11,제주특별자치도 제주시 노형동 연북로 45,2022-11-30
3260,제주특별자치도 서귀포시 서귀동,251-1,251,1,선경오피스텔,44.0,202211,30,"3,000",4,-,-,1992,중정로 123,-,직거래,-,,,30000000,13.309999999999999,2253944.4027047334,2022,11,제주특별자치도 서귀포시 서귀동 중정로 123,2022-11-30
3261,제주특별자치도 제주시 연동,304-19,304,19,월드룸,31.5,202211,25,"6,500",7,-,-,2001,비월길 2,-,중개거래,제주 제주시,,,65000000,9.52875,6821461.366915912,2022,11,제주특별자치도 제주시 연동 비월길 2,2022-11-25
3262,제주특별자치도 제주시 노형동,722-2,722,2,메르헨하우스3,20.14,202211,25,"4,500",1,-,-,2004,연북로 41,-,중개거래,제주 제주시,,,45000000,6.09235,7386312.342527925,2022,11,제주특별자치도 제주시 노형동 연북로 41,2022-11-25
3263,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.14,202211,23,"5,700",3,-,-,2004,연북로 45,-,중개거래,제주 제주시,,,57000000,6.09235,9355995.633868705,2022,11,제주특별자치도 제주시 노형동 연북로 45,2022-11-23
3264,제주특별자치도 제주시 외도일동,450-12,450,12,외도 이안애,80.4204,202211,20,"26,500",7,-,-,2017,우정로3길 12,-,중개거래,제주 제주시,,,265000000,24.327171,10893169.61680419,2022,11,제주특별자치도 제주시 외도일동 우정로3길 12,2022-11-20
3265,제주특별자치도 제주시 삼도이동,913-5,913,5,진아타워,40.27,202211,19,"9,500",10,-,-,2005,관덕로2길 17,-,중개거래,제주 제주시,,,95000000,12.181675,7798599.12532554,2022,11,제주특별자치도 제주시 삼도이동 관덕로2길 17,2022-11-19
3266,제주특별자치도 제주시 노형동,924-1,924,1,이편한세상 시티 노형,41.0237,202211,18,"30,000",10,-,-,2019,원노형남1길 11,-,중개거래,제주 제주시,,,300000000,12.409669249999999,24174697.484383,2022,11,제주특별자치도 제주시 노형동 원노형남1길 11,2022-11-18
3267,제주특별자치도 서귀포시 서귀동,163-11,163,11,남양오피스텔,38.25,202211,12,"4,700",8,-,-,1994,태평로 438,-,중개거래,제주 서귀포시,,,47000000,11.570625,4062010.479122779,2022,11,제주특별자치도 서귀포시 서귀동 태평로 438,2022-11-12
3268,제주특별자치도 제주시 조천읍 신촌리,1774,1774,0,태극 헤이븐,40.003,202211,11,"17,000",3,-,-,2022,신촌6길 17,-,직거래,-,,,170000000,12.1009075,14048533.136874238,2022,11,제주특별자치도 제주시 조천읍 신촌리 신촌6길 17,2022-11-11
3269,제주특별자치도 서귀포시 남원읍 남원리,76,76,0,라인힐,84.4,202211,10,"23,000",2,-,-,2017,남원회관로 89,-,직거래,-,,,230000000,25.531000000000002,9008656.143511808,2022,11,제주특별자치도 서귀포시 남원읍 남원리 남원회관로 89,2022-11-10
3270,제주특별자치도 제주시 노형동,906-5,906,5,한신코아오피스텔,30.0,202211,10,"6,300",8,-,-,1991,도령로 54,-,중개거래,제주 제주시,,,63000000,9.075,6942148.760330579,2022,11,제주특별자치도 제주시 노형동 도령로 54,2022-11-10
3271,제주특별자치도 제주시 연동,272-33,272,33,로얄쇼핑센타및오피스텔,39.6,202211,4,"7,000",5,-,-,1992,신대로12길 51,-,직거래,-,,,70000000,11.979,5843559.562567827,2022,11,제주특별자치도 제주시 연동 신대로12길 51,2022-11-04
3272,제주특별자치도 제주시 연동,272-33,272,33,로얄쇼핑센타및오피스텔,19.3,202211,4,"4,000",5,-,-,1992,신대로12길 51,-,직거래,-,,,40000000,5.83825,6851368.132573972,2022,11,제주특별자치도 제주시 연동 신대로12길 51,2022-11-04
3273,제주특별자치도 제주시 노형동,906-5,906,5,한신코아오피스텔,30.0,202211,3,"7,000",10,-,-,1991,도령로 54,-,직거래,-,,,70000000,9.075,7713498.622589532,2022,11,제주특별자치도 제주시 노형동 도령로 54,2022-11-03
3274,제주특별자치도 제주시 노형동,711-3,711,3,온정,39.515,202211,3,"13,700",8,-,-,2012,연북로 14,-,중개거래,제주 제주시,,,137000000,11.9532875,11461282.094988512,2022,11,제주특별자치도 제주시 노형동 연북로 14,2022-11-03
3275,제주특별자치도 제주시 조천읍 신촌리,1774,1774,0,태극 헤이븐,40.003,202211,1,"17,200",3,-,-,2022,신촌6길 17,-,직거래,-,,,172000000,12.1009075,14213809.997308053,2022,11,제주특별자치도 제주시 조천읍 신촌리 신촌6길 17,2022-11-01
3276,제주특별자치도 제주시 조천읍 신촌리,1774,1774,0,태극 헤이븐,60.679,202211,1,"26,300",3,-,-,2022,신촌6길 17,-,직거래,-,,,263000000,18.3553975,14328210.544064764,2022,11,제주특별자치도 제주시 조천읍 신촌리 신촌6길 17,2022-11-01
3277,제주특별자치도 제주시 삼도일동,553-2,553,2,에코빌리지3,84.71,202211,1,"25,000",6,-,-,2013,서광로21길 4-6,-,직거래,-,,,250000000,25.624774999999996,9756183.225023441,2022,11,제주특별자치도 제주시 삼도일동 서광로21길 4-6,2022-11-01
3278,제주특별자치도 제주시 외도일동,418-3,418,3,(418-3),59.99,202211,1,"22,500",10,-,-,2017,우정로 10,-,중개거래,제주 제주시,,,225000000,18.146975,12398760.67498853,2022,11,제주특별자치도 제주시 외도일동 우정로 10,2022-11-01
3279,제주특별자치도 제주시 노형동,906-5,906,5,한신코아오피스텔,30.0,202211,1,"6,500",7,-,-,1991,도령로 54,-,중개거래,제주 제주시,,,65000000,9.075,7162534.435261709,2022,11,제주특별자치도 제주시 노형동 도령로 54,2022-11-01
3280,제주특별자치도 제주시 노형동,2576-3,2576,3,정현빌,83.2,202211,1,"23,000",5,-,-,2013,달마루길 28,-,중개거래,제주 제주시,,,230000000,25.168,9138588.68404323,2022,11,제주특별자치도 제주시 노형동 달마루길 28,2022-11-01
3281,제주특별자치도 제주시 이호이동,1095,1095,0,이호재영샤르빌아파트13차,84.79,202210,28,"27,000",4,-,-,2018,오도11길 19-1,20221128,중개거래,제주 제주시,,,270000000,25.648975,10526736.448532544,2022,10,제주특별자치도 제주시 이호이동 오도11길 19-1,2022-10-28
3282,제주특별자치도 제주시 노형동,906-5,906,5,한신코아오피스텔,30.0,202210,28,"5,300",7,-,-,1991,도령로 54,-,중개거래,서울 송파구,,,53000000,9.075,5840220.385674932,2022,10,제주특별자치도 제주시 노형동 도령로 54,2022-10-28
3283,제주특별자치도 서귀포시 남원읍 위미리,3079-1,3079,1,헷세드위미,83.8428,202210,28,"24,500",1,-,-,2018,위미해안로129번길 5,-,중개거래,제주 서귀포시,,,245000000,25.362447,9659951.186886659,2022,10,제주특별자치도 서귀포시 남원읍 위미리 위미해안로129번길 5,2022-10-28
3284,제주특별자치도 서귀포시 표선면 표선리,666,666,0,라온제나오피스텔,65.37,202210,26,"22,000",7,-,-,2019, ,-,직거래,-,,,220000000,19.774425,11125481.524747243,2022,10,제주특별자치도 서귀포시 표선면 표선리  ,2022-10-26
3285,제주특별자치도 서귀포시 서귀동,163-11,163,11,남양오피스텔,39.0,202210,25,"5,700",7,-,-,1994,태평로 438,-,직거래,-,,,57000000,11.7975,4831532.104259377,2022,10,제주특별자치도 서귀포시 서귀동 태평로 438,2022-10-25
3286,제주특별자치도 제주시 삼도이동,300-1,300,1,진용이지빌,84.83,202210,24,"20,650",2,-,-,2015, ,-,중개거래,제주 제주시,,,206500000,25.661075,8047207.687129241,2022,10,제주특별자치도 제주시 삼도이동  ,2022-10-24
3287,제주특별자치도 서귀포시 대정읍 보성리,2477,2477,0,이노에듀파크,27.97,202210,17,"11,500",2,-,-,2018,글로벌에듀로 370,-,중개거래,제주 서귀포시,,,115000000,8.460925,13591894.503260577,2022,10,제주특별자치도 서귀포시 대정읍 보성리 글로벌에듀로 370,2022-10-17
3288,제주특별자치도 서귀포시 서홍동,364,364,0,파크하임3차,84.8467,202210,15,"28,000",7,-,-,2017,홍중로27번길 4,-,직거래,-,,,280000000,25.66612675,10909320.394437777,2022,10,제주특별자치도 서귀포시 서홍동 홍중로27번길 4,2022-10-15
3289,제주특별자치도 제주시 연동,276-9,276,9,신제주오피스텔,19.0,202210,13,"2,000",2,-,-,1991,신광로 103,-,직거래,-,,,20000000,5.7475,3479773.8147020447,2022,10,제주특별자치도 제주시 연동 신광로 103,2022-10-13
3290,제주특별자치도 서귀포시 대정읍 보성리,2476-10,2476,10,남영에듀클래스,24.89,202210,13,"11,900",3,-,-,2017, ,-,중개거래,제주 서귀포시,,,119000000,7.529225,15805079.540058903,2022,10,제주특별자치도 서귀포시 대정읍 보성리  ,2022-10-13
3291,제주특별자치도 제주시 애월읍 하귀1리,117-1,117,1,제주모닝시티,25.4694,202210,12,"9,500",3,-,-,2018,하귀9길 2,-,직거래,-,,,95000000,7.7044935,12330466.629636329,2022,10,제주특별자치도 제주시 애월읍 하귀1리 하귀9길 2,2022-10-12
3292,제주특별자치도 제주시 외도일동,543-9,543,9,남건휴먼스 8차,39.98,202210,8,"10,500",2,-,-,2016,우정로16길 10,-,중개거래,제주 제주시,,,105000000,12.09395,8682026.963895172,2022,10,제주특별자치도 제주시 외도일동 우정로16길 10,2022-10-08
3293,제주특별자치도 제주시 이도이동,1781-17,1781,17,킹덤라오체,42.99,202210,7,"30,500",14,-,-,2022,서광로 276,-,직거래,-,,,305000000,13.004475,23453465.05722069,2022,10,제주특별자치도 제주시 이도이동 서광로 276,2022-10-07
3294,제주특별자치도 제주시 삼도이동,602-1,602,1,아이린아파트 5차,79.48,202210,7,"30,000",9,-,-,2018,전농로9길 27,-,직거래,-,,,300000000,24.0427,12477799.914319107,2022,10,제주특별자치도 제주시 삼도이동 전농로9길 27,2022-10-07
3295,제주특별자치도 제주시 외도일동,453-7,453,7,외도동 에코그린빌 3차,84.85,202210,7,"23,500",3,-,-,2013,조공포길 22,-,중개거래,제주 제주시,,,235000000,25.667125,9155680.661546629,2022,10,제주특별자치도 제주시 외도일동 조공포길 22,2022-10-07
3296,제주특별자치도 제주시 이도일동,1690-4,1690,4,제주 트리뷰아일랜드 오피스텔,20.33,202210,6,"11,000",8,-,-,2018,전농로 119,-,직거래,-,,,110000000,6.149824999999999,17886687.832580604,2022,10,제주특별자치도 제주시 이도일동 전농로 119,2022-10-06
3297,제주특별자치도 제주시 연동,278,278,0,연동 풀하우스,21.75,202210,6,"5,600",11,-,-,2011,연동8길 29,-,중개거래,제주 제주시,,,56000000,6.579375,8511446.755960863,2022,10,제주특별자치도 제주시 연동 연동8길 29,2022-10-06
3298,제주특별자치도 제주시 조천읍 조천리,2371-2,2371,2,조천 휴미래,84.9953,202210,5,"32,000",4,-,-,2019,신북로 221,-,직거래,-,,,320000000,25.71107825,12445996.892409598,2022,10,제주특별자치도 제주시 조천읍 조천리 신북로 221,2022-10-05
3299,제주특별자치도 제주시 노형동,905-3,905,3,(905-3),32.76,202210,4,"6,700",6,-,-,1991,도령로 40,-,직거래,-,,,67000000,9.909899999999999,6760915.851824944,2022,10,제주특별자치도 제주시 노형동 도령로 40,2022-10-04
3300,제주특별자치도 제주시 노형동,1293-3,1293,3,빌리브 노형,83.2911,202210,4,"47,500",10,-,-,2020,월랑로2길 34,20221013,중개거래,제주 제주시,,,475000000,25.19555775,18852529.668647643,2022,10,제주특별자치도 제주시 노형동 월랑로2길 34,2022-10-04
3301,제주특별자치도 제주시 노형동,1293-3,1293,3,빌리브 노형,83.2911,202210,4,"47,500",10,-,-,2020,월랑로2길 34,-,중개거래,제주 제주시,,,475000000,25.19555775,18852529.668647643,2022,10,제주특별자치도 제주시 노형동 월랑로2길 34,2022-10-04
3302,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.14,202209,30,"5,000",11,-,-,2004,연북로 45,-,직거래,-,,,50000000,6.09235,8207013.713919916,2022,09,제주특별자치도 제주시 노형동 연북로 45,2022-09-30
3303,제주특별자치도 제주시 삼도일동,561-3,561,3,에스디빌,62.75,202209,28,"23,300",7,-,-,2018,서광로 196,-,직거래,-,,,233000000,18.981875,12274867.472259723,2022,09,제주특별자치도 제주시 삼도일동 서광로 196,2022-09-28
3304,제주특별자치도 제주시 노형동,719-2,719,2,아델리안,84.34,202209,25,"23,000",3,-,-,2015, ,-,직거래,-,,,230000000,25.51285,9015064.957462613,2022,09,제주특별자치도 제주시 노형동  ,2022-09-25
3305,제주특별자치도 제주시 연동,1371-2,1371,2,에코민트,74.76,202209,24,"27,500",13,-,-,2018,연북로 72,-,중개거래,제주 제주시,,,275000000,22.614900000000002,12160124.51967508,2022,09,제주특별자치도 제주시 연동 연북로 72,2022-09-24
3306,제주특별자치도 제주시 애월읍 하귀1리,117-1,117,1,제주모닝시티,23.8794,202209,23,"11,500",4,-,-,2018,하귀9길 2,-,직거래,-,,,115000000,7.2235185,15920219.488605171,2022,09,제주특별자치도 제주시 애월읍 하귀1리 하귀9길 2,2022-09-23
3307,제주특별자치도 제주시 도련일동,1938-5,1938,5,제주 아빌로스,35.1,202209,22,"10,000",7,-,-,2014,건주로4길 6-4,-,직거래,-,,,100000000,10.617750000000001,9418191.236373054,2022,09,제주특별자치도 제주시 도련일동 건주로4길 6-4,2022-09-22
3308,제주특별자치도 제주시 도련일동,1938-5,1938,5,제주 아빌로스,35.1,202209,22,"10,000",7,-,-,2014,건주로4길 6-4,-,중개거래,제주 제주시,,,100000000,10.617750000000001,9418191.236373054,2022,09,제주특별자치도 제주시 도련일동 건주로4길 6-4,2022-09-22
3309,제주특별자치도 제주시 애월읍 하귀1리,117-1,117,1,제주모닝시티,24.6706,202209,22,"9,000",5,-,-,2018,하귀9길 2,-,중개거래,제주 제주시,,,90000000,7.4628565,12059725.38799319,2022,09,제주특별자치도 제주시 애월읍 하귀1리 하귀9길 2,2022-09-22
3310,제주특별자치도 제주시 노형동,709,709,0,에코트윈,84.89,202209,22,"37,900",8,-,-,2013,1100로 3308,-,중개거래,제주 제주시,,,379000000,25.679225,14759012.392313242,2022,09,제주특별자치도 제주시 노형동 1100로 3308,2022-09-22
3311,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.14,202209,19,"4,900",10,-,-,2004,연북로 45,-,중개거래,제주 제주시,,,49000000,6.09235,8042873.439641518,2022,09,제주특별자치도 제주시 노형동 연북로 45,2022-09-19
3312,제주특별자치도 제주시 조천읍 함덕리,1464,1464,0,서우타운5차,97.31,202209,15,"21,000",3,-,-,2016,함덕서4길 27,-,중개거래,제주 제주시,,,210000000,29.436275,7134054.835402917,2022,09,제주특별자치도 제주시 조천읍 함덕리 함덕서4길 27,2022-09-15
3313,제주특별자치도 제주시 노형동,722-2,722,2,메르헨하우스3,40.28,202209,15,"10,200",6,-,-,2004,연북로 41,-,중개거래,제주 제주시,,,102000000,12.1847,8371153.988198315,2022,09,제주특별자치도 제주시 노형동 연북로 41,2022-09-15
3314,제주특별자치도 제주시 연동,290-42,290,42,천마 에코피아 오피스텔,64.4652,202209,14,"32,714",5,-,-,2017,삼무로11길 4,-,직거래,-,,,327140000,19.500722999999997,16775788.26179932,2022,09,제주특별자치도 제주시 연동 삼무로11길 4,2022-09-14
3315,제주특별자치도 제주시 애월읍 애월리,478-2,478,2,가온누리 아파텔,86.45,202209,14,"25,000",7,-,-,2017, ,20221012,중개거래,제주 제주시,,,250000000,26.151125,9559818.172258364,2022,09,제주특별자치도 제주시 애월읍 애월리  ,2022-09-14
3316,제주특별자치도 제주시 애월읍 애월리,478-2,478,2,가온누리 아파텔,86.45,202209,14,"25,000",7,-,-,2017, ,-,중개거래,제주 제주시,,,250000000,26.151125,9559818.172258364,2022,09,제주특별자치도 제주시 애월읍 애월리  ,2022-09-14
3317,제주특별자치도 제주시 노형동,719,719,0,에코퍼플,84.94,202209,8,"26,300",10,-,-,2014, ,-,직거래,-,,,263000000,25.69435,10235713.298838072,2022,09,제주특별자치도 제주시 노형동  ,2022-09-08
3318,제주특별자치도 제주시 노형동,722-2,722,2,메르헨하우스3,40.28,202209,7,"9,800",9,-,-,2004,연북로 41,-,중개거래,제주 제주시,,,98000000,12.1847,8042873.439641518,2022,09,제주특별자치도 제주시 노형동 연북로 41,2022-09-07
3319,제주특별자치도 제주시 연동,273-27,273,27,연동뜨레모아팰리스,35.23,202209,7,"14,500",11,-,-,2018,신대로14길 47,-,직거래,-,,,145000000,10.657074999999999,13605984.756605355,2022,09,제주특별자치도 제주시 연동 신대로14길 47,2022-09-07
3320,제주특별자치도 제주시 연동,303-8,303,8,레브하임3차,60.14,202209,7,"29,500",5,-,-,2018,신대로16길 3,-,직거래,-,,,295000000,18.19235,16215607.109581774,2022,09,제주특별자치도 제주시 연동 신대로16길 3,2022-09-07
3321,제주특별자치도 제주시 도련일동,1938-5,1938,5,제주 아빌로스,24.57,202209,7,"5,000",4,-,-,2014,건주로4길 6-4,-,직거래,-,,,50000000,7.432425,6727279.454552182,2022,09,제주특별자치도 제주시 도련일동 건주로4길 6-4,2022-09-07
3322,제주특별자치도 서귀포시 표선면 표선리,1591-5,1591,5,세베스트아파트,84.95,202209,7,"25,000",4,-,-,2019,표선동서로193번길 37,-,직거래,-,,,250000000,25.697375,9728620.141162278,2022,09,제주특별자치도 서귀포시 표선면 표선리 표선동서로193번길 37,2022-09-07
3323,제주특별자치도 제주시 외도일동,505-4,505,4,한탑주상복합,56.49,202209,5,"12,000",3,-,-,2008,우령2길 3-3,-,직거래,-,,,120000000,17.088225,7022379.445495362,2022,09,제주특별자치도 제주시 외도일동 우령2길 3-3,2022-09-05
3324,제주특별자치도 제주시 연동,276-9,276,9,신제주오피스텔,29.39,202209,5,"5,700",3,-,-,1991,신광로 103,-,중개거래,제주 제주시,,,57000000,8.890475,6411355.973668449,2022,09,제주특별자치도 제주시 연동 신광로 103,2022-09-05
3325,제주특별자치도 제주시 이도일동,1244-1,1244,1,파미르파크 오피스텔,22.79,202209,1,"13,000",14,-,-,2019,동광로 55,-,직거래,-,,,130000000,6.893974999999999,18857045.463611342,2022,09,제주특별자치도 제주시 이도일동 동광로 55,2022-09-01
3326,제주특별자치도 제주시 한림읍 한림리,1200-7,1200,7,해원오피스텔,67.0852,202208,31,"13,500",3,-,-,2018,한림남2길 6,-,직거래,-,,,135000000,20.293273,6652450.789973604,2022,08,제주특별자치도 제주시 한림읍 한림리 한림남2길 6,2022-08-31
3327,제주특별자치도 제주시 조천읍 함덕리,1045,1045,0,함덕빌드웰비치타운,83.3795,202208,29,"29,000",8,-,-,2019,신북로 479-2,-,직거래,-,,,290000000,25.222298749999997,11497762.470996028,2022,08,제주특별자치도 제주시 조천읍 함덕리 신북로 479-2,2022-08-29
3328,제주특별자치도 제주시 노형동,722-2,722,2,메르헨하우스3,18.66,202208,26,"3,500",6,-,-,2004,연북로 41,-,직거래,-,,,35000000,5.6446499999999995,6200561.593721489,2022,08,제주특별자치도 제주시 노형동 연북로 41,2022-08-26
3329,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.14,202208,26,"4,300",8,-,-,2004,연북로 45,-,직거래,-,,,43000000,6.09235,7058031.793971128,2022,08,제주특별자치도 제주시 노형동 연북로 45,2022-08-26
3330,제주특별자치도 제주시 연동,1374-2,1374,2,에코 블루,36.45,202208,26,"14,700",7,-,-,2015,연북로 98,-,중개거래,제주 제주시,,,147000000,11.026125,13331972.927932523,2022,08,제주특별자치도 제주시 연동 연북로 98,2022-08-26
3331,제주특별자치도 제주시 노형동,722-2,722,2,메르헨하우스3,18.66,202208,26,"3,500",6,-,-,2004,연북로 41,-,중개거래,제주 제주시,,,35000000,5.6446499999999995,6200561.593721489,2022,08,제주특별자치도 제주시 노형동 연북로 41,2022-08-26
3332,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.14,202208,26,"4,300",8,-,-,2004,연북로 45,-,중개거래,제주 제주시,,,43000000,6.09235,7058031.793971128,2022,08,제주특별자치도 제주시 노형동 연북로 45,2022-08-26
3333,제주특별자치도 제주시 노형동,905-3,905,3,(905-3),36.855,202208,26,"6,500",5,-,-,1991,도령로 40,-,중개거래,제주 제주시,,,65000000,11.1486375,5830308.860611891,2022,08,제주특별자치도 제주시 노형동 도령로 40,2022-08-26
3334,제주특별자치도 제주시 연동,303-8,303,8,레브하임3차,37.82,202208,25,"19,650",10,-,-,2018,신대로16길 3,-,직거래,-,,,196500000,11.44055,17175747.66947393,2022,08,제주특별자치도 제주시 연동 신대로16길 3,2022-08-25
3335,제주특별자치도 제주시 삼도일동,553-2,553,2,에코빌리지3,84.71,202208,25,"20,400",5,-,-,2013,서광로21길 4-6,-,직거래,-,,,204000000,25.624774999999996,7961045.511619127,2022,08,제주특별자치도 제주시 삼도일동 서광로21길 4-6,2022-08-25
3336,제주특별자치도 제주시 연동,272-33,272,33,로얄쇼핑센타및오피스텔,39.6,202208,24,"6,500",6,-,-,1992,신대로12길 51,-,직거래,-,,,65000000,11.979,5426162.45095584,2022,08,제주특별자치도 제주시 연동 신대로12길 51,2022-08-24
3337,제주특별자치도 제주시 외도일동,633-4,633,4,블루캐슬아파트,84.73,202208,23,"23,700",4,-,-,2014,우정로18길 26,-,중개거래,제주 제주시,,,237000000,25.630825,9246678.559898091,2022,08,제주특별자치도 제주시 외도일동 우정로18길 26,2022-08-23
3338,제주특별자치도 제주시 연동,292-86,292,86,연동드림아이오피스텔,26.759,202208,22,"9,990",15,-,-,2017,연동13길 6,-,직거래,-,,,99900000,8.094597499999999,12341564.852359863,2022,08,제주특별자치도 제주시 연동 연동13길 6,2022-08-22
3339,제주특별자치도 제주시 삼도이동,599-3,599,3,수미안아파트,53.86,202208,22,"18,000",2,-,-,2019,서사로 73,-,직거래,-,,,180000000,16.29265,11047926.519013176,2022,08,제주특별자치도 제주시 삼도이동 서사로 73,2022-08-22
3340,제주특별자치도 제주시 연동,276-9,276,9,신제주오피스텔,29.39,202208,19,"5,450",3,-,-,1991,신광로 103,-,직거래,-,,,54500000,8.890475,6130156.150261938,2022,08,제주특별자치도 제주시 연동 신광로 103,2022-08-19
3341,제주특별자치도 제주시 애월읍 애월리,478-2,478,2,가온누리 아파텔,86.4499,202208,18,"26,900",4,-,-,2017, ,-,중개거래,제주 제주시,,,269000000,26.15109475,10286376.251992282,2022,08,제주특별자치도 제주시 애월읍 애월리  ,2022-08-18
