,단지명,내용,주소,위도,경도
144,대맥,"[요약]
대맥아파트는 제주특별자치도 제주시 이도일동에 있으며, 최근 6개월간 3건의 거래가 있었고 평균 평당 가격은 8,332,570원입니다. 가장 최근 거래는 2021년 11월, 25.6평, 1.95억 원에 체결되었습니다. 6개월 전 대비 약 7.1% 하락했습니다.

[거래내역]
- 2021년 11월 17일 | 25.6평 | 1.9억 원
- 2021년 01월 6일 | 25.6평 | 2.1억 원
- 2016년 03월 11일 | 22.7평 | 2.1억 원",제주특별자치도 제주시 이도일동 중앙로17길 10-2,33.5091047508663,126.524646619581
145,대명2차꿈의고향,"[요약]
대명2차꿈의고향아파트는 제주특별자치도 제주시 삼도일동에 있으며, 최근 6개월간 26건의 거래가 있었고 평균 평당 가격은 10,648,480원입니다. 가장 최근 거래는 2025년 05월, 25.7평, 2.95억 원에 체결되었습니다. 6개월 전 대비 약 5.4% 상승했습니다.

[거래내역]
- 2025년 05월 13일 | 25.7평 | 3.0억 원
- 2024년 03월 17일 | 25.7평 | 2.8억 원
- 2024년 01월 4일 | 25.7평 | 2.8억 원
- 2023년 09월 24일 | 25.7평 | 3.1억 원
- 2022년 06월 13일 | 25.7평 | 3.0억 원
- 2022년 06월 9일 | 25.7평 | 2.9억 원
- 2021년 10월 23일 | 25.7평 | 2.6억 원
- 2021년 09월 17일 | 25.7평 | 2.8억 원
- 2021년 07월 30일 | 25.7평 | 3.0억 원
- 2021년 06월 29일 | 25.7평 | 2.5억 원
- 2021년 05월 10일 | 25.7평 | 2.8억 원
- 2020년 05월 29일 | 25.6평 | 2.6억 원
- 2020년 05월 20일 | 25.7평 | 2.9억 원
- 2019년 12월 2일 | 25.7평 | 2.5억 원
- 2019년 04월 18일 | 25.6평 | 2.8억 원
- 2018년 11월 28일 | 24.5평 | 2.5억 원
- 2018년 07월 2일 | 24.5평 | 2.5억 원
- 2018년 04월 23일 | 25.7평 | 2.7억 원
- 2018년 01월 16일 | 25.7평 | 2.6억 원
- 2017년 11월 20일 | 25.7평 | 2.6억 원",제주특별자치도 제주시 삼도일동 서광로19길 4,33.5002595841,126.520921224029
146,대명3차꿈의고향,"[요약]
대명3차꿈의고향아파트는 제주특별자치도 제주시 일도이동에 있으며, 최근 6개월간 2건의 거래가 있었고 평균 평당 가격은 9,726,923원입니다. 가장 최근 거래는 2022년 02월, 25.6평, 2.975억 원에 체결되었습니다. 6개월 전 대비 약 48.8% 상승했습니다.

[거래내역]
- 2022년 02월 28일 | 25.6평 | 3.0억 원
- 2021년 12월 13일 | 25.6평 | 2.0억 원",제주특별자치도 제주시 일도이동 고마로15길 7,33.5072569368205,126.541145808447
147,대명꿈의고향,"[요약]
대명꿈의고향아파트는 제주특별자치도 제주시 삼도일동에 있으며, 최근 6개월간 25건의 거래가 있었고 평균 평당 가격은 9,551,981원입니다. 가장 최근 거래는 2025년 05월, 12.2평, 0.85억 원에 체결되었습니다. 6개월 전 대비 약 67.3% 하락했습니다.

[거래내역]
- 2025년 05월 28일 | 12.2평 | 0.8억 원
- 2024년 02월 5일 | 25.7평 | 2.6억 원
- 2023년 08월 9일 | 25.5평 | 2.5억 원
- 2023년 07월 25일 | 25.6평 | 2.5억 원
- 2022년 04월 30일 | 25.7평 | 3.0억 원
- 2022년 04월 20일 | 25.5평 | 2.5억 원
- 2021년 11월 15일 | 25.7평 | 2.5억 원
- 2021년 06월 14일 | 25.5평 | 2.0억 원
- 2020년 08월 13일 | 25.5평 | 2.2억 원
- 2020년 06월 17일 | 25.5평 | 2.1억 원
- 2020년 01월 20일 | 25.7평 | 2.2억 원
- 2019년 10월 24일 | 25.7평 | 2.5억 원
- 2019년 09월 27일 | 25.7평 | 2.4억 원
- 2019년 01월 4일 | 25.7평 | 2.2억 원
- 2018년 12월 13일 | 25.5평 | 2.4억 원
- 2018년 12월 12일 | 25.7평 | 2.5억 원
- 2018년 11월 6일 | 25.5평 | 2.7억 원
- 2018년 03월 18일 | 25.6평 | 2.5억 원
- 2017년 12월 29일 | 25.7평 | 2.4억 원
- 2016년 11월 28일 | 25.6평 | 2.6억 원",제주특별자치도 제주시 삼도일동 홍랑길 4-2,33.5002090645682,126.523438301252
148,대명참이슬,"[요약]
대명참이슬아파트는 제주특별자치도 제주시 삼도이동에 있으며, 최근 6개월간 6건의 거래가 있었고 평균 평당 가격은 6,248,634원입니다. 가장 최근 거래는 2024년 10월, 25.5평, 2.19억 원에 체결되었습니다. 6개월 전 대비 약 18.4% 상승했습니다.

[거래내역]
- 2024년 10월 3일 | 25.5평 | 2.2억 원
- 2021년 04월 14일 | 22.6평 | 1.9억 원
- 2018년 04월 13일 | 25.6평 | 1.6억 원
- 2017년 01월 19일 | 25.5평 | 1.3억 원
- 2016년 07월 7일 | 25.6평 | 1.2억 원
- 2016년 03월 29일 | 25.5평 | 1.2억 원",제주특별자치도 제주시 삼도이동 남성로26길 10,33.5085818691203,126.522898193626
149,대성2차B,"[요약]
대성2차B아파트는 제주특별자치도 서귀포시 동홍동에 있으며, 최근 6개월간 2건의 거래가 있었고 평균 평당 가격은 7,484,119원입니다. 가장 최근 거래는 2019년 04월, 25.1평, 1.8억 원에 체결되었습니다. 6개월 전 대비 약 7.7% 하락했습니다.

[거래내역]
- 2019년 04월 8일 | 25.1평 | 1.8억 원
- 2016년 07월 19일 | 25.1평 | 1.9억 원",제주특별자치도 서귀포시 동홍동 동홍서로112번길 4-2,33.2586549259097,126.569845040319
150,대성뉴본,"[요약]
대성뉴본아파트는 제주특별자치도 서귀포시 서귀동에 있으며, 최근 6개월간 12건의 거래가 있었고 평균 평당 가격은 8,533,234원입니다. 가장 최근 거래는 2024년 11월, 25.7평, 2.4억 원에 체결되었습니다. 6개월 전 대비 약 2.1% 상승했습니다.

[거래내역]
- 2024년 11월 24일 | 25.7평 | 2.4억 원
- 2024년 10월 22일 | 25.7평 | 1.8억 원
- 2023년 05월 22일 | 25.7평 | 2.4억 원
- 2022년 07월 4일 | 25.7평 | 2.4억 원
- 2021년 04월 20일 | 25.7평 | 2.4억 원
- 2021년 04월 1일 | 25.7평 | 2.0억 원
- 2021년 03월 10일 | 25.7평 | 2.2억 원
- 2021년 02월 20일 | 25.7평 | 2.1억 원
- 2019년 01월 22일 | 25.7평 | 1.9억 원
- 2017년 02월 2일 | 25.7평 | 2.6억 원
- 2016년 07월 18일 | 25.7평 | 2.3억 원
- 2016년 01월 22일 | 25.7평 | 1.9억 원",제주특별자치도 서귀포시 서귀동 태평로 462,33.2472620813134,126.568821912168
151,대송파크빌,"[요약]
대송파크빌아파트는 제주특별자치도 제주시 외도일동에 있으며, 최근 6개월간 6건의 거래가 있었고 평균 평당 가격은 8,229,075원입니다. 가장 최근 거래는 2025년 01월, 30.1평, 2.6억 원에 체결되었습니다. 6개월 전 대비 약 2.0% 상승했습니다.

[거래내역]
- 2025년 01월 13일 | 30.1평 | 2.6억 원
- 2024년 11월 17일 | 30.1평 | 2.5억 원
- 2021년 01월 19일 | 25.7평 | 2.0억 원
- 2020년 12월 7일 | 24.2평 | 2.1억 원
- 2019년 07월 9일 | 30.1평 | 2.3억 원
- 2019년 03월 7일 | 25.7평 | 2.1억 원",제주특별자치도 제주시 외도일동 우정로7길 7,33.4893809539438,126.432011398165
152,대신빌라,"[요약]
대신빌라아파트는 제주특별자치도 제주시 애월읍 구엄리에 있으며, 최근 6개월간 9건의 거래가 있었고 평균 평당 가격은 4,322,485원입니다. 가장 최근 거래는 2022년 08월, 25.5평, 1.0억 원에 체결되었습니다. 6개월 전 대비 약 37.5% 하락했습니다.

[거래내역]
- 2022년 08월 24일 | 25.5평 | 1.0억 원
- 2021년 09월 4일 | 25.5평 | 1.6억 원
- 2021년 08월 6일 | 28.2평 | 1.4억 원
- 2020년 12월 14일 | 28.7평 | 1.2억 원
- 2020년 03월 25일 | 28.7평 | 1.1억 원
- 2019년 12월 16일 | 28.7평 | 1.2억 원
- 2018년 05월 23일 | 28.2평 | 1.0억 원
- 2017년 06월 15일 | 25.5평 | 1.0억 원
- 2016년 11월 19일 | 28.7평 | 1.1억 원",제주특별자치도 제주시 애월읍 구엄리 구엄길 9,33.4751857473657,126.375602569337
153,대오,"[요약]
대오아파트는 제주특별자치도 서귀포시 동홍동에 있으며, 최근 6개월간 21건의 거래가 있었고 평균 평당 가격은 6,881,426원입니다. 가장 최근 거래는 2025년 03월, 24.6평, 1.57억 원에 체결되었습니다. 6개월 전 대비 약 19.5% 하락했습니다.

[거래내역]
- 2025년 03월 18일 | 24.6평 | 1.6억 원
- 2024년 10월 21일 | 24.6평 | 1.6억 원
- 2024년 10월 18일 | 24.6평 | 1.6억 원
- 2024년 10월 14일 | 25.3평 | 1.9억 원
- 2024년 10월 8일 | 25.3평 | 1.9억 원
- 2024년 06월 7일 | 24.6평 | 1.9억 원
- 2024년 02월 25일 | 24.6평 | 1.6억 원
- 2022년 06월 22일 | 20.9평 | 1.7억 원
- 2022년 05월 14일 | 24.6평 | 1.9억 원
- 2021년 10월 13일 | 22.6평 | 1.6억 원
- 2021년 09월 27일 | 24.5평 | 1.7억 원
- 2020년 08월 12일 | 24.6평 | 1.6억 원
- 2020년 04월 27일 | 24.5평 | 1.6억 원
- 2019년 11월 14일 | 24.6평 | 1.5억 원
- 2019년 10월 21일 | 25.3평 | 1.7억 원
- 2019년 04월 20일 | 15.9평 | 1.1억 원
- 2018년 10월 1일 | 24.6평 | 1.6억 원
- 2017년 08월 10일 | 24.6평 | 1.6억 원
- 2016년 12월 26일 | 24.6평 | 1.6억 원
- 2016년 07월 15일 | 24.6평 | 1.7억 원",제주특별자치도 서귀포시 동홍동 동홍서로 83,33.2562602983408,126.569118766559
154,대왕,"[요약]
대왕아파트는 제주특별자치도 제주시 노형동에 있으며, 최근 6개월간 15건의 거래가 있었고 평균 평당 가격은 8,689,461원입니다. 가장 최근 거래는 2024년 09월, 18.1평, 1.65억 원에 체결되었습니다. 6개월 전 대비 약 5.2% 하락했습니다.

[거래내역]
- 2024년 09월 21일 | 18.1평 | 1.6억 원
- 2023년 07월 6일 | 18.1평 | 1.7억 원
- 2023년 03월 15일 | 18.1평 | 1.8억 원
- 2023년 03월 15일 | 18.1평 | 1.8억 원
- 2022년 12월 1일 | 17.3평 | 1.7억 원
- 2021년 08월 6일 | 17.7평 | 1.4억 원
- 2021년 04월 22일 | 18.1평 | 1.7억 원
- 2021년 01월 25일 | 18.1평 | 1.3억 원
- 2020년 02월 4일 | 18.1평 | 1.4억 원
- 2019년 06월 27일 | 18.1평 | 1.3억 원
- 2019년 01월 29일 | 18.1평 | 1.2억 원
- 2016년 12월 7일 | 17.7평 | 1.7억 원
- 2016년 11월 9일 | 18.1평 | 1.6억 원
- 2016년 03월 25일 | 18.1평 | 1.7억 원
- 2016년 01월 12일 | 18.1평 | 1.6억 원",제주특별자치도 제주시 노형동 수덕7길 14,33.4868095112535,126.475620330802
155,대원,"[요약]
대원아파트는 제주특별자치도 제주시 이도이동에 있으며, 최근 6개월간 5건의 거래가 있었고 평균 평당 가격은 6,169,655원입니다. 가장 최근 거래는 2024년 10월, 22.9평, 1.6억 원에 체결되었습니다. 6개월 전 대비 약 77.8% 상승했습니다.

[거래내역]
- 2024년 10월 30일 | 22.9평 | 1.6억 원
- 2022년 01월 11일 | 18.2평 | 0.9억 원
- 2021년 07월 26일 | 22.9평 | 1.4억 원
- 2018년 06월 25일 | 23.0평 | 1.3억 원
- 2016년 10월 21일 | 23.0평 | 1.6억 원",제주특별자치도 제주시 이도이동 가령로4길 22,33.4976403244815,126.53520728326
156,대원12차상록수아파트,"[요약]
대원12차상록수아파트아파트는 제주특별자치도 제주시 오라이동에 있으며, 최근 6개월간 6건의 거래가 있었고 평균 평당 가격은 13,774,105원입니다. 가장 최근 거래는 2025년 01월, 24.4평, 3.5억 원에 체결되었습니다. 6개월 전 대비 약 4.5% 상승했습니다.

[거래내역]
- 2025년 01월 22일 | 24.4평 | 3.5억 원
- 2023년 06월 23일 | 24.4평 | 3.4억 원
- 2023년 04월 13일 | 24.4평 | 3.6억 원
- 2019년 06월 23일 | 24.4평 | 3.2억 원
- 2019년 04월 10일 | 24.4평 | 3.2억 원
- 2017년 12월 16일 | 24.4평 | 3.3억 원",제주특별자치도 제주시 오라이동 연사2길 20,33.4872698430281,126.512953909909
157,대원맨션,"[요약]
대원맨션아파트는 제주특별자치도 제주시 화북일동에 있으며, 최근 6개월간 10건의 거래가 있었고 평균 평당 가격은 6,112,150원입니다. 가장 최근 거래는 2025년 01월, 25.5평, 1.7억 원에 체결되었습니다. 6개월 전 대비 약 13.3% 상승했습니다.

[거래내역]
- 2025년 01월 31일 | 25.5평 | 1.7억 원
- 2021년 08월 16일 | 25.5평 | 1.5억 원
- 2021년 01월 28일 | 25.5평 | 1.1억 원
- 2020년 07월 28일 | 25.5평 | 1.5억 원
- 2019년 05월 8일 | 25.5평 | 1.9억 원
- 2018년 11월 22일 | 25.5평 | 1.9억 원
- 2018년 10월 20일 | 25.5평 | 1.6억 원
- 2018년 06월 25일 | 25.5평 | 1.1억 원
- 2018년 02월 19일 | 25.5평 | 1.6억 원
- 2016년 04월 6일 | 25.5평 | 1.6억 원",제주특별자치도 제주시 화북일동 진서로6길 18,33.5220708050711,126.564498151793
158,대원상록수,"[요약]
대원상록수아파트는 제주특별자치도 제주시 도남동에 있으며, 최근 6개월간 30건의 거래가 있었고 평균 평당 가격은 5,905,453원입니다. 가장 최근 거래는 2025년 01월, 20.9평, 1.35억 원에 체결되었습니다. 6개월 전 대비 약 12.5% 상승했습니다.

[거래내역]
- 2025년 01월 16일 | 20.9평 | 1.4억 원
- 2024년 07월 8일 | 20.3평 | 1.2억 원
- 2023년 11월 15일 | 20.9평 | 1.0억 원
- 2023년 08월 5일 | 25.0평 | 2.0억 원
- 2023년 02월 10일 | 17.1평 | 1.1억 원
- 2022년 12월 13일 | 15.7평 | 1.0억 원
- 2022년 12월 13일 | 20.9평 | 0.8억 원
- 2022년 11월 11일 | 16.1평 | 0.9억 원
- 2022년 06월 20일 | 20.3평 | 1.3억 원
- 2022년 06월 18일 | 20.9평 | 1.1억 원
- 2022년 06월 1일 | 20.3평 | 1.3억 원
- 2021년 12월 20일 | 16.1평 | 0.8억 원
- 2021년 07월 15일 | 17.1평 | 1.2억 원
- 2021년 04월 16일 | 17.1평 | 1.4억 원
- 2020년 05월 13일 | 17.1평 | 1.1억 원
- 2019년 11월 27일 | 25.0평 | 1.3억 원
- 2019년 11월 5일 | 25.0평 | 1.4억 원
- 2019년 06월 20일 | 15.7평 | 0.9억 원
- 2019년 03월 3일 | 16.1평 | 0.7억 원
- 2018년 10월 18일 | 25.0평 | 1.4억 원",제주특별자치도 제주시 도남동 독짓골4길 9,33.4918415202558,126.530679473331
159,대원상록수10차,"[요약]
대원상록수10차아파트는 제주특별자치도 제주시 외도일동에 있으며, 최근 6개월간 6건의 거래가 있었고 평균 평당 가격은 11,539,502원입니다. 가장 최근 거래는 2022년 01월, 25.7평, 3.2억 원에 체결되었습니다. 6개월 전 대비 약 14.3% 상승했습니다.

[거래내역]
- 2022년 01월 26일 | 25.7평 | 3.2억 원
- 2021년 03월 10일 | 25.7평 | 2.8억 원
- 2021년 01월 26일 | 25.7평 | 2.8억 원
- 2020년 09월 20일 | 25.7평 | 2.9억 원
- 2018년 08월 16일 | 25.7평 | 3.1억 원
- 2017년 10월 30일 | 25.7평 | 3.0억 원",제주특별자치도 제주시 외도일동 우령2길 2,33.4890324592039,126.431414874497
160,대원상록수11차아파트,"[요약]
대원상록수11차아파트아파트는 제주특별자치도 제주시 외도일동에 있으며, 최근 6개월간 51건의 거래가 있었고 평균 평당 가격은 12,361,437원입니다. 가장 최근 거래는 2025년 03월, 25.7평, 3.5억 원에 체결되었습니다. 6개월 전 대비 약 0.0% 하락했습니다.

[거래내역]
- 2025년 03월 25일 | 25.7평 | 3.5억 원
- 2024년 11월 5일 | 25.6평 | 3.5억 원
- 2024년 10월 24일 | 25.6평 | 3.7억 원
- 2024년 10월 24일 | 25.6평 | 3.7억 원
- 2024년 07월 28일 | 25.7평 | 3.7억 원
- 2024년 03월 20일 | 25.7평 | 3.4억 원
- 2023년 08월 31일 | 25.7평 | 3.5억 원
- 2023년 03월 29일 | 25.7평 | 3.1억 원
- 2022년 12월 1일 | 25.7평 | 3.8억 원
- 2022년 10월 29일 | 25.7평 | 3.5억 원
- 2022년 06월 15일 | 25.7평 | 3.5억 원
- 2022년 04월 9일 | 25.7평 | 3.4억 원
- 2022년 01월 18일 | 25.7평 | 3.5억 원
- 2021년 08월 27일 | 25.7평 | 3.1억 원
- 2021년 05월 24일 | 25.7평 | 3.3억 원
- 2021년 05월 6일 | 25.6평 | 3.0억 원
- 2021년 05월 3일 | 25.7평 | 3.1억 원
- 2021년 04월 25일 | 25.6평 | 3.0억 원
- 2021년 04월 13일 | 25.6평 | 3.0억 원
- 2020년 12월 29일 | 25.7평 | 3.1억 원",제주특별자치도 제주시 외도일동 우정로15길 1,33.4861306755197,126.431233598343
161,대원상록수5차,"[요약]
대원상록수5차아파트는 제주특별자치도 제주시 노형동에 있으며, 최근 6개월간 15건의 거래가 있었고 평균 평당 가격은 11,751,443원입니다. 가장 최근 거래는 2024년 12월, 25.7평, 3.78억 원에 체결되었습니다. 6개월 전 대비 약 26.0% 상승했습니다.

[거래내역]
- 2024년 12월 19일 | 25.7평 | 3.8억 원
- 2024년 11월 9일 | 25.7평 | 3.3억 원
- 2024년 02월 29일 | 25.7평 | 3.0억 원
- 2023년 02월 22일 | 25.7평 | 3.5억 원
- 2021년 12월 27일 | 25.7평 | 3.1억 원
- 2021년 06월 15일 | 25.7평 | 3.0억 원
- 2020년 09월 29일 | 25.7평 | 1.6억 원
- 2019년 07월 8일 | 25.7평 | 3.1억 원
- 2019년 03월 14일 | 25.7평 | 2.9억 원
- 2018년 04월 1일 | 25.7평 | 3.2억 원
- 2018년 01월 12일 | 25.7평 | 3.1억 원
- 2017년 02월 9일 | 25.7평 | 3.4억 원
- 2016년 11월 6일 | 25.7평 | 3.1억 원
- 2016년 08월 8일 | 25.7평 | 3.2억 원
- 2016년 01월 21일 | 25.7평 | 2.0억 원",제주특별자치도 제주시 노형동 수덕9길 48,33.4854233853662,126.473001495602
162,대원상록수7차,"[요약]
대원상록수7차아파트는 제주특별자치도 제주시 외도일동에 있으며, 최근 6개월간 14건의 거래가 있었고 평균 평당 가격은 9,823,306원입니다. 가장 최근 거래는 2024년 09월, 25.6평, 2.57억 원에 체결되었습니다. 6개월 전 대비 약 4.8% 하락했습니다.

[거래내역]
- 2024년 09월 13일 | 25.6평 | 2.6억 원
- 2024년 01월 24일 | 25.6평 | 2.7억 원
- 2023년 10월 21일 | 25.6평 | 2.7억 원
- 2022년 03월 8일 | 25.6평 | 2.6억 원
- 2022년 02월 4일 | 25.6평 | 2.6억 원
- 2022년 02월 4일 | 25.6평 | 2.6억 원
- 2021년 02월 3일 | 25.6평 | 2.5억 원
- 2020년 09월 26일 | 25.6평 | 2.5억 원
- 2020년 09월 26일 | 25.6평 | 2.5억 원
- 2020년 08월 25일 | 25.6평 | 2.2억 원
- 2019년 10월 11일 | 25.6평 | 2.2억 원
- 2019년 03월 5일 | 25.6평 | 2.4억 원
- 2016년 11월 16일 | 25.6평 | 2.6억 원
- 2016년 10월 29일 | 25.6평 | 2.4억 원",제주특별자치도 제주시 외도일동 우령서로 27,33.4900350890128,126.426868482674
163,대원상록수8차,"[요약]
대원상록수8차아파트는 제주특별자치도 제주시 외도일동에 있으며, 최근 6개월간 6건의 거래가 있었고 평균 평당 가격은 10,091,371원입니다. 가장 최근 거래는 2021년 07월, 25.6평, 2.75억 원에 체결되었습니다. 6개월 전 대비 약 5.8% 상승했습니다.

[거래내역]
- 2021년 07월 21일 | 25.6평 | 2.8억 원
- 2021년 05월 4일 | 25.6평 | 2.6억 원
- 2019년 04월 22일 | 25.6평 | 2.6억 원
- 2019년 02월 14일 | 25.6평 | 2.5억 원
- 2019년 01월 18일 | 25.6평 | 2.5억 원
- 2016년 11월 24일 | 25.6평 | 2.5억 원",제주특별자치도 제주시 외도일동 우정로7길 17,33.4893938476321,126.432700500371
164,대원상록수9차,"[요약]
대원상록수9차아파트는 제주특별자치도 제주시 외도일동에 있으며, 최근 6개월간 5건의 거래가 있었고 평균 평당 가격은 10,623,827원입니다. 가장 최근 거래는 2024년 04월, 25.4평, 2.7억 원에 체결되었습니다. 6개월 전 대비 약 2.7% 하락했습니다.

[거래내역]
- 2024년 04월 17일 | 25.4평 | 2.7억 원
- 2023년 07월 26일 | 25.4평 | 2.8억 원
- 2021년 07월 14일 | 25.4평 | 2.7억 원
- 2018년 11월 27일 | 25.4평 | 2.5억 원
- 2017년 11월 13일 | 25.4평 | 2.8억 원",제주특별자치도 제주시 외도일동 절물2길 20,33.4911053924044,126.43196559912
165,대원상록수노형1차,"[요약]
대원상록수노형1차아파트는 제주특별자치도 제주시 노형동에 있으며, 최근 6개월간 18건의 거래가 있었고 평균 평당 가격은 8,834,921원입니다. 가장 최근 거래는 2024년 03월, 25.5평, 2.1억 원에 체결되었습니다. 6개월 전 대비 약 19.2% 하락했습니다.

[거래내역]
- 2024년 03월 5일 | 25.5평 | 2.1억 원
- 2023년 08월 24일 | 13.7평 | 1.1억 원
- 2023년 08월 19일 | 25.5평 | 2.6억 원
- 2022년 05월 11일 | 13.7평 | 1.2억 원
- 2021년 10월 3일 | 13.7평 | 1.2억 원
- 2021년 06월 11일 | 18.1평 | 1.7억 원
- 2020년 09월 25일 | 13.7평 | 1.0억 원
- 2020년 08월 12일 | 18.1평 | 2.0억 원
- 2020년 04월 13일 | 13.7평 | 1.0억 원
- 2020년 01월 16일 | 13.7평 | 1.0억 원
- 2019년 02월 3일 | 13.7평 | 1.1억 원
- 2019년 01월 16일 | 13.7평 | 1.0억 원
- 2018년 04월 15일 | 13.7평 | 1.8억 원
- 2018년 01월 19일 | 13.7평 | 1.2억 원
- 2017년 05월 19일 | 13.7평 | 1.2억 원
- 2017년 02월 16일 | 18.1평 | 1.4억 원
- 2017년 01월 2일 | 13.7평 | 1.5억 원
- 2016년 09월 27일 | 13.7평 | 1.2억 원",제주특별자치도 제주시 노형동 수덕7길 9,33.4867606063454,126.476272133597
166,대원에버그린빌,"[요약]
대원에버그린빌아파트는 제주특별자치도 제주시 연동에 있으며, 최근 6개월간 45건의 거래가 있었고 평균 평당 가격은 9,262,115원입니다. 가장 최근 거래는 2024년 11월, 7.4평, 0.5978억 원에 체결되었습니다. 6개월 전 대비 약 17.0% 하락했습니다.

[거래내역]
- 2024년 11월 22일 | 7.4평 | 0.6억 원
- 2024년 08월 21일 | 8.9평 | 1.2억 원
- 2024년 06월 26일 | 8.9평 | 0.8억 원
- 2024년 06월 26일 | 8.9평 | 0.8억 원
- 2024년 06월 26일 | 8.9평 | 0.8억 원
- 2022년 06월 18일 | 8.7평 | 0.7억 원
- 2022년 06월 8일 | 7.3평 | 0.7억 원
- 2022년 05월 11일 | 8.7평 | 0.7억 원
- 2022년 05월 11일 | 8.7평 | 0.7억 원
- 2020년 07월 3일 | 7.3평 | 0.6억 원
- 2020년 06월 24일 | 7.4평 | 0.7억 원
- 2020년 06월 24일 | 7.4평 | 0.7억 원
- 2020년 06월 24일 | 8.7평 | 0.8억 원
- 2020년 06월 24일 | 8.7평 | 0.8억 원
- 2020년 06월 24일 | 7.4평 | 0.7억 원
- 2020년 06월 24일 | 8.7평 | 0.8억 원
- 2020년 06월 24일 | 8.7평 | 0.8억 원
- 2020년 06월 24일 | 10.3평 | 0.9억 원
- 2020년 06월 24일 | 8.7평 | 0.8억 원
- 2020년 06월 24일 | 7.3평 | 0.7억 원",제주특별자치도 제주시 연동 노연로 126,33.4855678618809,126.493708403727
167,대유,"[요약]
대유아파트는 제주특별자치도 제주시 삼양일동에 있으며, 최근 6개월간 15건의 거래가 있었고 평균 평당 가격은 4,833,102원입니다. 가장 최근 거래는 2025년 02월, 24.9평, 1.0억 원에 체결되었습니다. 6개월 전 대비 약 16.7% 하락했습니다.

[거래내역]
- 2025년 02월 13일 | 24.9평 | 1.0억 원
- 2024년 05월 30일 | 24.9평 | 1.2억 원
- 2023년 10월 12일 | 24.9평 | 1.0억 원
- 2023년 07월 11일 | 24.9평 | 1.3억 원
- 2023년 06월 2일 | 22.7평 | 1.2억 원
- 2023년 06월 2일 | 22.7평 | 1.2억 원
- 2022년 08월 29일 | 21.9평 | 1.5억 원
- 2021년 12월 16일 | 21.9평 | 1.1억 원
- 2021년 08월 24일 | 22.7평 | 1.1억 원
- 2021년 08월 24일 | 22.7평 | 1.1억 원
- 2021년 08월 17일 | 21.9평 | 1.1억 원
- 2020년 09월 8일 | 24.9평 | 1.0억 원
- 2020년 07월 2일 | 22.7평 | 1.0억 원
- 2017년 01월 12일 | 24.9평 | 1.0억 원
- 2016년 10월 25일 | 24.9평 | 1.2억 원",제주특별자치도 제주시 삼양일동 선사로8길 87,33.5299347927684,126.592924942164
168,대유대림아파트,"[요약]
대유대림아파트아파트는 제주특별자치도 제주시 일도이동에 있으며, 최근 6개월간 148건의 거래가 있었고 평균 평당 가격은 14,376,280원입니다. 가장 최근 거래는 2025년 06월, 40.2평, 7.65억 원에 체결되었습니다. 6개월 전 대비 약 35.4% 상승했습니다.

[거래내역]
- 2025년 06월 26일 | 40.2평 | 7.7억 원
- 2025년 06월 21일 | 25.7평 | 4.1억 원
- 2025년 06월 20일 | 24.2평 | 4.1억 원
- 2025년 05월 17일 | 25.7평 | 4.3억 원
- 2025년 02월 28일 | 25.7평 | 4.7억 원
- 2024년 12월 18일 | 25.7평 | 5.7억 원
- 2024년 11월 25일 | 25.7평 | 4.0억 원
- 2024년 11월 20일 | 40.2평 | 7.5억 원
- 2024년 11월 4일 | 25.7평 | 5.3억 원
- 2024년 09월 15일 | 25.7평 | 5.3억 원
- 2024년 07월 13일 | 25.7평 | 4.0억 원
- 2024년 06월 18일 | 24.2평 | 4.7억 원
- 2024년 06월 14일 | 25.7평 | 5.4억 원
- 2024년 04월 30일 | 25.7평 | 4.9억 원
- 2024년 04월 8일 | 25.7평 | 5.1억 원
- 2024년 01월 5일 | 25.7평 | 4.7억 원
- 2024년 01월 5일 | 25.7평 | 4.7억 원
- 2023년 12월 21일 | 24.2평 | 4.5억 원
- 2023년 12월 8일 | 24.2평 | 4.5억 원
- 2023년 12월 4일 | 25.7평 | 5.1억 원",제주특별자치도 제주시 일도이동 남광로 181,33.5031393915069,126.551618962642
169,대유맨션,"[요약]
대유맨션아파트는 제주특별자치도 제주시 이도이동에 있으며, 최근 6개월간 6건의 거래가 있었고 평균 평당 가격은 6,215,411원입니다. 가장 최근 거래는 2022년 08월, 32.0평, 2.25억 원에 체결되었습니다. 6개월 전 대비 약 25.0% 상승했습니다.

[거래내역]
- 2022년 08월 31일 | 32.0평 | 2.2억 원
- 2022년 06월 29일 | 31.5평 | 2.2억 원
- 2018년 04월 20일 | 29.2평 | 1.8억 원
- 2017년 11월 16일 | 29.2평 | 1.6억 원
- 2017년 06월 20일 | 29.2평 | 1.7억 원
- 2017년 02월 7일 | 30.6평 | 1.8억 원",제주특별자치도 제주시 이도이동 가령로 46,33.5002106339721,126.536158533977
