NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수,매도,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
45,제주특별자치도 제주시 외도일동,449-8,449,8,외도 바움채,77.1106,201712,18,"25,000",6,-,-,2017,절물1길 22,-,-,-
46,제주특별자치도 제주시 노형동,709,709,0,에코트윈,84.3700,201712,16,"33,200",4,-,-,2013,1100로 3308,-,-,-
47,제주특별자치도 제주시 노형동,906-5,906,5,한신코아오피스텔,30.0000,201712,15,"6,000",5,-,-,1991,도령로 54,-,-,-
48,제주특별자치도 제주시 도남동,82-3,82,3,까사 펠리스,49.9000,201712,15,"20,000",2,-,-,2017,도남로 89,-,-,-
49,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.1400,201712,15,"7,300",4,-,-,2004,연북로 45,-,-,-
50,제주특별자치도 제주시 노형동,711-2,711,2,이레하이텔,36.3200,201712,15,"9,000",3,-,-,2003,연북로 12,-,-,-
51,제주특별자치도 제주시 연동,1370-3,1370,3,에코파인,84.8400,201712,15,"32,000",12,-,-,2015, ,-,-,-
52,제주특별자치도 제주시 노형동,711-2,711,2,이레하이텔,35.2000,201712,15,"12,100",10,-,-,2003,연북로 12,-,-,-
53,제주특별자치도 제주시 노형동,711-2,711,2,이레하이텔,36.9400,201712,12,"12,600",10,-,-,2003,연북로 12,-,-,-
54,제주특별자치도 제주시 외도일동,633-4,633,4,블루캐슬아파트,84.7300,201712,12,"21,000",3,-,-,2014,우정로18길 26,-,-,-
55,제주특별자치도 제주시 삼도일동,530-5,530,5,제동 해피죤 오피스텔,39.0400,201712,12,"8,500",11,-,-,2004,서사로 94,-,-,-
56,제주특별자치도 서귀포시 대정읍 하모리,1394-2,1394,2,가온누리,84.7055,201712,12,"20,000",6,-,-,2016, ,-,-,-
57,제주특별자치도 제주시 노형동,719,719,0,에코퍼플,84.9400,201712,11,"28,000",3,-,-,2014, ,-,-,-
58,제주특별자치도 제주시 노형동,906-1,906,1,이화오피스텔,34.7550,201712,11,"5,000",7,-,-,1991,도령로 50,-,-,-
59,제주특별자치도 제주시 노형동,711-2,711,2,이레하이텔,37.0000,201712,10,"12,200",10,-,-,2003,연북로 12,-,-,-
60,제주특별자치도 서귀포시 안덕면 화순리,1055-3,1055,3,엘림피렌체,83.5600,201712,10,"26,200",2,-,-,2017, ,-,-,-
61,제주특별자치도 서귀포시 서귀동,320-12,320,12,루체빌,34.8400,201712,7,"17,000",2,-,-,2015,서문로41번길 8,-,-,-
62,제주특별자치도 서귀포시 서귀동,320-12,320,12,루체빌,114.7600,201712,7,"50,000",2,-,-,2015,서문로41번길 8,-,-,-
63,제주특별자치도 서귀포시 안덕면 화순리,1054-6,1054,6,엘림피렌체 B동,84.8750,201712,5,"24,400",4,-,-,2017, ,-,-,-
64,제주특별자치도 제주시 노형동,711-2,711,2,이레하이텔,35.2000,201712,5,"12,100",11,-,-,2003,연북로 12,-,-,-
65,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.1400,201711,30,"7,000",4,-,-,2004,연북로 45,-,-,-
66,제주특별자치도 제주시 이도일동,1258-13,1258,13,이도센트레시티,22.8427,201711,29,"13,100",10,-,-,2017, ,-,-,-
67,제주특별자치도 제주시 외도일동,450-12,450,12,외도 이안애,80.4204,201711,27,"24,800",5,-,-,2017,우정로3길 12,-,-,-
68,제주특별자치도 서귀포시 동홍동,1436-1,1436,1,동홍아젤리아1,58.3850,201711,27,"17,565",1,-,-,2017, ,-,-,-
69,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.1400,201711,26,"6,500",15,-,-,2004,연북로 45,-,-,-
70,제주특별자치도 서귀포시 서귀동,251-1,251,1,선경오피스텔,36.0000,201711,24,"3,500",10,-,-,1992,중정로 123,-,-,-
71,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.1400,201711,22,"8,100",9,-,-,2004,연북로 45,-,-,-
72,제주특별자치도 제주시 이도이동,1986-5,1986,5,오피스텔 노브힐 이도,33.8700,201711,20,"17,300",6,-,-,2017, ,-,-,-
73,제주특별자치도 제주시 이도이동,1986-5,1986,5,오피스텔 노브힐 이도,33.8700,201711,20,"17,300",6,-,-,2017, ,-,-,-
74,제주특별자치도 제주시 연동,1374-2,1374,2,에코 블루,36.4500,201711,20,"12,200",3,-,-,2015,연북로 98,-,-,-
75,제주특별자치도 제주시 연동,290-42,290,42,천마 에코피아 오피스텔,42.4150,201711,20,"21,300",4,-,-,2017,삼무로11길 4,-,-,-
76,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.1400,201711,16,"7,000",4,-,-,2004,연북로 45,-,-,-
77,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.1400,201711,16,"6,500",15,-,-,2004,연북로 45,-,-,-
78,제주특별자치도 서귀포시 성산읍 고성리,1499,1499,0,성산청담휴클래스,78.9006,201711,16,"26,900",2,-,-,2017,서성일로 1213-16,-,-,-
79,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.1400,201711,15,"7,900",10,-,-,2004,연북로 45,-,-,-
80,제주특별자치도 서귀포시 법환동,747-1,747,1,더프라임,31.9350,201711,14,"15,810",5,-,-,2017, ,-,-,-
81,제주특별자치도 제주시 노형동,906-5,906,5,한신코아오피스텔,30.0000,201711,14,"6,300",6,-,-,1991,도령로 54,-,-,-
82,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.1400,201711,14,"7,500",6,-,-,2004,연북로 45,-,-,-
83,제주특별자치도 서귀포시 성산읍 고성리,1499,1499,0,성산청담휴클래스,78.6846,201711,13,"24,300",1,-,-,2017,서성일로 1213-16,-,-,-
84,제주특별자치도 제주시 노형동,719-2,719,2,아델리안,84.3800,201711,13,"25,500",15,-,-,2015, ,-,-,-
85,제주특별자치도 제주시 노형동,722-2,722,2,메르헨하우스3,40.2800,201711,13,"12,000",12,-,-,2004,연북로 41,-,-,-
86,제주특별자치도 제주시 삼도이동,12-11,12,11,갤럭시 탑동빌,56.4083,201711,10,"19,800",2,-,-,2017,중앙로4길 8,-,-,-
87,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.1400,201711,8,"7,300",4,-,-,2004,연북로 45,-,-,-
88,제주특별자치도 서귀포시 대정읍 보성리,2476-10,2476,10,남영에듀클래스,24.8900,201711,7,"11,700",2,-,-,2017, ,-,-,-
89,제주특별자치도 제주시 노형동,726-1,726,1,노형 ETAS I,81.0200,201711,7,"31,000",12,-,-,2014,연북로 48,-,-,-
90,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.1400,201711,6,"8,450",8,-,-,2004,연북로 45,-,-,-
91,제주특별자치도 제주시 노형동,906-1,906,1,이화오피스텔,36.2030,201711,3,"6,500",8,-,-,1991,도령로 50,-,-,-
92,제주특별자치도 서귀포시 대포동,810,810,0,더바른오피스텔,35.6540,201711,3,"13,490",2,-,-,2017, ,-,-,-
93,제주특별자치도 제주시 삼도일동,534-4,534,4,덕진온누리아파트,83.8850,201711,2,"18,000",4,-,-,2012,평전길 8,-,-,-
94,제주특별자치도 제주시 노형동,711,711,0,에이스텔,30.8700,201711,1,"9,000",4,-,-,2003,연북로 8,-,-,-
95,제주특별자치도 서귀포시 강정동,208-5,208,5,세종안채오피스텔,23.3400,201711,1,"10,800",6,-,-,2017, ,-,-,-
96,제주특별자치도 제주시 연동,1374-2,1374,2,에코 블루,36.4500,201710,27,"15,000",4,-,-,2015,연북로 98,-,-,-
97,제주특별자치도 제주시 연동,276-9,276,9,신제주오피스텔,29.3900,201710,27,"7,300",8,-,-,1991,신광로 103,-,-,-
98,제주특별자치도 서귀포시 대정읍 보성리,2476-10,2476,10,남영에듀클래스,24.8900,201710,23,"12,400",3,-,-,2017, ,-,-,-
99,제주특별자치도 서귀포시 안덕면 화순리,1055-3,1055,3,엘림피렌체,81.6600,201710,20,"25,600",3,-,-,2017, ,-,-,-
100,제주특별자치도 서귀포시 법환동,736-7,736,7,제주 오션스카이 아파트,81.4800,201710,17,"22,500",2,-,-,2017,김정문화로41번길 26,-,-,-
101,제주특별자치도 제주시 연동,280-8,280,8,스테이280,73.8700,201710,15,"25,000",6,-,-,2015,신광로1길 18,-,-,-
102,제주특별자치도 제주시 노형동,722-2,722,2,메르헨하우스3,40.2800,201710,12,"10,000",7,-,-,2004,연북로 41,-,-,-
103,제주특별자치도 제주시 노형동,722-2,722,2,메르헨하우스3,40.2800,201710,12,"10,000",10,-,-,2004,연북로 41,-,-,-
104,제주특별자치도 제주시 애월읍 애월리,1655,1655,0,나폴리움,89.0000,201710,11,"21,500",3,-,-,2017, ,-,-,-
105,제주특별자치도 서귀포시 서귀동,320-12,320,12,루체빌,126.0200,201710,11,"46,800",2,-,-,2015,서문로41번길 8,-,-,-
106,제주특별자치도 서귀포시 서귀동,320-12,320,12,루체빌,34.8400,201710,11,"16,000",2,-,-,2015,서문로41번길 8,-,-,-
107,제주특별자치도 제주시 연동,304-19,304,19,월드룸,31.5000,201710,10,"7,000",9,-,-,2001,비월길 2,-,-,-
108,제주특별자치도 서귀포시 동홍동,1221,1221,0,동홍 스카이빌,78.8100,201710,10,"20,000",2,-,-,2017,동홍중앙로 153,-,-,-
109,제주특별자치도 서귀포시 안덕면 화순리,1054-2,1054,2,엘림피렌체,84.9900,201710,10,"24,300",2,-,-,2017,화순로 146,-,-,-
110,제주특별자치도 제주시 노형동,722-2,722,2,메르헨하우스3,20.1400,201710,9,"7,350",6,-,-,2004,연북로 41,-,-,-
111,제주특별자치도 제주시 이도이동,1986-5,1986,5,오피스텔 노브힐 이도,33.8700,201710,2,"17,100",5,-,-,2017, ,-,-,-
112,제주특별자치도 제주시 노형동,906-5,906,5,한신코아오피스텔,30.0000,201709,30,"6,500",5,-,-,1991,도령로 54,-,-,-
113,제주특별자치도 서귀포시 대정읍 보성리,2476-13,2476,13,제주 이노에듀타운,25.7420,201709,29,"14,000",2,-,-,2016,글로벌에듀로 382,-,-,-
114,제주특별자치도 제주시 노형동,722-2,722,2,메르헨하우스3,20.1400,201709,29,"7,000",3,-,-,2004,연북로 41,-,-,-
115,제주특별자치도 제주시 노형동,905-3,905,3,(905-3),36.8550,201709,29,"4,200",11,-,-,1991,도령로 40,-,-,-
116,제주특별자치도 제주시 노형동,906-1,906,1,이화오피스텔,26.3550,201709,29,"3,000",5,-,-,1991,도령로 50,-,-,-
117,제주특별자치도 제주시 노형동,711-2,711,2,이레하이텔,37.0000,201709,26,"10,000",5,-,-,2003,연북로 12,-,-,-
118,제주특별자치도 서귀포시 안덕면 화순리,1055-3,1055,3,엘림피렌체,83.5600,201709,26,"26,200",3,-,-,2017, ,-,-,-
119,제주특별자치도 서귀포시 안덕면 화순리,1054-6,1054,6,엘림피렌체 B동,84.8750,201709,26,"26,300",3,-,-,2017, ,-,-,-
120,제주특별자치도 제주시 연동,303-46,303,46,태림 수앤수,62.4000,201709,25,"18,000",2,-,-,2015,문송길 40,-,-,-
121,제주특별자치도 서귀포시 안덕면 화순리,1055-3,1055,3,엘림피렌체,81.6600,201709,25,"25,600",4,-,-,2017, ,-,-,-
122,제주특별자치도 서귀포시 강정동,208-5,208,5,세종안채오피스텔,44.9800,201709,25,"17,800",7,-,-,2017, ,-,-,-
123,제주특별자치도 제주시 노형동,722-2,722,2,메르헨하우스3,20.1400,201709,22,"7,200",2,-,-,2004,연북로 41,-,-,-
124,제주특별자치도 서귀포시 서귀동,251-1,251,1,선경오피스텔,44.0000,201709,22,"3,500",11,-,-,1992,중정로 123,-,-,-
125,제주특별자치도 서귀포시 서귀동,251-1,251,1,선경오피스텔,32.0000,201709,22,"2,500",11,-,-,1992,중정로 123,-,-,-
126,제주특별자치도 제주시 연동,278,278,0,연동 풀하우스,21.7500,201709,21,"9,200",11,-,-,2011,연동8길 29,-,-,-
127,제주특별자치도 제주시 오라이동,1496-1,1496,1,대원12차상록수아파트,83.0900,201709,15,"23,000",1,-,-,2017,연사2길 20,-,-,-
128,제주특별자치도 제주시 노형동,1056-5,1056,5,덕진웰리브아파트,55.7894,201709,15,"18,900",2,-,-,2010,수덕9길 12,-,-,-
129,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.1400,201709,15,"8,000",13,-,-,2004,연북로 45,-,-,-
130,제주특별자치도 제주시 노형동,722-2,722,2,메르헨하우스3,18.6600,201709,14,"5,000",2,-,-,2004,연북로 41,-,-,-
131,제주특별자치도 제주시 노형동,722-2,722,2,메르헨하우스3,20.1400,201709,14,"5,200",12,-,-,2004,연북로 41,-,-,-
132,제주특별자치도 서귀포시 호근동,2012,2012,0,하르빌호근,74.6200,201709,12,"21,000",3,-,-,2016,중산간동로 8327,-,-,-
133,제주특별자치도 서귀포시 강정동,208-5,208,5,세종안채오피스텔,35.1800,201709,12,"14,500",6,-,-,2017, ,-,-,-
134,제주특별자치도 제주시 노형동,711-2,711,2,이레하이텔,37.0000,201709,12,"12,400",9,-,-,2003,연북로 12,-,-,-
135,제주특별자치도 제주시 연동,1954-3,1954,3,(1954-3),31.7800,201709,11,"11,718",4,-,-,2016,남녕로 34,-,-,-
136,제주특별자치도 제주시 노형동,905-3,905,3,(905-3),36.8550,201709,11,"6,200",4,-,-,1991,도령로 40,-,-,-
137,제주특별자치도 제주시 연동,1954-3,1954,3,(1954-3),31.7800,201709,11,"11,718",4,-,-,2016,남녕로 34,-,-,-
138,제주특별자치도 제주시 연동,1954-3,1954,3,(1954-3),31.7800,201709,11,"11,718",4,-,-,2016,남녕로 34,-,-,-
139,제주특별자치도 서귀포시 서귀동,251-1,251,1,선경오피스텔,32.0000,201709,9,"3,900",12,-,-,1992,중정로 123,-,-,-
140,제주특별자치도 서귀포시 안덕면 화순리,1054-2,1054,2,엘림피렌체,84.9900,201709,8,"21,000",2,-,-,2017,화순로 146,-,-,-
141,제주특별자치도 제주시 노형동,711,711,0,에이스텔,69.1800,201709,6,"20,700",11,-,-,2003,연북로 8,-,-,-
142,제주특별자치도 제주시 도련일동,1938-5,1938,5,제주 아빌로스,35.1000,201709,5,"9,000",7,-,-,2014,건주로4길 6-4,-,-,-
143,제주특별자치도 서귀포시 법환동,747-1,747,1,더프라임,31.9350,201709,5,"15,110",3,-,-,2017, ,-,-,-
144,제주특별자치도 제주시 노형동,722-2,722,2,메르헨하우스3,18.6600,201709,5,"6,600",12,-,-,2004,연북로 41,-,-,-
145,제주특별자치도 제주시 노형동,905-3,905,3,(905-3),36.8550,201709,2,"6,300",12,-,-,1991,도령로 40,-,-,-
146,제주특별자치도 서귀포시 동홍동,1221,1221,0,동홍 스카이빌,78.2600,201709,1,"20,000",2,-,-,2017,동홍중앙로 153,-,-,-
147,제주특별자치도 서귀포시 법환동,747-1,747,1,더프라임,31.9350,201709,1,"14,800",2,-,-,2017, ,-,-,-
148,제주특별자치도 서귀포시 서귀동,163-11,163,11,남양오피스텔,60.3920,201709,1,"6,700",9,-,-,1994,태평로 438,-,-,-
149,제주특별자치도 서귀포시 서홍동,364,364,0,파크하임3차,84.3374,201708,31,"28,000",4,-,-,2017,홍중로27번길 4,-,-,-
150,제주특별자치도 서귀포시 동홍동,1221,1221,0,동홍 스카이빌,78.2600,201708,30,"20,000",3,-,-,2017,동홍중앙로 153,-,-,-
151,제주특별자치도 제주시 연동,276-9,276,9,신제주오피스텔,29.3900,201708,29,"6,300",10,-,-,1991,신광로 103,-,-,-
152,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.1400,201708,28,"8,400",15,-,-,2004,연북로 45,-,-,-
153,제주특별자치도 제주시 연동,292-86,292,86,연동드림아이오피스텔,34.0791,201708,28,"16,752",12,-,-,2017,연동13길 6,-,-,-
154,제주특별자치도 제주시 도련일동,1938-5,1938,5,제주 아빌로스,35.1000,201708,28,"14,850",5,-,-,2014,건주로4길 6-4,-,-,-
155,제주특별자치도 서귀포시 중문동,2012-2,2012,2,엘로이빌2,61.9400,201708,28,"15,300",3,-,-,2015,중문상로 56,-,-,-
156,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.1400,201708,28,"6,500",1,-,-,2004,연북로 45,-,-,-
157,제주특별자치도 제주시 외도일동,633-4,633,4,블루캐슬아파트,84.7300,201708,22,"19,000",4,-,-,2014,우정로18길 26,-,-,-
158,제주특별자치도 서귀포시 대정읍 하모리,1394-2,1394,2,가온누리,81.4100,201708,22,"20,000",7,-,-,2016, ,-,-,-
159,제주특별자치도 제주시 연동,292-86,292,86,연동드림아이오피스텔,26.7590,201708,18,"13,235",12,-,-,2017,연동13길 6,-,-,-
160,제주특별자치도 서귀포시 신효동,112-5,112,5,휴다온,72.0800,201708,18,"24,000",4,-,-,2017,효돈로 153,-,-,-
161,제주특별자치도 서귀포시 서귀동,320-12,320,12,루체빌,114.7600,201708,18,"47,000",2,-,-,2015,서문로41번길 8,-,-,-
162,제주특별자치도 서귀포시 신효동,112-5,112,5,휴다온,71.3400,201708,17,"21,500",2,-,-,2017,효돈로 153,-,-,-
163,제주특별자치도 제주시 노형동,722-2,722,2,메르헨하우스3,18.6600,201708,17,"6,500",12,-,-,2004,연북로 41,-,-,-
164,제주특별자치도 서귀포시 남원읍 위미리,3108,3108,0,금강라이프빌 3차,78.2200,201708,17,"10,015",2,-,-,2015, ,-,-,-
165,제주특별자치도 서귀포시 동홍동,1201,1201,0,금강라이프빌2차,55.0700,201708,16,"9,988",3,-,-,2013,동홍로162번길 19,-,-,-
166,제주특별자치도 제주시 연동,1954-3,1954,3,(1954-3),31.7800,201708,16,"12,251",4,-,-,2016,남녕로 34,-,-,-
167,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.1400,201708,16,"7,900",7,-,-,2004,연북로 45,-,-,-
168,제주특별자치도 서귀포시 강정동,208-5,208,5,세종안채오피스텔,34.8700,201708,12,"14,500",6,-,-,2017, ,-,-,-
169,제주특별자치도 제주시 도련일동,1938-5,1938,5,제주 아빌로스,49.1400,201708,10,"25,054",10,-,-,2014,건주로4길 6-4,-,-,-
170,제주특별자치도 제주시 외도일동,450-12,450,12,외도 이안애,80.2054,201708,9,"27,500",2,-,-,2017,우정로3길 12,-,-,-
171,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.1400,201708,8,"6,400",3,-,-,2004,연북로 45,-,-,-
172,제주특별자치도 서귀포시 표선면 표선리,558-1,558,1,아정펠리즈,71.4400,201708,5,"24,600",5,-,-,2017, ,-,-,-
173,제주특별자치도 서귀포시 대정읍 보성리,2476-10,2476,10,남영에듀클래스,24.8900,201708,5,"13,000",2,-,-,2017, ,-,-,-
174,제주특별자치도 서귀포시 법환동,736-7,736,7,제주 오션스카이 아파트,77.0700,201708,4,"20,600",2,-,-,2017,김정문화로41번길 26,-,-,-
175,제주특별자치도 제주시 연동,1370-3,1370,3,에코파인,84.2900,201708,3,"30,000",10,-,-,2015, ,-,-,-
176,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.1400,201708,2,"7,450",4,-,-,2004,연북로 45,-,-,-
177,제주특별자치도 서귀포시 법환동,747-1,747,1,더프라임,31.9350,201708,1,"15,310",5,-,-,2017, ,-,-,-
178,제주특별자치도 제주시 노형동,906-5,906,5,한신코아오피스텔,30.0000,201708,1,"6,000",3,-,-,1991,도령로 54,-,-,-
179,제주특별자치도 제주시 조천읍 함덕리,1424,1424,0,쉬젠비아채아파트,36.2600,201708,1,"8,748",3,-,-,2017, ,-,-,-
180,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.1400,201707,31,"6,500",4,-,-,2004,연북로 45,-,-,-
181,제주특별자치도 서귀포시 표선면 표선리,558-1,558,1,아정펠리즈,71.4400,201707,28,"24,220",5,-,-,2017, ,-,-,-
182,제주특별자치도 서귀포시 대정읍 하모리,2129-5,2129,5,하모 행복한빌,48.3540,201707,28,"16,730",2,-,-,2017, ,-,-,-
183,제주특별자치도 서귀포시 대정읍 보성리,2476-13,2476,13,제주 이노에듀타운,25.7420,201707,27,"13,000",2,-,-,2016,글로벌에듀로 382,-,-,-
184,제주특별자치도 제주시 노형동,711,711,0,에이스텔,30.5100,201707,25,"10,050",8,-,-,2003,연북로 8,-,-,-
185,제주특별자치도 제주시 연동,294-111,294,111,서진팰리스,32.4900,201707,25,"4,850",5,-,-,2003,노연로 130,-,-,-
186,제주특별자치도 제주시 연동,1374-2,1374,2,에코 블루,36.4500,201707,24,"12,100",8,-,-,2015,연북로 98,-,-,-
187,제주특별자치도 제주시 연동,280-8,280,8,스테이280,83.3300,201707,23,"32,000",8,-,-,2015,신광로1길 18,-,-,-
188,제주특별자치도 제주시 노형동,930-7,930,7,재영윈저캐슬,78.1000,201707,23,"22,500",2,-,-,2013,노연로 38,-,-,-
189,제주특별자치도 제주시 노형동,930-7,930,7,재영윈저캐슬,78.1000,201707,23,"22,500",2,-,-,2013,노연로 38,-,-,-
190,제주특별자치도 제주시 삼도일동,532-13,532,13,화인퍼스트빌아파트,106.6725,201707,19,"26,500",2,-,-,2013,서사로 112,-,-,-
191,제주특별자치도 서귀포시 대정읍 하모리,557-1,557,1,(557-1),34.9700,201707,18,"12,500",2,-,-,2016,최남단해안로125번길 35,-,-,-
192,제주특별자치도 서귀포시 대정읍 하모리,557-1,557,1,(557-1),31.6100,201707,15,"12,000",2,-,-,2016,최남단해안로125번길 35,-,-,-
193,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.1400,201707,10,"8,600",13,-,-,2004,연북로 45,-,-,-
