NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수,매도,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
139,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.1400,202111,9,"4,450",15,-,-,2004,연북로 45,-,직거래,-
140,제주특별자치도 제주시 이도이동,1986-5,1986,5,오피스텔 노브힐 이도,36.1600,202111,9,"13,000",7,-,-,2017, ,-,직거래,-
141,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.1400,202111,9,"4,100",11,-,-,2004,연북로 45,-,중개거래,제주 제주시
142,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.1400,202111,9,"4,100",11,-,-,2004,연북로 45,-,직거래,-
143,제주특별자치도 제주시 연동,260-30,260,30,제주 연동 일성 트루엘,37.4770,202111,8,"17,400",15,-,-,2019,삼무로1길 10-8,-,중개거래,제주 제주시
144,제주특별자치도 제주시 이도일동,1539-7,1539,7,제이시티팰리스,84.2850,202111,6,"27,500",2,-,-,2021,고전길 38,-,직거래,-
145,제주특별자치도 서귀포시 동홍동,386-1,386,1,동홍동코아루오션뷰오피스텔,37.0700,202111,5,"10,800",7,-,-,2017,태평로 499,-,중개거래,제주 제주시
146,제주특별자치도 제주시 노형동,722-2,722,2,메르헨하우스3,20.1400,202111,5,"4,900",7,-,-,2004,연북로 41,-,중개거래,제주 제주시
147,제주특별자치도 제주시 노형동,722-2,722,2,메르헨하우스3,20.1400,202111,5,"4,700",5,-,-,2004,연북로 41,-,중개거래,제주 제주시
148,제주특별자치도 제주시 삼도이동,1173-2,1173,2,라온제나오피스텔삼도,74.0600,202111,4,"18,000",5,-,-,2021,탑동로13길 39,-,직거래,-
149,제주특별자치도 서귀포시 동홍동,386-1,386,1,동홍동코아루오션뷰오피스텔,37.0700,202111,4,"10,800",7,-,-,2017,태평로 499,20211129,중개거래,제주 제주시
150,제주특별자치도 제주시 연동,294-111,294,111,서진팰리스,32.4900,202111,4,"6,400",5,-,-,2003,노연로 130,-,직거래,-
151,제주특별자치도 제주시 노형동,722-2,722,2,메르헨하우스3,20.1400,202111,4,"5,150",4,-,-,2004,연북로 41,-,중개거래,제주 제주시
152,제주특별자치도 제주시 삼도이동,1173-2,1173,2,라온제나오피스텔삼도,74.0600,202111,4,"19,278",5,-,-,2021,탑동로13길 39,-,직거래,-
153,제주특별자치도 제주시 외도일동,537-2,537,2,남건휴먼스 5차,43.4400,202111,3,"10,200",3,-,-,2015,우령서로 67,-,중개거래,제주 제주시
154,제주특별자치도 제주시 이도이동,1166-6,1166,6,(1166-6),64.9800,202111,3,"26,500",2,-,-,2019,동광로12길 13,-,직거래,-
155,제주특별자치도 서귀포시 중문동,2028-1,2028,1,세움엠시티,31.8709,202111,1,"13,500",7,-,-,2018,천제연로 198,-,직거래,-
156,제주특별자치도 제주시 삼도이동,1173-2,1173,2,라온제나오피스텔삼도,82.3300,202111,1,"19,278",3,-,-,2021,탑동로13길 39,-,직거래,-
157,제주특별자치도 제주시 연동,2331-7,2331,7,진호뉴캐슬,30.0000,202110,30,"6,800",15,-,-,2004,도령로 111,-,-,-
158,제주특별자치도 제주시 노형동,711-5,711,5,노형 이타스 2,80.3300,202110,29,"26,000",9,-,-,2015, ,-,-,-
159,제주특별자치도 서귀포시 서귀동,543-5,543,5,더힐누리안,84.5700,202110,27,"17,500",2,-,-,2016,태평로431번길 6,-,-,-
160,제주특별자치도 제주시 노형동,905-3,905,3,(905-3),36.8550,202110,27,"5,700",3,-,-,1991,도령로 40,-,-,-
161,제주특별자치도 제주시 노형동,3781,3781,0,한빛지비조아,46.6500,202110,27,"34,191",3,-,-,2016, ,-,-,-
162,제주특별자치도 제주시 연동,260-30,260,30,제주 연동 일성 트루엘,37.4770,202110,26,"17,400",13,-,-,2019,삼무로1길 10-8,-,-,-
163,제주특별자치도 제주시 애월읍 하귀1리,117-1,117,1,제주모닝시티,25.4694,202110,26,"12,000",6,-,-,2018,하귀9길 2,-,-,-
164,제주특별자치도 서귀포시 동홍동,393-3,393,3,지예타워 V,83.0700,202110,26,"20,900",6,-,-,2015,태평로 483,-,-,-
165,제주특별자치도 서귀포시 서귀동,251-1,251,1,선경오피스텔,36.0000,202110,26,"3,000",9,-,-,1992,중정로 123,-,-,-
166,제주특별자치도 제주시 노형동,906-5,906,5,한신코아오피스텔,30.0000,202110,26,"4,700",8,-,-,1991,도령로 54,-,-,-
167,제주특별자치도 제주시 조천읍 함덕리,1074-1,1074,1,함덕더마루,41.5500,202110,25,"14,491",5,-,-,2021, ,-,-,-
168,제주특별자치도 제주시 노형동,1294-4,1294,4,노형 에코하임,84.9000,202110,23,"28,000",8,-,-,2012,도령로 37,-,-,-
169,제주특별자치도 서귀포시 중문동,2028-1,2028,1,세움엠시티,31.8709,202110,22,"13,200",7,-,-,2018,천제연로 198,-,-,-
170,제주특별자치도 제주시 노형동,906-1,906,1,이화오피스텔,34.7550,202110,20,"5,500",9,-,-,1991,도령로 50,-,-,-
171,제주특별자치도 제주시 조천읍 함덕리,1074-1,1074,1,함덕더마루,41.1700,202110,20,"14,491",5,-,-,2021, ,-,-,-
172,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.1400,202110,19,"5,800",12,-,-,2004,연북로 45,-,-,-
