NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
188,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,21.7500,201607,25,"9,700",5,-,-,2011,연동8길 29,-,-,-
189,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,21.7500,201607,25,"9,500",3,-,-,2011,연동8길 29,-,-,-
190,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,201607,21,"8,000",8,-,-,1991,도령로 54,-,-,-
191,제주특별자치도 제주시 연동,2324-5,2324,0005,제주현대오피스텔,33.6000,201607,20,"8,500",3,-,-,1990,도령로 87,-,-,-
192,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,20.1400,201607,19,"8,500",15,-,-,2004,연북로 41,-,-,-
193,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,201607,19,"6,800",2,-,-,2004,연북로 45,-,-,-
194,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,201607,17,"7,000",8,-,-,2004,연북로 45,-,-,-
195,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,18.6600,201607,17,"7,000",6,-,-,2004,연북로 41,-,-,-
196,제주특별자치도 서귀포시 서귀동,163-11,0163,0011,남양오피스텔,41.0600,201607,14,"4,800",8,-,-,1994,태평로 438,-,-,-
197,제주특별자치도 제주시 노형동,905-3,0905,0003,(905-3),36.8550,201607,13,"6,800",12,-,-,1991,도령로 40,-,-,-
198,제주특별자치도 제주시 노형동,711-3,0711,0003,온정,71.4700,201607,12,"21,000",10,-,-,2012,연북로 14,-,-,-
199,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,201607,12,"8,500",6,-,-,1991,도령로 54,-,-,-
200,제주특별자치도 서귀포시 서귀동,251-1,0251,0001,선경오피스텔,44.0000,201607,08,"4,000",11,-,-,1992,중정로 123,-,-,-
201,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,201607,07,"9,700",14,-,-,2004,연북로 45,-,-,-
202,제주특별자치도 제주시 삼도일동,530-5,0530,0005,제동 해피죤 오피스텔,29.7400,201607,06,"8,078",7,-,-,2004,서사로 94,-,-,-
203,제주특별자치도 제주시 삼도일동,530-5,0530,0005,제동 해피죤 오피스텔,29.7400,201607,06,"10,399",10,-,-,2004,서사로 94,-,-,-
204,제주특별자치도 제주시 삼도일동,530-5,0530,0005,제동 해피죤 오피스텔,29.7400,201607,06,"8,078",6,-,-,2004,서사로 94,-,-,-
205,제주특별자치도 제주시 노형동,711,0711,0000,에이스텔,30.5100,201606,30,"10,500",5,-,-,2003,연북로 8,-,-,-
206,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,21.7500,201606,30,"9,500",3,-,-,2011,연동8길 29,-,-,-
207,제주특별자치도 제주시 삼도일동,530-5,0530,0005,제동 해피죤 오피스텔,39.0400,201606,27,"9,500",7,-,-,2004,서사로 94,-,-,-
208,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,21.7500,201606,27,"9,000",2,-,-,2011,연동8길 29,-,-,-
209,제주특별자치도 서귀포시 서귀동,251-1,0251,0001,선경오피스텔,32.0000,201606,26,"2,945",7,-,-,1992,중정로 123,-,-,-
210,제주특별자치도 서귀포시 서귀동,251-1,0251,0001,선경오피스텔,35.0000,201606,26,"2,945",10,-,-,1992,중정로 123,-,-,-
211,제주특별자치도 서귀포시 서귀동,251-1,0251,0001,선경오피스텔,35.0000,201606,26,"2,945",8,-,-,1992,중정로 123,-,-,-
212,제주특별자치도 서귀포시 서귀동,251-1,0251,0001,선경오피스텔,48.0000,201606,26,"3,436",12,-,-,1992,중정로 123,-,-,-
213,제주특별자치도 서귀포시 서귀동,251-1,0251,0001,선경오피스텔,73.0500,201606,26,"3,927",8,-,-,1992,중정로 123,-,-,-
214,제주특별자치도 서귀포시 서귀동,251-1,0251,0001,선경오피스텔,44.0000,201606,26,"3,436",8,-,-,1992,중정로 123,-,-,-
215,제주특별자치도 서귀포시 서귀동,251-1,0251,0001,선경오피스텔,36.4000,201606,26,"2,945",7,-,-,1992,중정로 123,-,-,-
216,제주특별자치도 서귀포시 서귀동,272-34,0272,0034,남주 오피스텔,42.7100,201606,25,"4,450",6,-,-,1994,중정로91번길 13,-,-,-
217,제주특별자치도 서귀포시 서귀동,251-1,0251,0001,선경오피스텔,72.0000,201606,24,"9,000",8,-,-,1992,중정로 123,-,-,-
218,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,201606,22,"7,400",4,-,-,1991,도령로 54,-,-,-
219,제주특별자치도 제주시 한림읍 수원리,763,0763,0000,갤럭시 한수풀랜드,84.8900,201606,22,"20,000",7,-,-,2016,한림로 785,-,-,-
220,제주특별자치도 서귀포시 서귀동,251-1,0251,0001,선경오피스텔,32.0000,201606,20,"4,500",8,-,-,1992,중정로 123,-,-,-
221,제주특별자치도 제주시 노형동,711-2,0711,0002,이레하이텔,35.2000,201606,20,"13,800",8,-,-,2003,연북로 12,-,-,-
222,제주특별자치도 제주시 삼도이동,14-3,0014,0003,로이빌,82.1400,201606,18,"24,700",5,-,-,2016, ,-,-,-
223,제주특별자치도 제주시 노형동,711-5,0711,0005,노형 이타스 2,81.7500,201606,16,"25,800",12,-,-,2015, ,-,-,-
224,제주특별자치도 서귀포시 동홍동,393-3,0393,0003,지예타워 V,81.8400,201606,16,"21,170",6,-,-,2015,태평로 483,-,-,-
225,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,38.5700,201606,13,"7,500",6,-,-,1991,도령로 54,-,-,-
226,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,18.6600,201606,13,"8,000",12,-,-,2004,연북로 41,-,-,-
227,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,201606,10,"7,500",9,-,-,1991,도령로 54,-,-,-
228,제주특별자치도 제주시 연동,303-46,0303,0046,태림 수앤수,73.4700,201606,10,"24,020",10,-,-,2015,문송길 40,-,-,-
229,제주특별자치도 서귀포시 표선면 표선리,845,0845,0000,해비치빌오피스텔,84.9800,201606,08,"21,000",4,-,-,2014,표선중앙로110번길 5,-,-,-
230,제주특별자치도 제주시 연동,1370-3,1370,0003,에코파인,84.2900,201606,07,"19,500",6,-,-,2015, ,-,-,-
231,제주특별자치도 제주시 연동,280-8,0280,0008,스테이280,74.4300,201606,07,"25,500",3,-,-,2015,신광로1길 18,-,-,-
232,제주특별자치도 서귀포시 서귀동,284-32,0284,0032,(284-32),25.8300,201606,04,"7,500",9,-,-,2005,일주동로 8671,-,-,-
233,제주특별자치도 제주시 외도일동,495-2,0495,0002,남건휴먼스 7차,59.9300,201606,03,"14,832",3,-,-,2016,우정로10길 8,-,-,-
234,제주특별자치도 제주시 외도일동,495-2,0495,0002,남건휴먼스 7차,59.9300,201606,03,"14,832",4,-,-,2016,우정로10길 8,-,-,-
235,제주특별자치도 제주시 외도일동,495-2,0495,0002,남건휴먼스 7차,59.9300,201606,02,"15,295",6,-,-,2016,우정로10길 8,-,-,-
236,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,201606,02,"5,600",3,-,-,1991,도령로 54,-,-,-
237,제주특별자치도 제주시 외도일동,495-2,0495,0002,남건휴먼스 7차,59.9300,201606,01,"15,573",8,-,-,2016,우정로10길 8,-,-,-
238,제주특별자치도 제주시 연동,271-5,0271,0005,연동 이타스,84.9200,201605,30,"22,000",18,-,-,2013,신광로 19,-,-,-
239,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,64.0000,201605,30,"11,294",9,-,-,1991,도령로 54,-,-,-
240,제주특별자치도 제주시 외도일동,495-2,0495,0002,남건휴먼스 7차,44.2000,201605,26,"10,475",8,-,-,2016,우정로10길 8,-,-,-
241,제주특별자치도 서귀포시 중문동,2012-2,2012,0002,엘로이빌2,43.9100,201605,26,"12,100",3,-,-,2015,중문상로 56,-,-,-
242,제주특별자치도 제주시 외도일동,495-2,0495,0002,남건휴먼스 7차,59.9300,201605,26,"16,222",9,-,-,2016,우정로10길 8,-,-,-
243,제주특별자치도 제주시 연동,1487-2,1487,0002,일영파크빌,39.9200,201605,25,"11,000",5,-,-,2003,과원북4길 99,-,-,-
244,제주특별자치도 제주시 외도일동,495-2,0495,0002,남건휴먼스 7차,44.2000,201605,25,"10,197",7,-,-,2016,우정로10길 8,-,-,-
245,제주특별자치도 제주시 외도일동,495-2,0495,0002,남건휴먼스 7차,61.3600,201605,25,"15,295",6,-,-,2016,우정로10길 8,-,-,-
246,제주특별자치도 제주시 외도일동,495-2,0495,0002,남건휴먼스 7차,44.2000,201605,24,"11,300",9,-,-,2016,우정로10길 8,-,-,-
247,제주특별자치도 제주시 외도일동,495-2,0495,0002,남건휴먼스 7차,61.3600,201605,24,"16,037",10,-,-,2016,우정로10길 8,-,-,-
248,제주특별자치도 제주시 외도일동,495-2,0495,0002,남건휴먼스 7차,59.9300,201605,24,"16,037",10,-,-,2016,우정로10길 8,-,-,-
249,제주특별자치도 제주시 노형동,2576-3,2576,0003,정현빌,83.2000,201605,23,"20,315",5,-,-,2013,달마루길 28,-,-,-
250,제주특별자치도 제주시 노형동,905-3,0905,0003,(905-3),36.8550,201605,23,"5,900",10,-,-,1991,도령로 40,-,-,-
251,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,18.6600,201605,20,"6,900",5,-,-,2004,연북로 41,-,-,-
252,제주특별자치도 제주시 노형동,2576-3,2576,0003,정현빌,83.2000,201605,20,"22,000",7,-,-,2013,달마루길 28,-,-,-
253,제주특별자치도 제주시 외도일동,495-2,0495,0002,남건휴먼스 7차,61.3600,201605,19,"15,500",4,-,-,2016,우정로10길 8,-,-,-
254,제주특별자치도 서귀포시 서귀동,272-34,0272,0034,남주 오피스텔,52.6200,201605,17,"4,000",8,-,-,1994,중정로91번길 13,-,-,-
255,제주특별자치도 서귀포시 서귀동,251-1,0251,0001,선경오피스텔,32.0000,201605,16,"3,200",7,-,-,1992,중정로 123,-,-,-
256,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,21.7500,201605,16,"9,500",3,-,-,2011,연동8길 29,-,-,-
257,제주특별자치도 제주시 연동,304-19,0304,0019,월드룸,31.5000,201605,16,"6,800",2,-,-,2001,비월길 2,-,-,-
258,제주특별자치도 제주시 연동,276-9,0276,0009,신제주오피스텔,18.9800,201605,15,"2,300",2,-,-,1991,신광로 103,-,-,-
259,제주특별자치도 제주시 연동,1373-1,1373,0001,아일랜드마이빌,27.3800,201605,11,"10,650",2,-,-,2004,신대로22길 25,-,-,-
260,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,20.1400,201605,10,"7,900",13,-,-,2004,연북로 41,-,-,-
261,제주특별자치도 서귀포시 서귀동,544-2,0544,0002,디 아일랜드 블루 호텔,56.9300,201605,10,"28,800",11,-,-,2013,태평로431번길 7,-,-,-
262,제주특별자치도 서귀포시 서귀동,544-2,0544,0002,디 아일랜드 블루 호텔,56.9300,201605,10,"28,800",11,-,-,2013,태평로431번길 7,-,-,-
263,제주특별자치도 서귀포시 서귀동,544-2,0544,0002,디 아일랜드 블루 호텔,51.2700,201605,10,"23,200",6,-,-,2013,태평로431번길 7,-,-,-
264,제주특별자치도 서귀포시 서귀동,544-2,0544,0002,디 아일랜드 블루 호텔,51.2700,201605,10,"23,000",5,-,-,2013,태평로431번길 7,-,-,-
265,제주특별자치도 서귀포시 서귀동,544-2,0544,0002,디 아일랜드 블루 호텔,57.2200,201605,10,"26,600",6,-,-,2013,태평로431번길 7,-,-,-
266,제주특별자치도 서귀포시 서귀동,544-2,0544,0002,디 아일랜드 블루 호텔,63.7300,201605,10,"31,000",5,-,-,2013,태평로431번길 7,-,-,-
267,제주특별자치도 서귀포시 서귀동,544-2,0544,0002,디 아일랜드 블루 호텔,57.2200,201605,10,"26,600",6,-,-,2013,태평로431번길 7,-,-,-
268,제주특별자치도 서귀포시 서귀동,544-2,0544,0002,디 아일랜드 블루 호텔,55.5200,201605,10,"27,500",10,-,-,2013,태평로431번길 7,-,-,-
269,제주특별자치도 서귀포시 서귀동,544-2,0544,0002,디 아일랜드 블루 호텔,24.5000,201605,10,"11,700",2,-,-,2013,태평로431번길 7,-,-,-
270,제주특별자치도 서귀포시 서귀동,544-2,0544,0002,디 아일랜드 블루 호텔,56.9300,201605,10,"27,000",8,-,-,2013,태평로431번길 7,-,-,-
271,제주특별자치도 서귀포시 서귀동,544-2,0544,0002,디 아일랜드 블루 호텔,56.9300,201605,10,"27,000",8,-,-,2013,태평로431번길 7,-,-,-
272,제주특별자치도 서귀포시 서귀동,544-2,0544,0002,디 아일랜드 블루 호텔,45.7200,201605,10,"23,200",8,-,-,2013,태평로431번길 7,-,-,-
273,제주특별자치도 서귀포시 서귀동,544-2,0544,0002,디 아일랜드 블루 호텔,51.2700,201605,10,"23,400",7,-,-,2013,태평로431번길 7,-,-,-
274,제주특별자치도 서귀포시 서귀동,544-2,0544,0002,디 아일랜드 블루 호텔,55.5200,201605,10,"26,800",7,-,-,2013,태평로431번길 7,-,-,-
275,제주특별자치도 서귀포시 서귀동,544-2,0544,0002,디 아일랜드 블루 호텔,56.9300,201605,10,"26,400",5,-,-,2013,태평로431번길 7,-,-,-
276,제주특별자치도 서귀포시 서귀동,544-2,0544,0002,디 아일랜드 블루 호텔,55.5200,201605,10,"28,600",10,-,-,2013,태평로431번길 7,-,-,-
277,제주특별자치도 서귀포시 서귀동,544-2,0544,0002,디 아일랜드 블루 호텔,57.2200,201605,10,"28,400",9,-,-,2013,태평로431번길 7,-,-,-
278,제주특별자치도 서귀포시 서귀동,544-2,0544,0002,디 아일랜드 블루 호텔,55.5200,201605,10,"28,600",10,-,-,2013,태평로431번길 7,-,-,-
279,제주특별자치도 서귀포시 서귀동,544-2,0544,0002,디 아일랜드 블루 호텔,57.2200,201605,10,"27,500",9,-,-,2013,태평로431번길 7,-,-,-
280,제주특별자치도 서귀포시 서귀동,544-2,0544,0002,디 아일랜드 블루 호텔,57.2200,201605,10,"27,500",9,-,-,2013,태평로431번길 7,-,-,-
281,제주특별자치도 서귀포시 서귀동,544-2,0544,0002,디 아일랜드 블루 호텔,47.4700,201605,10,"22,500",2,-,-,2013,태평로431번길 7,-,-,-
282,제주특별자치도 서귀포시 서귀동,544-2,0544,0002,디 아일랜드 블루 호텔,55.5200,201605,10,"26,800",7,-,-,2013,태평로431번길 7,-,-,-
283,제주특별자치도 서귀포시 서귀동,544-2,0544,0002,디 아일랜드 블루 호텔,44.7800,201605,10,"22,400",7,-,-,2013,태평로431번길 7,-,-,-
284,제주특별자치도 서귀포시 서귀동,544-2,0544,0002,디 아일랜드 블루 호텔,44.7800,201605,10,"22,400",7,-,-,2013,태평로431번길 7,-,-,-
285,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,201605,10,"7,400",9,-,-,1991,도령로 54,-,-,-
286,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,20.1400,201605,10,"7,000",14,-,-,2004,연북로 41,-,-,-
287,제주특별자치도 서귀포시 서귀동,544-2,0544,0002,디 아일랜드 블루 호텔,69.2000,201605,10,"31,500",2,-,-,2013,태평로431번길 7,-,-,-
288,제주특별자치도 서귀포시 서귀동,544-2,0544,0002,디 아일랜드 블루 호텔,26.2400,201605,10,"12,100",2,-,-,2013,태평로431번길 7,-,-,-
289,제주특별자치도 서귀포시 서귀동,544-2,0544,0002,디 아일랜드 블루 호텔,26.2400,201605,10,"12,100",2,-,-,2013,태평로431번길 7,-,-,-
290,제주특별자치도 서귀포시 서귀동,544-2,0544,0002,디 아일랜드 블루 호텔,52.5100,201605,10,"24,000",2,-,-,2013,태평로431번길 7,-,-,-
291,제주특별자치도 서귀포시 서귀동,163-11,0163,0011,남양오피스텔,25.0250,201605,09,"4,000",7,-,-,1994,태평로 438,-,-,-
292,제주특별자치도 서귀포시 중문동,2012-2,2012,0002,엘로이빌2,61.9400,201605,02,"14,000",5,-,-,2015,중문상로 56,-,-,-
293,제주특별자치도 제주시 연동,306-12,0306,0012,진호 케스텔,37.9750,201605,01,"8,000",9,-,-,2003,사장길 37,-,-,-
294,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,201605,01,"7,000",11,-,-,1991,도령로 54,-,-,-
295,제주특별자치도 제주시 연동,2324-5,2324,0005,제주현대오피스텔,33.6000,201605,01,"7,700",11,-,-,1990,도령로 87,-,-,-
296,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,21.7500,201605,01,"12,300",9,-,-,2011,연동8길 29,-,-,-
297,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,43.5000,201604,30,"15,432",8,-,-,2011,연동8길 29,-,-,-
298,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,31.3400,201604,30,"14,693",7,-,-,2011,연동8길 29,-,-,-
299,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,43.5000,201604,30,"15,063",6,-,-,2011,연동8길 29,-,-,-
300,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,43.5000,201604,30,"14,878",5,-,-,2011,연동8길 29,-,-,-
301,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,43.5000,201604,30,"14,693",4,-,-,2011,연동8길 29,-,-,-
302,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,43.5000,201604,30,"14,508",3,-,-,2011,연동8길 29,-,-,-
303,제주특별자치도 제주시 노형동,711,0711,0000,에이스텔,35.9100,201604,30,"11,800",6,-,-,2003,연북로 8,-,-,-
304,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,43.5000,201604,30,"14,231",2,-,-,2011,연동8길 29,-,-,-
305,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,43.5000,201604,30,"14,231",2,-,-,2011,연동8길 29,-,-,-
306,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,43.5000,201604,30,"15,617",9,-,-,2011,연동8길 29,-,-,-
307,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,43.5000,201604,30,"14,508",3,-,-,2011,연동8길 29,-,-,-
308,제주특별자치도 제주시 외도일동,505-8,0505,0008,남건휴먼스2차,84.7700,201604,29,"14,471",8,-,-,2015, ,-,-,-
309,제주특별자치도 제주시 조천읍 함덕리,1464,1464,0000,서우타운5차,97.3100,201604,28,"18,000",2,-,-,2016,함덕서4길 27,-,-,-
310,제주특별자치도 서귀포시 서귀동,251-1,0251,0001,선경오피스텔,36.0000,201604,27,"4,000",9,-,-,1992,중정로 123,-,-,-
311,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,201604,26,"8,300",11,-,-,2004,연북로 45,-,-,-
312,제주특별자치도 제주시 연동,304-19,0304,0019,월드룸,31.5000,201604,25,"7,500",7,-,-,2001,비월길 2,-,-,-
313,제주특별자치도 서귀포시 중문동,2012-2,2012,0002,엘로이빌2,61.9400,201604,25,"14,000",1,-,-,2015,중문상로 56,-,-,-
314,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,21.7500,201604,25,"9,500",3,-,-,2011,연동8길 29,-,-,-
315,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,21.7500,201604,25,"9,500",3,-,-,2011,연동8길 29,-,-,-
316,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,43.5000,201604,25,"15,600",5,-,-,2011,연동8길 29,-,-,-
317,제주특별자치도 제주시 연동,271-5,0271,0005,연동 이타스,84.9200,201604,25,"30,000",10,-,-,2013,신광로 19,-,-,-
318,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,201604,22,"5,800",3,-,-,1991,도령로 54,-,-,-
319,제주특별자치도 제주시 노형동,711-2,0711,0002,이레하이텔,37.0000,201604,20,"12,000",1,-,-,2003,연북로 12,-,-,-
320,제주특별자치도 제주시 연동,2324-5,2324,0005,제주현대오피스텔,33.6000,201604,20,"7,500",6,-,-,1990,도령로 87,-,-,-
321,제주특별자치도 제주시 삼도이동,300-1,0300,0001,진용이지빌,84.9500,201604,19,"20,102",6,-,-,2015, ,-,-,-
322,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,201604,18,"6,800",2,-,-,2004,연북로 45,-,-,-
323,제주특별자치도 서귀포시 서귀동,163-11,0163,0011,남양오피스텔,26.9500,201604,18,"2,000",9,-,-,1994,태평로 438,-,-,-
324,제주특별자치도 제주시 연동,303-46,0303,0046,태림 수앤수,62.4000,201604,18,"17,550",2,-,-,2015,문송길 40,-,-,-
325,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,21.7500,201604,14,"9,300",2,-,-,2011,연동8길 29,-,-,-
326,제주특별자치도 서귀포시 동홍동,393-3,0393,0003,지예타워 V,84.6800,201604,12,"20,230",3,-,-,2015,태평로 483,-,-,-
327,제주특별자치도 제주시 연동,2324-5,2324,0005,제주현대오피스텔,33.6000,201604,12,"8,500",12,-,-,1990,도령로 87,-,-,-
328,제주특별자치도 제주시 외도일동,445-2,0445,0002,남건휴먼스4차,44.5700,201604,12,"6,426",4,-,-,2015, ,-,-,-
329,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,21.7500,201604,11,"9,300",2,-,-,2011,연동8길 29,-,-,-
330,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,201604,09,"8,500",10,-,-,2004,연북로 45,-,-,-
331,제주특별자치도 서귀포시 서귀동,272-34,0272,0034,남주 오피스텔,31.9600,201604,07,"3,500",7,-,-,1994,중정로91번길 13,-,-,-
332,제주특별자치도 제주시 연동,283-23,0283,0023,블루시티,31.2300,201604,06,"8,000",13,-,-,2006,은남4길 27,-,-,-
333,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,42.3100,201604,05,"10,000",7,-,-,1991,도령로 54,-,-,-
334,제주특별자치도 제주시 노형동,711-2,0711,0002,이레하이텔,35.2000,201604,04,"12,150",9,-,-,2003,연북로 12,-,-,-
335,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,21.7500,201604,04,"9,400",3,-,-,2011,연동8길 29,-,-,-
336,제주특별자치도 제주시 연동,1373-1,1373,0001,아일랜드마이빌,25.2100,201604,03,"11,700",2,-,-,2004,신대로22길 25,-,-,-
337,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,21.7500,201604,01,"9,300",2,-,-,2011,연동8길 29,-,-,-
338,제주특별자치도 제주시 연동,280-8,0280,0008,스테이280,74.4300,201604,01,"25,500",2,-,-,2015,신광로1길 18,-,-,-
339,제주특별자치도 제주시 조천읍 함덕리,1464-1,1464,0001,서우타운5차,83.7700,201604,01,"16,150",2,-,-,2016, ,-,-,-
340,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,201604,01,"8,000",13,-,-,2004,연북로 45,-,-,-
341,제주특별자치도 제주시 연동,294-111,0294,0111,서진팰리스,22.8200,201604,01,"7,000",9,-,-,2003,노연로 130,-,-,-
342,제주특별자치도 서귀포시 서홍동,1615-2,1615,0002,아이뜨락,83.7600,201603,31,"21,500",7,-,-,2015,현청로 20,-,-,-
343,제주특별자치도 제주시 한림읍 수원리,763,0763,0000,갤럭시 한수풀랜드,84.6000,201603,31,"18,200",7,-,-,2016,한림로 785,-,-,-
344,제주특별자치도 서귀포시 중문동,2012-2,2012,0002,엘로이빌2,61.9400,201603,31,"16,100",2,-,-,2015,중문상로 56,-,-,-
345,제주특별자치도 서귀포시 중문동,2012-2,2012,0002,엘로이빌2,43.9100,201603,30,"12,900",7,-,-,2015,중문상로 56,-,-,-
346,제주특별자치도 제주시 도련일동,1938-5,1938,0005,제주 아빌로스,35.1000,201603,29,"17,281",7,-,-,2014,건주로4길 6-4,-,-,-
347,제주특별자치도 제주시 한림읍 수원리,763,0763,0000,갤럭시 한수풀랜드,84.8900,201603,29,"18,000",4,-,-,2016,한림로 785,-,-,-
348,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,201603,28,"7,700",7,-,-,2004,연북로 45,-,-,-
349,제주특별자치도 서귀포시 동홍동,393-3,0393,0003,지예타워 V,83.0700,201603,28,"21,000",2,-,-,2015,태평로 483,-,-,-
350,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,21.7500,201603,28,"9,100",7,-,-,2011,연동8길 29,-,-,-
351,제주특별자치도 제주시 노형동,711-2,0711,0002,이레하이텔,36.3200,201603,25,"10,000",13,-,-,2003,연북로 12,-,-,-
352,제주특별자치도 제주시 삼도이동,14-3,0014,0003,로이빌,82.1400,201603,25,"26,200",10,-,-,2016, ,-,-,-
353,제주특별자치도 제주시 삼도이동,300-1,0300,0001,진용이지빌,84.7100,201603,25,"20,000",2,-,-,2015, ,-,-,-
354,제주특별자치도 제주시 조천읍 함덕리,1464-1,1464,0001,서우타운5차,83.7700,201603,25,"16,800",3,-,-,2016, ,-,-,-
355,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,21.7500,201603,25,"12,100",10,-,-,2011,연동8길 29,-,-,-
356,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,21.7500,201603,25,"12,400",11,-,-,2011,연동8길 29,-,-,-
357,제주특별자치도 제주시 노형동,1294-4,1294,0004,노형 에코하임,84.9000,201603,24,"20,000",16,-,-,2012,도령로 37,-,-,-
358,제주특별자치도 제주시 연동,303-46,0303,0046,태림 수앤수,58.6800,201603,24,"17,700",2,-,-,2015,문송길 40,-,-,-
359,제주특별자치도 제주시 조천읍 함덕리,1464,1464,0000,서우타운5차,89.8800,201603,24,"17,850",3,-,-,2016,함덕서4길 27,-,-,-
360,제주특별자치도 제주시 조천읍 함덕리,1464,1464,0000,서우타운5차,97.3100,201603,23,"18,500",3,-,-,2016,함덕서4길 27,-,-,-
361,제주특별자치도 제주시 조천읍 함덕리,1464-1,1464,0001,서우타운5차,93.5300,201603,23,"17,500",2,-,-,2016, ,-,-,-
362,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,15.6700,201603,23,"8,600",7,-,-,2011,연동8길 29,-,-,-
363,제주특별자치도 서귀포시 서귀동,251-1,0251,0001,선경오피스텔,42.4000,201603,22,"4,500",6,-,-,1992,중정로 123,-,-,-
364,제주특별자치도 서귀포시 서귀동,163-11,0163,0011,남양오피스텔,38.2500,201603,22,"4,000",4,-,-,1994,태평로 438,-,-,-
365,제주특별자치도 서귀포시 서귀동,251-1,0251,0001,선경오피스텔,36.0000,201603,22,"3,500",8,-,-,1992,중정로 123,-,-,-
366,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,201603,21,"6,000",3,-,-,2004,연북로 45,-,-,-
367,제주특별자치도 서귀포시 동홍동,393-3,0393,0003,지예타워 V,84.6800,201603,21,"21,000",2,-,-,2015,태평로 483,-,-,-
368,제주특별자치도 제주시 연동,272-33,0272,0033,로얄쇼핑센타및오피스텔,29.1600,201603,20,"4,800",6,-,-,1992,신대로12길 51,-,-,-
369,제주특별자치도 제주시 삼도이동,14-3,0014,0003,로이빌,82.1400,201603,20,"25,900",9,-,-,2016, ,-,-,-
370,제주특별자치도 제주시 삼도이동,14-3,0014,0003,로이빌,82.1400,201603,20,"24,700",5,-,-,2016, ,-,-,-
371,제주특별자치도 제주시 연동,272-33,0272,0033,로얄쇼핑센타및오피스텔,34.9600,201603,19,"3,850",5,-,-,1992,신대로12길 51,-,-,-
