NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
55,제주특별자치도 제주시 외도일동,505-4,0505,0004,한탑주상복합,40.2600,201612,01,"7,300",8,-,-,2008,우령2길 3-3,-,-,-
56,제주특별자치도 제주시 연동,283-23,0283,0023,블루시티,29.6300,201612,01,"9,550",6,-,-,2006,은남4길 27,-,-,-
57,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,201611,30,"7,000",9,-,-,2004,연북로 45,-,-,-
58,제주특별자치도 제주시 노형동,905-3,0905,0003,(905-3),36.8550,201611,30,"13,500",12,-,-,1991,도령로 40,-,-,-
59,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,201611,28,"7,500",7,-,-,1991,도령로 54,-,-,-
60,제주특별자치도 제주시 연동,283-23,0283,0023,블루시티,37.5600,201611,28,"10,400",6,-,-,2006,은남4길 27,-,-,-
61,제주특별자치도 제주시 연동,306-12,0306,0012,진호 케스텔,29.1900,201611,24,"5,500",2,-,-,2003,사장길 37,-,-,-
62,제주특별자치도 제주시 연동,272-33,0272,0033,로얄쇼핑센타및오피스텔,67.0400,201611,23,"12,000",5,-,-,1992,신대로12길 51,-,-,-
63,제주특별자치도 제주시 연동,283-23,0283,0023,블루시티,31.2300,201611,23,"9,700",6,-,-,2006,은남4길 27,-,-,-
64,제주특별자치도 제주시 노형동,711-2,0711,0002,이레하이텔,37.0000,201611,22,"10,000",6,-,-,2003,연북로 12,-,-,-
65,제주특별자치도 서귀포시 서귀동,251-1,0251,0001,선경오피스텔,32.0000,201611,20,"3,500",4,-,-,1992,중정로 123,-,-,-
66,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,201611,16,"8,350",10,-,-,2004,연북로 45,-,-,-
67,제주특별자치도 서귀포시 호근동,2012,2012,0000,하르빌호근,74.1100,201611,16,"20,000",5,-,-,2016,중산간동로 8327,-,-,-
68,제주특별자치도 제주시 노형동,711-2,0711,0002,이레하이텔,37.0000,201611,16,"14,000",9,-,-,2003,연북로 12,-,-,-
69,제주특별자치도 제주시 외도일동,505-8,0505,0008,남건휴먼스2차,40.9200,201611,15,"11,000",4,-,-,2015, ,-,-,-
70,제주특별자치도 서귀포시 서귀동,163-11,0163,0011,남양오피스텔,47.6100,201611,15,"7,000",2,-,-,1994,태평로 438,-,-,-
71,제주특별자치도 서귀포시 서귀동,163-11,0163,0011,남양오피스텔,25.0250,201611,15,"5,600",7,-,-,1994,태평로 438,-,-,-
72,제주특별자치도 제주시 연동,271-5,0271,0005,연동 이타스,84.9200,201611,14,"18,525",6,-,-,2013,신광로 19,-,-,-
73,제주특별자치도 제주시 연동,2324-5,2324,0005,제주현대오피스텔,33.6000,201611,12,"8,300",9,-,-,1990,도령로 87,-,-,-
74,제주특별자치도 제주시 도련일동,1938-5,1938,0005,제주 아빌로스,26.4600,201611,11,"11,500",4,-,-,2014,건주로4길 6-4,-,-,-
75,제주특별자치도 제주시 한림읍 수원리,763,0763,0000,갤럭시 한수풀랜드,84.8900,201611,11,"21,000",7,-,-,2016,한림로 785,-,-,-
76,제주특별자치도 제주시 도련일동,1938-5,1938,0005,제주 아빌로스,24.5700,201611,11,"10,700",4,-,-,2014,건주로4길 6-4,-,-,-
77,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,60.0000,201611,10,"15,000",12,-,-,1991,도령로 54,-,-,-
78,제주특별자치도 서귀포시 표선면 표선리,845,0845,0000,해비치빌오피스텔,76.0600,201611,10,"21,300",7,-,-,2014,표선중앙로110번길 5,-,-,-
79,제주특별자치도 제주시 연동,306-12,0306,0012,진호 케스텔,31.5800,201611,09,"8,400",4,-,-,2003,사장길 37,-,-,-
80,제주특별자치도 서귀포시 법환동,1196-12,1196,0012,루체클래식,84.7000,201611,09,"29,300",5,-,-,2016,법환로 51,-,-,-
81,제주특별자치도 제주시 노형동,721-2,0721,0002,노형 이타스Ⅲ,83.8700,201611,09,"26,652",10,-,-,2016,과원북4길 17,-,-,-
82,제주특별자치도 제주시 한림읍 수원리,763,0763,0000,갤럭시 한수풀랜드,84.8900,201611,08,"16,800",3,-,-,2016,한림로 785,-,-,-
83,제주특별자치도 서귀포시 동홍동,393-3,0393,0003,지예타워 V,80.0000,201611,08,"18,818",3,-,-,2015,태평로 483,-,-,-
84,제주특별자치도 제주시 이도일동,1784-17,1784,0017,진용이지빌2차,84.5700,201611,08,"21,600",3,-,-,2016,광양6길 28,-,-,-
85,제주특별자치도 서귀포시 동홍동,393-3,0393,0003,지예타워 V,84.6800,201611,06,"20,700",5,-,-,2015,태평로 483,-,-,-
86,제주특별자치도 제주시 오라이동,1357-4,1357,0004,혜림 위더스빌,84.9200,201611,05,"27,000",3,-,-,2015,연사길 67,-,-,-
87,제주특별자치도 제주시 연동,1373-1,1373,0001,아일랜드마이빌,27.3800,201611,05,"10,500",2,-,-,2004,신대로22길 25,-,-,-
88,제주특별자치도 제주시 이도일동,1784-17,1784,0017,진용이지빌2차,84.5700,201611,04,"22,000",2,-,-,2016,광양6길 28,-,-,-
89,제주특별자치도 서귀포시 표선면 표선리,845,0845,0000,해비치빌오피스텔,76.0600,201611,04,"18,000",2,-,-,2014,표선중앙로110번길 5,-,-,-
90,제주특별자치도 제주시 이도일동,1784-17,1784,0017,진용이지빌2차,84.5700,201611,04,"22,000",2,-,-,2016,광양6길 28,-,-,-
91,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,201611,02,"7,700",6,-,-,1991,도령로 54,-,-,-
92,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,42.3100,201611,02,"9,000",3,-,-,1991,도령로 54,-,-,-
93,제주특별자치도 제주시 노형동,1294-4,1294,0004,노형 에코하임,84.9700,201610,31,"32,600",16,-,-,2012,도령로 37,-,-,-
94,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,20.1400,201610,28,"8,000",11,-,-,2004,연북로 41,-,-,-
95,제주특별자치도 서귀포시 서귀동,251-1,0251,0001,선경오피스텔,73.0500,201610,28,"5,500",10,-,-,1992,중정로 123,-,-,-
96,제주특별자치도 제주시 연동,306-12,0306,0012,진호 케스텔,31.5800,201610,27,"8,000",2,-,-,2003,사장길 37,-,-,-
97,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,201610,26,"8,000",2,-,-,1991,도령로 54,-,-,-
98,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,201610,26,"8,000",13,-,-,2004,연북로 45,-,-,-
99,제주특별자치도 제주시 연동,272-33,0272,0033,로얄쇼핑센타및오피스텔,28.9800,201610,25,"7,000",5,-,-,1992,신대로12길 51,-,-,-
100,제주특별자치도 제주시 연동,272-33,0272,0033,로얄쇼핑센타및오피스텔,29.1600,201610,24,"4,800",5,-,-,1992,신대로12길 51,-,-,-
101,제주특별자치도 서귀포시 서귀동,251-1,0251,0001,선경오피스텔,44.0000,201610,24,"5,000",7,-,-,1992,중정로 123,-,-,-
102,제주특별자치도 제주시 오라이동,1361,1361,0000,세일파크빌,84.0200,201610,23,"24,800",2,-,-,2015, ,-,-,-
103,제주특별자치도 제주시 연동,1370-3,1370,0003,에코파인,84.8600,201610,22,"35,600",8,-,-,2015, ,-,-,-
104,제주특별자치도 제주시 연동,1954-3,1954,0003,(1954-3),31.7800,201610,21,"12,633",4,-,-,2016,남녕로 34,-,-,-
105,제주특별자치도 제주시 노형동,2576-3,2576,0003,정현빌,83.2000,201610,21,"23,900",5,-,-,2013,달마루길 28,-,-,-
106,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,201610,21,"7,800",3,-,-,1991,도령로 54,-,-,-
107,제주특별자치도 제주시 노형동,709,0709,0000,에코트윈,84.3700,201610,20,"33,000",10,-,-,2013,1100로 3308,-,-,-
108,제주특별자치도 제주시 연동,271-5,0271,0005,연동 이타스,84.9200,201610,19,"18,639",7,-,-,2013,신광로 19,-,-,-
109,제주특별자치도 제주시 노형동,721-2,0721,0002,노형 이타스Ⅲ,82.5900,201610,18,"26,010",2,-,-,2016,과원북4길 17,-,-,-
110,제주특별자치도 제주시 노형동,1294-4,1294,0004,노형 에코하임,84.9000,201610,17,"32,750",14,-,-,2012,도령로 37,-,-,-
111,제주특별자치도 서귀포시 서귀동,163-11,0163,0011,남양오피스텔,25.0250,201610,17,"3,000",6,-,-,1994,태평로 438,-,-,-
112,제주특별자치도 제주시 외도일동,543-9,0543,0009,남건휴먼스 8차,39.8900,201610,15,"12,500",2,-,-,2016,우정로16길 10,-,-,-
113,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,201610,14,"8,400",6,-,-,2004,연북로 45,-,-,-
114,제주특별자치도 제주시 노형동,711-2,0711,0002,이레하이텔,37.0000,201610,14,"12,500",10,-,-,2003,연북로 12,-,-,-
115,제주특별자치도 제주시 노형동,711-2,0711,0002,이레하이텔,36.9400,201610,14,"11,900",7,-,-,2003,연북로 12,-,-,-
116,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,201610,14,"8,400",6,-,-,2004,연북로 45,-,-,-
117,제주특별자치도 서귀포시 서귀동,163-11,0163,0011,남양오피스텔,25.0250,201610,13,"4,500",5,-,-,1994,태평로 438,-,-,-
118,제주특별자치도 서귀포시 서귀동,251-1,0251,0001,선경오피스텔,32.0000,201610,13,"3,000",4,-,-,1992,중정로 123,-,-,-
119,제주특별자치도 제주시 연동,1954-3,1954,0003,(1954-3),31.7800,201610,13,"14,100",4,-,-,2016,남녕로 34,-,-,-
120,제주특별자치도 서귀포시 동홍동,1201,1201,0000,금강라이프빌2차,55.0700,201610,13,"13,000",2,-,-,2013,동홍로162번길 19,-,-,-
121,제주특별자치도 제주시 도련일동,1938-5,1938,0005,제주 아빌로스,26.4600,201610,12,"11,500",4,-,-,2014,건주로4길 6-4,-,-,-
122,제주특별자치도 제주시 노형동,721-2,0721,0002,노형 이타스Ⅲ,83.8700,201610,11,"27,017",4,-,-,2016,과원북4길 17,-,-,-
123,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,20.1400,201610,11,"8,500",9,-,-,2004,연북로 41,-,-,-
124,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,20.1400,201610,11,"8,500",9,-,-,2004,연북로 41,-,-,-
125,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,20.1400,201610,10,"9,000",14,-,-,2004,연북로 41,-,-,-
126,제주특별자치도 제주시 노형동,905-3,0905,0003,(905-3),32.7600,201610,07,"8,200",4,-,-,1991,도령로 40,-,-,-
127,제주특별자치도 제주시 노형동,726-1,0726,0001,노형 ETAS I,81.0200,201610,07,"28,800",5,-,-,2014,연북로 48,-,-,-
128,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,21.7500,201610,06,"9,550",5,-,-,2011,연동8길 29,-,-,-
129,제주특별자치도 제주시 이도이동,1060,1060,0000,이도재영샤르빌,108.3300,201610,06,"22,000",3,-,-,2011,고산동산5길 36,-,-,-
130,제주특별자치도 제주시 연동,303-46,0303,0046,태림 수앤수,62.4000,201610,05,"20,800",9,-,-,2015,문송길 40,-,-,-
131,제주특별자치도 서귀포시 동홍동,393-3,0393,0003,지예타워 V,80.0000,201610,05,"19,759",2,-,-,2015,태평로 483,-,-,-
132,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,38.5700,201610,04,"9,000",10,-,-,1991,도령로 54,-,-,-
133,제주특별자치도 제주시 노형동,721-2,0721,0002,노형 이타스Ⅲ,82.5900,201609,30,"26,737",5,-,-,2016,과원북4길 17,-,-,-
134,제주특별자치도 제주시 연동,276-9,0276,0009,신제주오피스텔,29.3900,201609,29,"3,000",11,-,-,1991,신광로 103,-,-,-
135,제주특별자치도 제주시 노형동,721-2,0721,0002,노형 이타스Ⅲ,82.5900,201609,29,"27,374",12,-,-,2016,과원북4길 17,-,-,-
136,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,18.6600,201609,29,"7,800",5,-,-,2004,연북로 41,-,-,-
137,제주특별자치도 제주시 외도일동,495-2,0495,0002,남건휴먼스 7차,61.3600,201609,28,"16,176",2,-,-,2016,우정로10길 8,-,-,-
138,제주특별자치도 제주시 노형동,721-2,0721,0002,노형 이타스Ⅲ,83.8700,201609,28,"26,835",11,-,-,2016,과원북4길 17,-,-,-
139,제주특별자치도 서귀포시 대정읍 하모리,1394-2,1394,0002,가온누리,81.4100,201609,27,"21,300",6,-,-,2016, ,-,-,-
140,제주특별자치도 제주시 연동,1373-1,1373,0001,아일랜드마이빌,25.2100,201609,23,"10,500",2,-,-,2004,신대로22길 25,-,-,-
141,제주특별자치도 제주시 연동,280-8,0280,0008,스테이280,74.4300,201609,22,"28,000",6,-,-,2015,신광로1길 18,-,-,-
142,제주특별자치도 제주시 노형동,721-2,0721,0002,노형 이타스Ⅲ,45.5000,201609,21,"14,347",2,-,-,2016,과원북4길 17,-,-,-
143,제주특별자치도 제주시 외도일동,453-7,0453,0007,외도동 에코그린빌 3차,84.8500,201609,20,"17,000",7,-,-,2013,조공포길 22,-,-,-
144,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,18.6600,201609,20,"7,900",13,-,-,2004,연북로 41,-,-,-
145,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,201609,20,"8,400",14,-,-,2004,연북로 45,-,-,-
146,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,201609,12,"6,500",6,-,-,1991,도령로 54,-,-,-
147,제주특별자치도 제주시 연동,1954-3,1954,0003,(1954-3),31.7800,201609,12,"13,288",4,-,-,2016,남녕로 34,-,-,-
148,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,20.1400,201609,07,"8,850",1,-,-,2004,연북로 41,-,-,-
149,제주특별자치도 서귀포시 서귀동,251-1,0251,0001,선경오피스텔,44.0000,201609,07,"2,900",6,-,-,1992,중정로 123,-,-,-
150,제주특별자치도 제주시 연동,271-5,0271,0005,연동 이타스,84.9200,201609,05,"28,200",9,-,-,2013,신광로 19,-,-,-
151,제주특별자치도 제주시 연동,280-8,0280,0008,스테이280,73.8700,201609,05,"25,500",4,-,-,2015,신광로1길 18,-,-,-
152,제주특별자치도 제주시 연동,280-8,0280,0008,스테이280,73.8700,201609,05,"25,500",4,-,-,2015,신광로1길 18,-,-,-
153,제주특별자치도 제주시 외도일동,543-9,0543,0009,남건휴먼스 8차,39.8900,201608,26,"11,600",3,-,-,2016,우정로16길 10,-,-,-
154,제주특별자치도 제주시 외도일동,543-9,0543,0009,남건휴먼스 8차,39.8900,201608,26,"10,521",2,-,-,2016,우정로16길 10,-,-,-
155,제주특별자치도 제주시 연동,272-33,0272,0033,로얄쇼핑센타및오피스텔,29.1600,201608,24,"5,000",6,-,-,1992,신대로12길 51,-,-,-
156,제주특별자치도 제주시 외도일동,543-9,0543,0009,남건휴먼스 8차,39.8900,201608,24,"12,800",7,-,-,2016,우정로16길 10,-,-,-
157,제주특별자치도 제주시 노형동,721-2,0721,0002,노형 이타스Ⅲ,82.5900,201608,23,"27,101",9,-,-,2016,과원북4길 17,-,-,-
158,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,60.0000,201608,22,"9,000",12,-,-,1991,도령로 54,-,-,-
159,제주특별자치도 제주시 연동,1954-3,1954,0003,(1954-3),31.7800,201608,19,"14,200",3,-,-,2016,남녕로 34,-,-,-
160,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,201608,19,"7,000",6,-,-,1991,도령로 54,-,-,-
161,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,64.0000,201608,19,"12,000",2,-,-,1991,도령로 54,-,-,-
162,제주특별자치도 제주시 외도일동,543-9,0543,0009,남건휴먼스 8차,40.1100,201608,17,"11,918",7,-,-,2016,우정로16길 10,-,-,-
163,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,201608,17,"8,100",2,-,-,2004,연북로 45,-,-,-
164,제주특별자치도 제주시 노형동,721-2,0721,0002,노형 이타스Ⅲ,82.5900,201608,17,"27,465",13,-,-,2016,과원북4길 17,-,-,-
165,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,201608,16,"8,400",8,-,-,2004,연북로 45,-,-,-
166,제주특별자치도 서귀포시 서홍동,1615-2,1615,0002,아이뜨락,83.7600,201608,12,"21,000",6,-,-,2015,현청로 20,-,-,-
167,제주특별자치도 제주시 외도일동,543-9,0543,0009,남건휴먼스 8차,39.8900,201608,11,"11,359",5,-,-,2016,우정로16길 10,-,-,-
168,제주특별자치도 제주시 외도일동,543-9,0543,0009,남건휴먼스 8차,39.8900,201608,11,"11,080",4,-,-,2016,우정로16길 10,-,-,-
169,제주특별자치도 제주시 외도일동,543-9,0543,0009,남건휴먼스 8차,40.1100,201608,11,"11,639",6,-,-,2016,우정로16길 10,-,-,-
170,제주특별자치도 제주시 외도일동,543-9,0543,0009,남건휴먼스 8차,39.8900,201608,11,"11,639",6,-,-,2016,우정로16길 10,-,-,-
171,제주특별자치도 제주시 외도일동,543-9,0543,0009,남건휴먼스 8차,40.1100,201608,11,"11,359",5,-,-,2016,우정로16길 10,-,-,-
172,제주특별자치도 서귀포시 서귀동,251-1,0251,0001,선경오피스텔,54.0000,201608,10,"7,900",5,-,-,1992,중정로 123,-,-,-
173,제주특별자치도 제주시 연동,2324-5,2324,0005,제주현대오피스텔,33.6000,201608,10,"8,800",11,-,-,1990,도령로 87,-,-,-
174,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,20.1400,201608,10,"8,000",5,-,-,2004,연북로 41,-,-,-
175,제주특별자치도 제주시 연동,1954-3,1954,0003,(1954-3),31.7800,201608,09,"14,434",5,-,-,2016,남녕로 34,-,-,-
176,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,21.7500,201608,09,"9,250",3,-,-,2011,연동8길 29,-,-,-
177,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,201608,08,"8,000",14,-,-,2004,연북로 45,-,-,-
178,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,201608,08,"8,000",14,-,-,2004,연북로 45,-,-,-
179,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,43.5000,201608,02,"14,500",6,-,-,2011,연동8길 29,-,-,-
180,제주특별자치도 제주시 연동,2324-5,2324,0005,제주현대오피스텔,46.2000,201608,02,"8,500",5,-,-,1990,도령로 87,-,-,-
181,제주특별자치도 제주시 연동,1487-2,1487,0002,일영파크빌,43.8400,201608,02,"12,100",4,-,-,2003,과원북4길 99,-,-,-
182,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,201608,02,"4,000",2,-,-,1991,도령로 54,-,-,-
183,제주특별자치도 서귀포시 서귀동,163-11,0163,0011,남양오피스텔,38.2500,201607,30,"4,750",7,-,-,1994,태평로 438,-,-,-
184,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,18.6600,201607,29,"7,800",6,-,-,2004,연북로 41,-,-,-
185,제주특별자치도 서귀포시 서귀동,163-11,0163,0011,남양오피스텔,26.9500,201607,29,"5,500",7,-,-,1994,태평로 438,-,-,-
186,제주특별자치도 서귀포시 서귀동,251-1,0251,0001,선경오피스텔,36.0000,201607,28,"4,800",5,-,-,1992,중정로 123,-,-,-
187,제주특별자치도 제주시 연동,304-19,0304,0019,월드룸,31.5000,201607,27,"8,600",2,-,-,2001,비월길 2,-,-,-
