NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수,매도,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
41,제주특별자치도 제주시 노형동,2576-3,2576,3,정현빌,83.2000,201912,4,"25,000",7,-,-,2013,달마루길 28,-,-,-
42,제주특별자치도 제주시 노형동,906-5,906,5,한신코아오피스텔,30.0000,201912,4,"5,700",3,-,-,1991,도령로 54,-,-,-
43,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.1400,201912,3,"5,500",7,-,-,2004,연북로 45,-,-,-
44,제주특별자치도 제주시 연동,306-12,306,12,진호 케스텔,29.1900,201912,1,"5,500",6,-,-,2003,사장길 37,-,-,-
45,제주특별자치도 제주시 조천읍 함덕리,1045,1045,0,함덕빌드웰비치타운,76.4851,201911,30,"39,611",4,-,-,2019,신북로 479-2,-,-,-
46,제주특별자치도 제주시 노형동,719-2,719,2,아델리안,84.3400,201911,30,"25,000",9,-,-,2015, ,-,-,-
47,제주특별자치도 제주시 연동,253-5,253,5,신제주 신성오피스텔,28.1400,201911,29,"7,000",6,-,-,1990,노연로 62,-,-,-
48,제주특별자치도 제주시 노형동,906-5,906,5,한신코아오피스텔,30.0000,201911,29,"5,500",5,-,-,1991,도령로 54,-,-,-
49,제주특별자치도 서귀포시 호근동,2012,2012,0,하르빌호근,74.0300,201911,29,"21,000",3,-,-,2016,중산간동로 8327,-,-,-
50,제주특별자치도 제주시 연동,272-33,272,33,로얄쇼핑센타및오피스텔,39.6000,201911,28,"5,200",6,-,-,1992,신대로12길 51,-,-,-
51,제주특별자치도 서귀포시 동홍동,1436-1,1436,1,동홍아젤리아1,58.3850,201911,28,"11,811",1,-,-,2017, ,-,-,-
52,제주특별자치도 서귀포시 동홍동,1436-1,1436,1,동홍아젤리아1,57.9830,201911,28,"12,239",5,-,-,2017, ,-,-,-
53,제주특별자치도 제주시 이도이동,1011-7,1011,7,(1011-7),36.0000,201911,28,"6,300",3,-,-,2003,중앙로 270-2,-,-,-
54,제주특별자치도 제주시 외도일동,450-12,450,12,외도 이안애,80.2054,201911,26,"24,000",6,-,-,2017,우정로3길 12,-,-,-
55,제주특별자치도 제주시 노형동,722-2,722,2,메르헨하우스3,20.1400,201911,26,"5,450",9,-,-,2004,연북로 41,-,-,-
56,제주특별자치도 제주시 조천읍 함덕리,1045,1045,0,함덕빌드웰비치타운,77.1732,201911,26,"42,520",8,-,-,2019,신북로 479-2,-,-,-
57,제주특별자치도 제주시 노형동,722-2,722,2,메르헨하우스3,20.1400,201911,25,"6,500",14,-,-,2004,연북로 41,-,-,-
58,제주특별자치도 제주시 연동,304-5,304,5,코스모스태홍누리안5차아파트,93.0000,201911,25,"25,000",2,-,-,2013,신대로 136,-,-,-
59,제주특별자치도 제주시 연동,280-8,280,8,스테이280,74.4300,201911,25,"26,000",7,-,-,2015,신광로1길 18,-,-,-
60,제주특별자치도 서귀포시 서귀동,251-1,251,1,선경오피스텔,73.0500,201911,25,"4,500",7,-,-,1992,중정로 123,-,-,-
61,제주특별자치도 제주시 연동,306-12,306,12,진호 케스텔,29.1900,201911,21,"5,000",6,-,-,2003,사장길 37,-,-,-
62,제주특별자치도 제주시 이도일동,1380,1380,0,극동행복그린,67.9085,201911,21,"17,700",2,-,-,2016,관덕로8길 11,-,-,-
63,제주특별자치도 서귀포시 서귀동,251-1,251,1,선경오피스텔,44.0000,201911,21,"4,700",10,-,-,1992,중정로 123,-,-,-
64,제주특별자치도 서귀포시 서귀동,251-1,251,1,선경오피스텔,32.0000,201911,21,"3,100",11,-,-,1992,중정로 123,-,-,-
65,제주특별자치도 제주시 애월읍 하귀2리,1310-6,1310,6,가온프라이빗2차,84.1725,201911,20,"24,500",5,-,-,2018,항몽로 36,-,-,-
66,제주특별자치도 제주시 연동,272-33,272,33,로얄쇼핑센타및오피스텔,19.3000,201911,18,"2,550",6,-,-,1992,신대로12길 51,-,-,-
67,제주특별자치도 제주시 이도일동,1258-13,1258,13,이도센트레시티,22.8427,201911,18,"10,000",7,-,-,2017, ,-,-,-
68,제주특별자치도 서귀포시 서호동,382,382,0,해피니스빌,79.9806,201911,18,"21,500",1,-,-,2017, ,-,-,-
69,제주특별자치도 서귀포시 대정읍 보성리,2477,2477,0,이노에듀파크,27.9700,201911,17,"10,000",2,-,-,2018,글로벌에듀로 370,-,-,-
70,제주특별자치도 제주시 삼도일동,530-5,530,5,제동 해피죤 오피스텔,29.7400,201911,16,"5,800",8,-,-,2004,서사로 94,-,-,-
71,제주특별자치도 제주시 삼도일동,561-3,561,3,에스디빌,71.7000,201911,15,"30,000",8,-,-,2018,서광로 196,-,-,-
72,제주특별자치도 제주시 노형동,711,711,0,에이스텔,30.8700,201911,15,"8,500",6,-,-,2003,연북로 8,-,-,-
73,제주특별자치도 제주시 연동,292-42,292,42,노바빌리지,81.8419,201911,12,"33,000",13,-,-,2018,신대로12길 10,-,-,-
74,제주특별자치도 서귀포시 서귀동,251-1,251,1,선경오피스텔,48.0000,201911,11,"5,800",5,-,-,1992,중정로 123,-,-,-
75,제주특별자치도 제주시 연동,1370-3,1370,3,에코파인,84.8600,201911,7,"32,600",15,-,-,2015, ,-,-,-
76,제주특별자치도 제주시 삼도일동,584-5,584,5,어울림타워 프로미스,59.2590,201911,6,"28,000",16,-,-,2019,도남로 4,-,-,-
77,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.1400,201911,6,"5,900",6,-,-,2004,연북로 45,-,-,-
78,제주특별자치도 제주시 연동,280-8,280,8,스테이280,83.3300,201911,5,"34,000",8,-,-,2015,신광로1길 18,-,-,-
79,제주특별자치도 제주시 삼도일동,561-3,561,3,에스디빌,71.7000,201911,4,"26,750",3,-,-,2018,서광로 196,-,-,-
80,제주특별자치도 제주시 노형동,2574-2,2574,2,노형휴캐슬,45.1950,201911,1,"19,000",3,-,-,2018,월광로 140,-,-,-
81,제주특별자치도 제주시 노형동,726-1,726,1,노형 ETAS I,81.0200,201911,1,"23,000",14,-,-,2014,연북로 48,-,-,-
82,제주특별자치도 제주시 노형동,905-3,905,3,(905-3),32.7600,201911,1,"6,900",4,-,-,1991,도령로 40,-,-,-
83,제주특별자치도 제주시 도련일동,1938-5,1938,5,제주 아빌로스,35.1000,201910,31,"11,400",7,-,-,2014,건주로4길 6-4,-,-,-
84,제주특별자치도 제주시 연동,1954-3,1954,3,(1954-3),31.7800,201910,31,"14,000",5,-,-,2016,남녕로 34,-,-,-
85,제주특별자치도 제주시 도두일동,2627-5,2627,5,(2627-5),39.1406,201910,31,"18,000",9,-,-,2017,도공로 9-10,-,-,-
86,제주특별자치도 서귀포시 남원읍 남원리,1434-3,1434,3,남원 아이진,84.9900,201910,31,"26,500",2,-,-,2017, ,-,-,-
87,제주특별자치도 제주시 연동,253-5,253,5,신제주 신성오피스텔,25.2450,201910,29,"7,000",8,-,-,1990,노연로 62,-,-,-
88,제주특별자치도 제주시 애월읍 하귀1리,117-1,117,1,제주모닝시티,25.4694,201910,28,"11,550",7,-,-,2018,하귀9길 2,-,-,-
89,제주특별자치도 제주시 삼도일동,539-4,539,4,아델리안아파트,105.5000,201910,23,"30,000",2,-,-,2017,서광로19길 45,-,-,-
90,제주특별자치도 제주시 삼도일동,584-5,584,5,어울림타워 프로미스,82.6830,201910,22,"35,720",15,-,-,2019,도남로 4,-,-,-
91,제주특별자치도 제주시 노형동,722-2,722,2,메르헨하우스3,20.1400,201910,21,"6,500",11,-,-,2004,연북로 41,-,-,-
92,제주특별자치도 제주시 삼도일동,584-5,584,5,어울림타워 프로미스,59.2590,201910,21,"29,000",13,-,-,2019,도남로 4,-,-,-
93,제주특별자치도 제주시 일도이동,602-1,602,1,제주 신항 코아루 디펠리체,24.8945,201910,20,"53,000",2,-,-,2019,고마로 16,-,-,-
94,제주특별자치도 제주시 연동,260-30,260,30,제주 연동 일성 트루엘,43.4770,201910,17,"30,467",11,-,-,2019,삼무로1길 10-8,-,-,-
95,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.1400,201910,16,"6,500",13,-,-,2004,연북로 45,-,-,-
96,제주특별자치도 서귀포시 서귀동,251-1,251,1,선경오피스텔,44.0000,201910,16,"2,500",10,-,-,1992,중정로 123,-,-,-
97,제주특별자치도 제주시 조천읍 함덕리,968-5,968,5,(968-5),52.2100,201910,15,"14,000",2,-,-,2016,함덕20길 14,-,-,-
98,제주특별자치도 제주시 연동,253-5,253,5,신제주 신성오피스텔,25.2450,201910,15,"7,000",8,-,-,1990,노연로 62,-,-,-
99,제주특별자치도 제주시 애월읍 애월리,478-2,478,2,가온누리 아파텔,86.4500,201910,15,"24,000",7,-,-,2017, ,-,-,-
100,제주특별자치도 제주시 건입동,657-5,657,5,더클래식 1차,84.4900,201910,15,"25,000",5,-,-,2017, ,-,-,-
101,제주특별자치도 서귀포시 대정읍 상모리,3943-4,3943,4,해누리아파트,105.7600,201910,15,"16,000",2,-,-,2015, ,-,-,-
102,제주특별자치도 제주시 삼도일동,553-2,553,2,에코빌리지3,72.2800,201910,14,"20,000",8,-,-,2013,서광로21길 4-6,-,-,-
103,제주특별자치도 제주시 노형동,905-3,905,3,(905-3),36.8550,201910,14,"6,800",11,-,-,1991,도령로 40,-,-,-
104,제주특별자치도 서귀포시 서귀동,163-11,163,11,남양오피스텔,25.0250,201910,11,"3,500",3,-,-,1994,태평로 438,-,-,-
105,제주특별자치도 서귀포시 대정읍 보성리,2476-13,2476,13,제주 이노에듀타운,25.7420,201910,11,"10,000",3,-,-,2016,글로벌에듀로 382,-,-,-
106,제주특별자치도 서귀포시 서귀동,163-11,163,11,남양오피스텔,25.0250,201910,11,"3,500",7,-,-,1994,태평로 438,-,-,-
107,제주특별자치도 서귀포시 서귀동,163-11,163,11,남양오피스텔,26.9500,201910,11,"3,500",8,-,-,1994,태평로 438,-,-,-
108,제주특별자치도 서귀포시 서귀동,163-11,163,11,남양오피스텔,26.9500,201910,11,"3,500",4,-,-,1994,태평로 438,-,-,-
109,제주특별자치도 서귀포시 서귀동,163-11,163,11,남양오피스텔,26.9500,201910,11,"3,500",6,-,-,1994,태평로 438,-,-,-
110,제주특별자치도 서귀포시 서귀동,163-11,163,11,남양오피스텔,26.9500,201910,11,"3,500",3,-,-,1994,태평로 438,-,-,-
111,제주특별자치도 제주시 노형동,711-2,711,2,이레하이텔,36.3200,201910,11,"7,700",7,-,-,2003,연북로 12,-,-,-
112,제주특별자치도 제주시 노형동,906-1,906,1,이화오피스텔,52.7100,201910,11,"14,500",8,-,-,1991,도령로 50,-,-,-
113,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,40.2800,201910,10,"9,500",9,-,-,2004,연북로 45,-,-,-
114,제주특별자치도 제주시 도두일동,2627-5,2627,5,(2627-5),31.5288,201910,10,"14,805",7,-,-,2017,도공로 9-10,-,-,-
115,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.1400,201910,9,"5,300",12,-,-,2004,연북로 45,-,-,-
116,제주특별자치도 제주시 노형동,1046-12,1046,12,노형퍼스트빌 6차,82.6900,201910,7,"37,000",7,-,-,2017,월랑로10길 39,-,-,-
117,제주특별자치도 제주시 연동,306-12,306,12,진호 케스텔,27.7925,201910,7,"5,000",6,-,-,2003,사장길 37,-,-,-
118,제주특별자치도 서귀포시 서귀동,251-1,251,1,선경오피스텔,36.4000,201910,4,"3,000",8,-,-,1992,중정로 123,-,-,-
119,제주특별자치도 제주시 연동,1374-2,1374,2,에코 블루,36.4500,201910,1,"12,000",3,-,-,2015,연북로 98,-,-,-
120,제주특별자치도 제주시 삼도이동,14-3,14,3,로이빌,74.4400,201909,30,"22,900",4,-,-,2016, ,-,-,-
121,제주특별자치도 제주시 한림읍 한림리,1200-7,1200,7,해원오피스텔,82.6289,201909,30,"17,100",5,-,-,2018,한림남2길 6,-,-,-
122,제주특별자치도 제주시 이호이동,1095,1095,0,이호재영샤르빌아파트13차,84.7900,201909,30,"24,000",5,-,-,2018,오도11길 19-1,-,-,-
123,제주특별자치도 제주시 연동,290-42,290,42,천마 에코피아 오피스텔,42.4150,201909,26,"22,681",2,-,-,2017,삼무로11길 4,-,-,-
124,제주특별자치도 서귀포시 강정동,208-5,208,5,세종안채오피스텔,44.9800,201909,26,"17,005",3,-,-,2017, ,-,-,-
125,제주특별자치도 제주시 일도이동,133-29,133,29,(133-29),55.9650,201909,25,"20,000",10,-,-,2018,동문로 128-1,-,-,-
126,제주특별자치도 제주시 노형동,905-3,905,3,(905-3),36.8550,201909,25,"6,300",4,-,-,1991,도령로 40,-,-,-
127,제주특별자치도 제주시 이호이동,1095,1095,0,이호재영샤르빌아파트13차,84.7900,201909,24,"25,000",5,-,-,2018,오도11길 19-1,-,-,-
128,제주특별자치도 제주시 일도이동,133-29,133,29,(133-29),55.9650,201909,23,"20,437",9,-,-,2018,동문로 128-1,-,-,-
129,제주특별자치도 제주시 일도이동,133-29,133,29,(133-29),64.8350,201909,23,"22,000",6,-,-,2018,동문로 128-1,-,-,-
130,제주특별자치도 제주시 일도이동,133-29,133,29,(133-29),55.9650,201909,23,"20,437",7,-,-,2018,동문로 128-1,-,-,-
131,제주특별자치도 제주시 일도이동,133-29,133,29,(133-29),55.9650,201909,23,"20,437",7,-,-,2018,동문로 128-1,-,-,-
132,제주특별자치도 제주시 일도이동,133-29,133,29,(133-29),55.9650,201909,23,"20,223",5,-,-,2018,동문로 128-1,-,-,-
133,제주특별자치도 제주시 일도이동,133-29,133,29,(133-29),55.9650,201909,23,"21,400",10,-,-,2018,동문로 128-1,-,-,-
134,제주특별자치도 제주시 일도이동,133-29,133,29,(133-29),51.9000,201909,23,"19,046",10,-,-,2018,동문로 128-1,-,-,-
135,제주특별자치도 제주시 일도이동,133-29,133,29,(133-29),55.9650,201909,23,"20,223",6,-,-,2018,동문로 128-1,-,-,-
136,제주특별자치도 제주시 일도이동,133-29,133,29,(133-29),55.9650,201909,23,"20,223",6,-,-,2018,동문로 128-1,-,-,-
137,제주특별자치도 제주시 연동,290-42,290,42,천마 에코피아 오피스텔,42.4150,201909,23,"20,054",3,-,-,2017,삼무로11길 4,-,-,-
138,제주특별자치도 제주시 일도이동,602-1,602,1,제주 신항 코아루 디펠리체,24.8945,201909,20,"28,090",3,-,-,2019,고마로 16,-,-,-
139,제주특별자치도 서귀포시 표선면 표선리,666,666,0,라온제나오피스텔,67.3200,201909,20,"29,133",4,-,-,2019, ,-,-,-
140,제주특별자치도 제주시 노형동,709,709,0,에코트윈,84.8800,201909,19,"25,000",6,-,-,2013,1100로 3308,-,-,-
141,제주특별자치도 서귀포시 서귀동,163-11,163,11,남양오피스텔,25.0250,201909,19,"2,700",2,-,-,1994,태평로 438,-,-,-
142,제주특별자치도 제주시 외도일동,445-2,445,2,남건휴먼스4차,43.4400,201909,19,"10,500",7,-,-,2015, ,-,-,-
143,제주특별자치도 서귀포시 남원읍 위미리,4171-3,4171,3,위미 캐슬 휘닉스,84.9500,201909,18,"23,600",3,-,-,2018, ,-,-,-
144,제주특별자치도 서귀포시 대정읍 보성리,2476-13,2476,13,제주 이노에듀타운,25.7420,201909,17,"9,000",2,-,-,2016,글로벌에듀로 382,-,-,-
145,제주특별자치도 제주시 삼도일동,561-3,561,3,에스디빌,71.7000,201909,15,"27,200",4,-,-,2018,서광로 196,-,-,-
146,제주특별자치도 서귀포시 중문동,2028-1,2028,1,세움엠시티,31.8709,201909,12,"20,200",6,-,-,2018,천제연로 198,-,-,-
147,제주특별자치도 제주시 노형동,722-2,722,2,메르헨하우스3,20.1400,201909,11,"5,400",3,-,-,2004,연북로 41,-,-,-
148,제주특별자치도 제주시 오라이동,1394-1,1394,1,오라동벽강하이본타워4차,45.4240,201909,9,"16,000",5,-,-,2017,사평6길 37-8,-,-,-
149,제주특별자치도 제주시 노형동,722-2,722,2,메르헨하우스3,18.6600,201909,8,"3,600",9,-,-,2004,연북로 41,-,-,-
150,제주특별자치도 제주시 연동,306-10,306,10,연동이루안,71.3900,201909,6,"28,500",2,-,-,2018,사장길 33,-,-,-
151,제주특별자치도 제주시 노형동,905-3,905,3,(905-3),36.8550,201909,5,"6,500",6,-,-,1991,도령로 40,-,-,-
152,제주특별자치도 제주시 연동,1371-2,1371,2,에코민트,74.7600,201909,5,"27,000",6,-,-,2018,연북로 72,-,-,-
153,제주특별자치도 제주시 연동,303-35,303,35,하늘그린오피스텔,57.0000,201909,5,"29,425",6,-,-,2019,선덕로 1,-,-,-
154,제주특별자치도 제주시 연동,306-10,306,10,연동이루안,58.6200,201909,4,"24,000",3,-,-,2018,사장길 33,-,-,-
155,제주특별자치도 제주시 조천읍 함덕리,1045,1045,0,함덕빌드웰비치타운,77.4999,201909,4,"40,590",3,-,-,2019,신북로 479-2,-,-,-
156,제주특별자치도 제주시 조천읍 함덕리,1045,1045,0,함덕빌드웰비치타운,76.4851,201909,4,"38,088",3,-,-,2019,신북로 479-2,-,-,-
157,제주특별자치도 제주시 연동,2324-5,2324,5,제주현대오피스텔,33.6000,201909,4,"5,750",5,-,-,1990,도령로 87,-,-,-
158,제주특별자치도 제주시 조천읍 함덕리,1045,1045,0,함덕빌드웰비치타운,77.4999,201909,3,"40,590",2,-,-,2019,신북로 479-2,-,-,-
159,제주특별자치도 제주시 연동,1371-2,1371,2,에코민트,74.7600,201909,3,"31,700",11,-,-,2018,연북로 72,-,-,-
160,제주특별자치도 제주시 외도일동,450-12,450,12,외도 이안애,80.4204,201909,3,"26,500",6,-,-,2017,우정로3길 12,-,-,-
161,제주특별자치도 제주시 삼도일동,584-5,584,5,어울림타워 프로미스,82.6830,201909,3,"40,000",14,-,-,2019,도남로 4,-,-,-
162,제주특별자치도 제주시 이도이동,1011-7,1011,7,(1011-7),36.0000,201909,2,"6,300",2,-,-,2003,중앙로 270-2,-,-,-
163,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.1400,201908,31,"4,850",11,-,-,2004,연북로 45,-,-,-
164,제주특별자치도 제주시 도두일동,2627-5,2627,5,(2627-5),31.5294,201908,29,"15,500",4,-,-,2017,도공로 9-10,-,-,-
165,제주특별자치도 제주시 조천읍 함덕리,1045,1045,0,함덕빌드웰비치타운,79.8695,201908,28,"43,938",8,-,-,2019,신북로 479-2,-,-,-
166,제주특별자치도 제주시 이호이동,1095,1095,0,이호재영샤르빌아파트13차,84.7900,201908,26,"25,000",7,-,-,2018,오도11길 19-1,-,-,-
167,제주특별자치도 제주시 노형동,906-5,906,5,한신코아오피스텔,30.0000,201908,22,"4,200",2,-,-,1991,도령로 54,-,-,-
168,제주특별자치도 제주시 일도이동,133-29,133,29,(133-29),64.8350,201908,20,"25,060",7,-,-,2018,동문로 128-1,-,-,-
169,제주특별자치도 제주시 조천읍 함덕리,1045,1045,0,함덕빌드웰비치타운,76.4851,201908,20,"41,135",6,-,-,2019,신북로 479-2,-,-,-
170,제주특별자치도 제주시 영평동,2169-3,2169,3,엠제이벤처오름,23.3187,201908,16,"8,000",2,-,-,2017,첨단로 199,-,-,-
171,제주특별자치도 제주시 외도일동,539-22,539,22,해담채,67.6214,201908,14,"19,500",5,-,-,2019,우령안2길 21-2,-,-,-
172,제주특별자치도 제주시 연동,275,275,0,세인트스톤 더 부티크,83.5049,201908,14,"69,500",10,-,-,2018,신광로 91,-,-,-
173,제주특별자치도 제주시 연동,2324-5,2324,5,제주현대오피스텔,33.6000,201908,13,"6,000",2,-,-,1990,도령로 87,-,-,-
174,제주특별자치도 제주시 연동,280-8,280,8,스테이280,74.4300,201908,12,"25,000",6,-,-,2015,신광로1길 18,-,-,-
175,제주특별자치도 제주시 연동,303-35,303,35,하늘그린오피스텔,57.0000,201908,8,"30,495",9,-,-,2019,선덕로 1,-,-,-
176,제주특별자치도 제주시 노형동,906-5,906,5,한신코아오피스텔,30.0000,201908,8,"5,000",12,-,-,1991,도령로 54,-,-,-
177,제주특별자치도 제주시 연동,2324-5,2324,5,제주현대오피스텔,33.6000,201908,8,"6,900",9,-,-,1990,도령로 87,-,-,-
178,제주특별자치도 제주시 삼도일동,584-5,584,5,어울림타워 프로미스,59.2590,201908,7,"28,000",6,-,-,2019,도남로 4,-,-,-
179,제주특별자치도 제주시 외도일동,450-12,450,12,외도 이안애,80.2054,201908,7,"22,000",7,-,-,2017,우정로3길 12,-,-,-
180,제주특별자치도 제주시 연동,303-35,303,35,하늘그린오피스텔,58.1300,201908,6,"30,495",10,-,-,2019,선덕로 1,-,-,-
181,제주특별자치도 제주시 연동,2324-5,2324,5,제주현대오피스텔,33.6000,201908,5,"5,300",10,-,-,1990,도령로 87,-,-,-
182,제주특별자치도 제주시 연동,2324-5,2324,5,제주현대오피스텔,33.6000,201908,5,"5,800",6,-,-,1990,도령로 87,-,-,-
183,제주특별자치도 제주시 노형동,722-3,722,3,메르헨하우스2,20.1400,201908,4,"5,100",4,-,-,2004,연북로 45,-,-,-
184,제주특별자치도 제주시 연동,253-5,253,5,신제주 신성오피스텔,25.2450,201908,2,"6,800",5,-,-,1990,노연로 62,-,-,-
185,제주특별자치도 제주시 노형동,905-3,905,3,(905-3),36.8550,201908,1,"6,800",11,-,-,1991,도령로 40,-,-,-
186,제주특별자치도 제주시 노형동,906-5,906,5,한신코아오피스텔,38.5700,201907,31,"5,000",12,-,-,1991,도령로 54,-,-,-
187,제주특별자치도 제주시 연동,292-86,292,86,연동드림아이오피스텔,34.0791,201907,29,"16,000",13,-,-,2017,연동13길 6,-,-,-
