NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
42,제주특별자치도 제주시 조천읍 신촌리,1774,1774,0000,태극 헤이븐,60.6790,202211,01,"26,300",3,-,-,2022,신촌6길 17,-,직거래,-
43,제주특별자치도 제주시 삼도일동,553-2,0553,0002,에코빌리지3,84.7100,202211,01,"25,000",6,-,-,2013,서광로21길 4-6,-,직거래,-
44,제주특별자치도 제주시 외도일동,418-3,0418,0003,(418-3),59.9900,202211,01,"22,500",10,-,-,2017,우정로 10,-,중개거래,제주 제주시
45,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,202211,01,"6,500",7,-,-,1991,도령로 54,-,중개거래,제주 제주시
46,제주특별자치도 제주시 노형동,2576-3,2576,0003,정현빌,83.2000,202211,01,"23,000",5,-,-,2013,달마루길 28,-,중개거래,제주 제주시
47,제주특별자치도 제주시 이호이동,1095,1095,0000,이호재영샤르빌아파트13차,84.7900,202210,28,"27,000",4,-,-,2018,오도11길 19-1,20221128,중개거래,제주 제주시
48,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,202210,28,"5,300",7,-,-,1991,도령로 54,-,중개거래,서울 송파구
49,제주특별자치도 서귀포시 남원읍 위미리,3079-1,3079,0001,헷세드위미,83.8428,202210,28,"24,500",1,-,-,2018,위미해안로129번길 5,-,중개거래,제주 서귀포시
50,제주특별자치도 서귀포시 표선면 표선리,666,0666,0000,라온제나오피스텔,65.3700,202210,26,"22,000",7,-,-,2019, ,-,직거래,-
51,제주특별자치도 서귀포시 서귀동,163-11,0163,0011,남양오피스텔,39.0000,202210,25,"5,700",7,-,-,1994,태평로 438,-,직거래,-
52,제주특별자치도 제주시 삼도이동,300-1,0300,0001,진용이지빌,84.8300,202210,24,"20,650",2,-,-,2015, ,-,중개거래,제주 제주시
53,제주특별자치도 서귀포시 대정읍 보성리,2477,2477,0000,이노에듀파크,27.9700,202210,17,"11,500",2,-,-,2018,글로벌에듀로 370,-,중개거래,제주 서귀포시
54,제주특별자치도 서귀포시 서홍동,364,0364,0000,파크하임3차,84.8467,202210,15,"28,000",7,-,-,2017,홍중로27번길 4,-,직거래,-
55,제주특별자치도 제주시 연동,276-9,0276,0009,신제주오피스텔,19.0000,202210,13,"2,000",2,-,-,1991,신광로 103,-,직거래,-
56,제주특별자치도 서귀포시 대정읍 보성리,2476-10,2476,0010,남영에듀클래스,24.8900,202210,13,"11,900",3,-,-,2017, ,-,중개거래,제주 서귀포시
57,제주특별자치도 제주시 애월읍 하귀1리,117-1,0117,0001,제주모닝시티,25.4694,202210,12,"9,500",3,-,-,2018,하귀9길 2,-,직거래,-
58,제주특별자치도 제주시 외도일동,543-9,0543,0009,남건휴먼스 8차,39.9800,202210,08,"10,500",2,-,-,2016,우정로16길 10,-,중개거래,제주 제주시
59,제주특별자치도 제주시 이도이동,1781-17,1781,0017,킹덤라오체,42.9900,202210,07,"30,500",14,-,-,2022,서광로 276,-,직거래,-
60,제주특별자치도 제주시 삼도이동,602-1,0602,0001,아이린아파트 5차,79.4800,202210,07,"30,000",9,-,-,2018,전농로9길 27,-,직거래,-
61,제주특별자치도 제주시 외도일동,453-7,0453,0007,외도동 에코그린빌 3차,84.8500,202210,07,"23,500",3,-,-,2013,조공포길 22,-,중개거래,제주 제주시
62,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,20.3300,202210,06,"11,000",8,-,-,2018,전농로 119,-,직거래,-
63,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,21.7500,202210,06,"5,600",11,-,-,2011,연동8길 29,-,중개거래,제주 제주시
64,제주특별자치도 제주시 조천읍 조천리,2371-2,2371,0002,조천 휴미래,84.9953,202210,05,"32,000",4,-,-,2019,신북로 221,-,직거래,-
65,제주특별자치도 제주시 노형동,905-3,0905,0003,(905-3),32.7600,202210,04,"6,700",6,-,-,1991,도령로 40,-,직거래,-
66,제주특별자치도 제주시 노형동,1293-3,1293,0003,빌리브 노형,83.2911,202210,04,"47,500",10,-,-,2020,월랑로2길 34,20221013,중개거래,제주 제주시
67,제주특별자치도 제주시 노형동,1293-3,1293,0003,빌리브 노형,83.2911,202210,04,"47,500",10,-,-,2020,월랑로2길 34,-,중개거래,제주 제주시
68,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,202209,30,"5,000",11,-,-,2004,연북로 45,-,직거래,-
69,제주특별자치도 제주시 삼도일동,561-3,0561,0003,에스디빌,62.7500,202209,28,"23,300",7,-,-,2018,서광로 196,-,직거래,-
70,제주특별자치도 제주시 노형동,719-2,0719,0002,아델리안,84.3400,202209,25,"23,000",3,-,-,2015, ,-,직거래,-
71,제주특별자치도 제주시 연동,1371-2,1371,0002,에코민트,74.7600,202209,24,"27,500",13,-,-,2018,연북로 72,-,중개거래,제주 제주시
72,제주특별자치도 제주시 애월읍 하귀1리,117-1,0117,0001,제주모닝시티,23.8794,202209,23,"11,500",4,-,-,2018,하귀9길 2,-,직거래,-
73,제주특별자치도 제주시 도련일동,1938-5,1938,0005,제주 아빌로스,35.1000,202209,22,"10,000",7,-,-,2014,건주로4길 6-4,-,직거래,-
74,제주특별자치도 제주시 도련일동,1938-5,1938,0005,제주 아빌로스,35.1000,202209,22,"10,000",7,-,-,2014,건주로4길 6-4,-,중개거래,제주 제주시
75,제주특별자치도 제주시 애월읍 하귀1리,117-1,0117,0001,제주모닝시티,24.6706,202209,22,"9,000",5,-,-,2018,하귀9길 2,-,중개거래,제주 제주시
76,제주특별자치도 제주시 노형동,709,0709,0000,에코트윈,84.8900,202209,22,"37,900",8,-,-,2013,1100로 3308,-,중개거래,제주 제주시
77,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,202209,19,"4,900",10,-,-,2004,연북로 45,-,중개거래,제주 제주시
78,제주특별자치도 제주시 조천읍 함덕리,1464,1464,0000,서우타운5차,97.3100,202209,15,"21,000",3,-,-,2016,함덕서4길 27,-,중개거래,제주 제주시
79,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,40.2800,202209,15,"10,200",6,-,-,2004,연북로 41,-,중개거래,제주 제주시
80,제주특별자치도 제주시 연동,290-42,0290,0042,천마 에코피아 오피스텔,64.4652,202209,14,"32,714",5,-,-,2017,삼무로11길 4,-,직거래,-
81,제주특별자치도 제주시 애월읍 애월리,478-2,0478,0002,가온누리 아파텔,86.4500,202209,14,"25,000",7,-,-,2017, ,20221012,중개거래,제주 제주시
82,제주특별자치도 제주시 애월읍 애월리,478-2,0478,0002,가온누리 아파텔,86.4500,202209,14,"25,000",7,-,-,2017, ,-,중개거래,제주 제주시
83,제주특별자치도 제주시 노형동,719,0719,0000,에코퍼플,84.9400,202209,08,"26,300",10,-,-,2014, ,-,직거래,-
84,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,40.2800,202209,07,"9,800",9,-,-,2004,연북로 41,-,중개거래,제주 제주시
85,제주특별자치도 제주시 연동,273-27,0273,0027,연동뜨레모아팰리스,35.2300,202209,07,"14,500",11,-,-,2018,신대로14길 47,-,직거래,-
86,제주특별자치도 제주시 연동,303-8,0303,0008,레브하임3차,60.1400,202209,07,"29,500",5,-,-,2018,신대로16길 3,-,직거래,-
87,제주특별자치도 제주시 도련일동,1938-5,1938,0005,제주 아빌로스,24.5700,202209,07,"5,000",4,-,-,2014,건주로4길 6-4,-,직거래,-
88,제주특별자치도 서귀포시 표선면 표선리,1591-5,1591,0005,세베스트아파트,84.9500,202209,07,"25,000",4,-,-,2019,표선동서로193번길 37,-,직거래,-
89,제주특별자치도 제주시 외도일동,505-4,0505,0004,한탑주상복합,56.4900,202209,05,"12,000",3,-,-,2008,우령2길 3-3,-,직거래,-
90,제주특별자치도 제주시 연동,276-9,0276,0009,신제주오피스텔,29.3900,202209,05,"5,700",3,-,-,1991,신광로 103,-,중개거래,제주 제주시
91,제주특별자치도 제주시 이도일동,1244-1,1244,0001,파미르파크 오피스텔,22.7900,202209,01,"13,000",14,-,-,2019,동광로 55,-,직거래,-
92,제주특별자치도 제주시 한림읍 한림리,1200-7,1200,0007,해원오피스텔,67.0852,202208,31,"13,500",3,-,-,2018,한림남2길 6,-,직거래,-
93,제주특별자치도 제주시 조천읍 함덕리,1045,1045,0000,함덕빌드웰비치타운,83.3795,202208,29,"29,000",8,-,-,2019,신북로 479-2,-,직거래,-
94,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,18.6600,202208,26,"3,500",6,-,-,2004,연북로 41,-,직거래,-
95,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,202208,26,"4,300",8,-,-,2004,연북로 45,-,직거래,-
96,제주특별자치도 제주시 연동,1374-2,1374,0002,에코 블루,36.4500,202208,26,"14,700",7,-,-,2015,연북로 98,-,중개거래,제주 제주시
97,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,18.6600,202208,26,"3,500",6,-,-,2004,연북로 41,-,중개거래,제주 제주시
98,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,202208,26,"4,300",8,-,-,2004,연북로 45,-,중개거래,제주 제주시
99,제주특별자치도 제주시 노형동,905-3,0905,0003,(905-3),36.8550,202208,26,"6,500",5,-,-,1991,도령로 40,-,중개거래,제주 제주시
100,제주특별자치도 제주시 연동,303-8,0303,0008,레브하임3차,37.8200,202208,25,"19,650",10,-,-,2018,신대로16길 3,-,직거래,-
101,제주특별자치도 제주시 삼도일동,553-2,0553,0002,에코빌리지3,84.7100,202208,25,"20,400",5,-,-,2013,서광로21길 4-6,-,직거래,-
102,제주특별자치도 제주시 연동,272-33,0272,0033,로얄쇼핑센타및오피스텔,39.6000,202208,24,"6,500",6,-,-,1992,신대로12길 51,-,직거래,-
103,제주특별자치도 제주시 외도일동,633-4,0633,0004,블루캐슬아파트,84.7300,202208,23,"23,700",4,-,-,2014,우정로18길 26,-,중개거래,제주 제주시
104,제주특별자치도 제주시 연동,292-86,0292,0086,연동드림아이오피스텔,26.7590,202208,22,"9,990",15,-,-,2017,연동13길 6,-,직거래,-
105,제주특별자치도 제주시 삼도이동,599-3,0599,0003,수미안아파트,53.8600,202208,22,"18,000",2,-,-,2019,서사로 73,-,직거래,-
106,제주특별자치도 제주시 연동,276-9,0276,0009,신제주오피스텔,29.3900,202208,19,"5,450",3,-,-,1991,신광로 103,-,직거래,-
107,제주특별자치도 제주시 애월읍 애월리,478-2,0478,0002,가온누리 아파텔,86.4499,202208,18,"26,900",4,-,-,2017, ,-,중개거래,제주 제주시
108,제주특별자치도 서귀포시 대정읍 상모리,3841,3841,0000,빌라드 그리움,36.6900,202208,15,"9,500",2,-,-,2017, ,-,중개거래,제주 서귀포시
109,제주특별자치도 제주시 일도이동,160-7,0160,0007,일도이동 해든빌 오피스텔,71.0525,202208,12,"22,200",10,-,-,2017, ,-,중개거래,제주 제주시
110,제주특별자치도 제주시 노형동,924-1,0924,0001,이편한세상 시티 노형,41.0237,202208,12,"30,700",13,-,-,2019,원노형남1길 11,-,직거래,-
111,제주특별자치도 서귀포시 대포동,765,0765,0000,대포동루체클래식,84.6800,202208,12,"32,000",1,-,-,2018,대포로 32-5,-,직거래,-
112,제주특별자치도 제주시 일도이동,602-1,0602,0001,제주 신항 코아루 디펠리체,24.8945,202208,12,"13,900",8,-,-,2019,고마로 16,-,직거래,-
113,제주특별자치도 제주시 애월읍 하귀1리,117-1,0117,0001,제주모닝시티,25.4694,202208,10,"9,500",3,-,-,2018,하귀9길 2,-,중개거래,제주 제주시
114,제주특별자치도 제주시 연동,273-27,0273,0027,연동뜨레모아팰리스,35.2300,202208,10,"18,500",14,-,-,2018,신대로14길 47,-,직거래,-
115,제주특별자치도 제주시 연동,280-8,0280,0008,스테이280,73.8700,202208,10,"22,000",5,-,-,2015,신광로1길 18,-,직거래,-
116,제주특별자치도 제주시 조천읍 함덕리,1045,1045,0000,함덕빌드웰비치타운,83.3795,202208,09,"29,000",7,-,-,2019,신북로 479-2,-,직거래,-
117,제주특별자치도 제주시 삼도이동,1173-2,1173,0002,라온제나오피스텔삼도,77.0300,202208,09,"31,781",6,-,-,2021,탑동로13길 39,-,직거래,-
118,제주특별자치도 제주시 조천읍 함덕리,1045,1045,0000,함덕빌드웰비치타운,59.8647,202208,09,"21,800",5,-,-,2019,신북로 479-2,-,직거래,-
119,제주특별자치도 제주시 삼도일동,561-3,0561,0003,에스디빌,62.7500,202208,07,"22,500",6,-,-,2018,서광로 196,-,직거래,-
120,제주특별자치도 제주시 이도일동,1380,1380,0000,극동행복그린,80.0302,202208,06,"23,000",2,-,-,2016,관덕로8길 11,-,직거래,-
121,제주특별자치도 제주시 이도일동,1380,1380,0000,극동행복그린,80.0302,202208,06,"23,000",2,-,-,2016,관덕로8길 11,-,중개거래,제주 제주시
122,제주특별자치도 제주시 조천읍 함덕리,1045,1045,0000,함덕빌드웰비치타운,83.3795,202208,05,"29,000",7,-,-,2019,신북로 479-2,20220905,직거래,-
123,제주특별자치도 제주시 조천읍 함덕리,1045,1045,0000,함덕빌드웰비치타운,59.8647,202208,05,"21,800",5,-,-,2019,신북로 479-2,20220902,직거래,-
124,제주특별자치도 제주시 연동,276-9,0276,0009,신제주오피스텔,21.5900,202208,05,"4,000",9,-,-,1991,신광로 103,-,직거래,-
125,제주특별자치도 제주시 연동,306-12,0306,0012,진호 케스텔,29.1900,202208,05,"5,950",3,-,-,2003,사장길 37,-,직거래,-
126,제주특별자치도 제주시 조천읍 함덕리,1045,1045,0000,함덕빌드웰비치타운,77.4999,202208,04,"35,900",8,-,-,2019,신북로 479-2,-,직거래,-
127,제주특별자치도 제주시 조천읍 함덕리,1045,1045,0000,함덕빌드웰비치타운,76.4851,202208,04,"27,700",8,-,-,2019,신북로 479-2,-,직거래,-
128,제주특별자치도 제주시 조천읍 함덕리,1045,1045,0000,함덕빌드웰비치타운,77.4999,202208,04,"29,188",7,-,-,2019,신북로 479-2,-,직거래,-
129,제주특별자치도 제주시 연동,290-42,0290,0042,천마 에코피아 오피스텔,42.4150,202208,03,"21,735",2,-,-,2017,삼무로11길 4,-,직거래,-
130,제주특별자치도 제주시 조천읍 함덕리,1045,1045,0000,함덕빌드웰비치타운,77.1732,202208,03,"26,900",6,-,-,2019,신북로 479-2,-,직거래,-
131,제주특별자치도 제주시 조천읍 함덕리,1045,1045,0000,함덕빌드웰비치타운,79.8695,202208,01,"27,900",7,-,-,2019,신북로 479-2,-,직거래,-
132,제주특별자치도 서귀포시 강정동,155-4,0155,0004,(155-4),32.1800,202208,01,"23,000",8,-,-,2018,신서귀로51번길 32,-,직거래,-
133,제주특별자치도 제주시 외도일동,543-9,0543,0009,남건휴먼스 8차,39.8900,202208,01,"11,000",8,-,-,2016,우정로16길 10,-,중개거래,제주 제주시
134,제주특별자치도 제주시 연동,1487-2,1487,0002,일영파크빌,36.7400,202208,01,"7,000",4,-,-,2003,과원북4길 99,-,중개거래,제주 제주시
135,제주특별자치도 서귀포시 대정읍 하모리,557-1,0557,0001,(557-1),38.9400,202207,27,"8,000",2,-,-,2016,최남단해안로125번길 35,-,중개거래,제주 서귀포시
136,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,202207,25,"5,700",8,-,-,2004,연북로 45,-,중개거래,제주 제주시
137,제주특별자치도 제주시 연동,276-9,0276,0009,신제주오피스텔,21.5900,202207,25,"4,000",11,-,-,1991,신광로 103,-,직거래,-
138,제주특별자치도 제주시 연동,276-9,0276,0009,신제주오피스텔,21.5900,202207,25,"4,000",2,-,-,1991,신광로 103,-,직거래,-
139,제주특별자치도 제주시 연동,276-9,0276,0009,신제주오피스텔,21.5900,202207,25,"4,000",2,-,-,1991,신광로 103,-,직거래,-
140,제주특별자치도 제주시 연동,276-9,0276,0009,신제주오피스텔,21.5900,202207,25,"4,000",10,-,-,1991,신광로 103,-,직거래,-
141,제주특별자치도 제주시 연동,276-9,0276,0009,신제주오피스텔,29.3900,202207,25,"4,500",3,-,-,1991,신광로 103,-,직거래,-
142,제주특별자치도 제주시 삼도일동,565-9,0565,0009,성은하이빌,84.8600,202207,22,"29,000",7,-,-,2017,삼오길 19,-,중개거래,제주 제주시
143,제주특별자치도 서귀포시 중문동,2028-1,2028,0001,세움엠시티,30.5536,202207,22,"12,000",7,-,-,2018,천제연로 198,-,중개거래,제주 서귀포시
144,제주특별자치도 제주시 조천읍 함덕리,923-1,0923,0001,창경오피스텔,72.5880,202207,22,"28,100",2,-,-,2019,함덕서4길 60-9,-,직거래,-
145,제주특별자치도 제주시 연동,1371-1,1371,0001,연동에코그린,84.0800,202207,22,"26,500",10,-,-,2012,연북로 70,-,직거래,-
146,제주특별자치도 제주시 연동,1371,1371,0000,아우룸플러스,78.3710,202207,21,"39,100",5,-,-,2022,연북로 68,-,직거래,-
147,제주특별자치도 서귀포시 표선면 표선리,1591-5,1591,0005,세베스트아파트,84.9500,202207,21,"37,000",7,-,-,2019,표선동서로193번길 37,-,중개거래,제주 서귀포시
148,제주특별자치도 제주시 연동,291-113,0291,0113,어반나무,80.3200,202207,20,"35,000",6,-,-,2019,성두길 7-5,20220725,직거래,-
149,제주특별자치도 제주시 노형동,1294-4,1294,0004,노형 에코하임,84.9700,202207,20,"30,000",13,-,-,2012,도령로 37,-,직거래,-
150,제주특별자치도 제주시 영평동,2169-3,2169,0003,엠제이벤처오름,23.3187,202207,20,"8,800",2,-,-,2017,첨단로 199,-,직거래,-
151,제주특별자치도 제주시 노형동,905-3,0905,0003,(905-3),36.8550,202207,19,"7,000",4,-,-,1991,도령로 40,-,중개거래,제주 제주시
152,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,21.7500,202207,18,"6,000",1,-,-,2011,연동8길 29,-,직거래,-
153,제주특별자치도 서귀포시 강정동,208-5,0208,0005,세종안채오피스텔,44.4900,202207,18,"15,000",5,-,-,2017, ,-,중개거래,제주 서귀포시
154,제주특별자치도 제주시 노형동,719,0719,0000,에코퍼플,84.7800,202207,16,"29,000",3,-,-,2014, ,-,중개거래,제주 제주시
155,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,20.1400,202207,15,"5,000",9,-,-,2004,연북로 41,-,중개거래,제주 제주시
156,제주특별자치도 제주시 삼도이동,913-5,0913,0005,진아타워,40.2700,202207,15,"4,200",10,-,-,2005,관덕로2길 17,-,중개거래,서울 강남구
157,제주특별자치도 제주시 삼도이동,913-5,0913,0005,진아타워,40.2700,202207,15,"4,200",10,-,-,2005,관덕로2길 17,20220725,중개거래,서울 강남구
158,제주특별자치도 제주시 이도이동,1986-5,1986,0005,오피스텔 노브힐 이도,33.8700,202207,14,"16,000",6,-,-,2017, ,-,직거래,-
159,제주특별자치도 서귀포시 남원읍 남원리,76,0076,0000,라인힐,84.4000,202207,13,"25,700",2,-,-,2017,남원회관로 89,-,직거래,-
160,제주특별자치도 서귀포시 남원읍 남원리,76,0076,0000,라인힐,84.4000,202207,13,"25,700",2,-,-,2017,남원회관로 89,-,직거래,-
161,제주특별자치도 서귀포시 대정읍 보성리,2477,2477,0000,이노에듀파크,27.9700,202207,12,"14,900",3,-,-,2018,글로벌에듀로 370,-,중개거래,제주 서귀포시
162,제주특별자치도 서귀포시 서귀동,251-1,0251,0001,선경오피스텔,48.0000,202207,11,"6,500",12,-,-,1992,중정로 123,-,직거래,-
163,제주특별자치도 제주시 외도일동,505-4,0505,0004,한탑주상복합,40.2600,202207,09,"6,500",2,-,-,2008,우령2길 3-3,-,직거래,-
164,제주특별자치도 제주시 삼도이동,913-5,0913,0005,진아타워,29.6800,202207,07,"5,200",6,-,-,2005,관덕로2길 17,-,직거래,-
165,제주특별자치도 제주시 삼도이동,913-5,0913,0005,진아타워,29.6800,202207,07,"5,200",6,-,-,2005,관덕로2길 17,20220808,직거래,-
166,제주특별자치도 제주시 노형동,721-2,0721,0002,노형 이타스Ⅲ,83.6600,202207,05,"28,000",6,-,-,2016,과원북4길 17,-,직거래,-
167,제주특별자치도 서귀포시 대정읍 보성리,2476-10,2476,0010,남영에듀클래스,34.9600,202207,04,"23,000",4,-,-,2017, ,-,중개거래,서울 송파구 제주 서귀포시
168,제주특별자치도 제주시 노형동,711-2,0711,0002,이레하이텔,36.3200,202206,27,"6,200",6,-,-,2003,연북로 12,-,중개거래,제주 서귀포시
169,제주특별자치도 서귀포시 동홍동,386-1,0386,0001,동홍동코아루오션뷰오피스텔,84.0000,202206,25,"24,000",4,-,-,2017,태평로 499,-,직거래,-
170,제주특별자치도 제주시 노형동,721-2,0721,0002,노형 이타스Ⅲ,82.5900,202206,23,"30,000",6,-,-,2016,과원북4길 17,-,직거래,-
171,제주특별자치도 제주시 연동,260-30,0260,0030,제주 연동 일성 트루엘,37.4770,202206,18,"19,500",14,-,-,2019,삼무로1길 10-8,-,중개거래,제주 서귀포시 제주 제주시
