NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
172,제주특별자치도 제주시 연동,1494,1494,0000,신제주 연동 트리플시티,84.7633,202206,16,"64,600",2,-,-,2021,연북로 106,-,중개거래,제주 제주시
173,제주특별자치도 제주시 외도일동,543-9,0543,0009,남건휴먼스 8차,40.1100,202206,16,"12,270",4,-,-,2016,우정로16길 10,-,직거래,-
174,제주특별자치도 제주시 이호이동,1095,1095,0000,이호재영샤르빌아파트13차,84.7900,202206,16,"26,500",3,-,-,2018,오도11길 19-1,-,중개거래,제주 제주시
175,제주특별자치도 제주시 도련일동,1938-5,1938,0005,제주 아빌로스,26.4600,202206,15,"7,000",7,-,-,2014,건주로4길 6-4,-,중개거래,제주 제주시
176,제주특별자치도 제주시 애월읍 하귀1리,117-1,0117,0001,제주모닝시티,25.4694,202206,15,"10,500",4,-,-,2018,하귀9길 2,-,직거래,-
177,제주특별자치도 제주시 노형동,711-2,0711,0002,이레하이텔,35.2000,202206,13,"10,000",13,-,-,2003,연북로 12,-,직거래,-
178,제주특별자치도 제주시 노형동,711-2,0711,0002,이레하이텔,35.2000,202206,13,"7,900",7,-,-,2003,연북로 12,-,중개거래,제주 제주시
179,제주특별자치도 제주시 연동,290-63,0290,0063,해피프라임,41.8500,202206,13,"24,803",6,-,-,2022,삼무로9길 8,-,직거래,-
180,제주특별자치도 제주시 오라일동,1085-4,1085,0004,신화위더스빌 더샵 29차,60.5600,202206,13,"23,000",9,-,-,2017,신성로 6-1,-,직거래,-
181,제주특별자치도 제주시 오라이동,1496-1,1496,0001,대원12차상록수아파트,83.0900,202206,13,"23,500",1,-,-,2017,연사2길 20,-,직거래,-
182,제주특별자치도 제주시 노형동,906-1,0906,0001,이화오피스텔,34.7550,202206,13,"5,500",9,-,-,1991,도령로 50,-,중개거래,경기 하남시
183,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,20.1400,202206,13,"5,000",9,-,-,2004,연북로 41,-,중개거래,제주 제주시
184,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,20.1400,202206,13,"5,000",8,-,-,2004,연북로 41,-,직거래,-
185,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,20.1400,202206,13,"5,000",8,-,-,2004,연북로 41,-,중개거래,제주 제주시
186,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,20.1400,202206,13,"5,000",9,-,-,2004,연북로 41,-,직거래,-
187,제주특별자치도 제주시 노형동,709,0709,0000,에코트윈,84.3700,202206,10,"33,200",5,-,-,2013,1100로 3308,-,중개거래,제주 제주시
188,제주특별자치도 제주시 삼도이동,913-5,0913,0005,진아타워,41.5900,202206,09,"5,460",6,-,-,2005,관덕로2길 17,-,직거래,-
189,제주특별자치도 제주시 애월읍 하귀1리,117-1,0117,0001,제주모닝시티,23.6301,202206,07,"13,500",6,-,-,2018,하귀9길 2,-,중개거래,제주 제주시
190,제주특별자치도 제주시 연동,1494,1494,0000,신제주 연동 트리플시티,44.3518,202206,03,"32,024",8,-,-,2021,연북로 106,-,중개거래,제주 제주시
191,제주특별자치도 제주시 도두일동,2627-5,2627,0005,(2627-5),39.1406,202206,03,"14,500",8,-,-,2017,도공로 9-10,-,중개거래,제주 제주시
192,제주특별자치도 제주시 연동,1374-2,1374,0002,에코 블루,36.4500,202206,02,"14,300",9,-,-,2015,연북로 98,-,중개거래,제주 제주시
193,제주특별자치도 제주시 애월읍 애월리,1655,1655,0000,나폴리움,89.0000,202206,02,"21,500",3,-,-,2017, ,-,중개거래,제주 제주시
194,제주특별자치도 제주시 연동,1374-2,1374,0002,에코 블루,36.4500,202206,02,"14,300",9,-,-,2015,연북로 98,-,직거래,-
195,제주특별자치도 제주시 오라이동,1361,1361,0000,세일파크빌,65.5600,202206,01,"19,500",6,-,-,2015, ,-,중개거래,제주 제주시
196,제주특별자치도 제주시 삼도일동,561-3,0561,0003,에스디빌,62.7500,202205,31,"24,000",6,-,-,2018,서광로 196,-,직거래,-
197,제주특별자치도 제주시 노형동,2574-2,2574,0002,노형휴캐슬,84.9679,202205,31,"35,000",4,-,-,2018,월광로 140,-,직거래,-
198,제주특별자치도 제주시 오라이동,1394-1,1394,0001,오라동벽강하이본타워4차,45.4240,202205,31,"16,500",5,-,-,2017,사평6길 37-8,-,중개거래,제주 제주시
199,제주특별자치도 서귀포시 동홍동,1436-1,1436,0001,동홍아젤리아1,59.4230,202205,31,"17,000",2,-,-,2017, ,-,중개거래,제주 서귀포시
200,제주특별자치도 서귀포시 동홍동,386-1,0386,0001,동홍동코아루오션뷰오피스텔,84.0000,202205,30,"28,000",7,-,-,2017,태평로 499,-,직거래,-
201,제주특별자치도 서귀포시 대포동,810-2,0810,0002,더바른오피스텔,35.6540,202205,30,"12,500",2,-,-,2017,대포복개로 95,-,직거래,-
202,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,202205,29,"5,000",14,-,-,2004,연북로 45,-,중개거래,제주 제주시
203,제주특별자치도 제주시 연동,276-9,0276,0009,신제주오피스텔,21.5900,202205,27,"3,300",10,-,-,1991,신광로 103,-,중개거래,제주 제주시
204,제주특별자치도 제주시 외도일동,537-2,0537,0002,남건휴먼스 5차,43.4400,202205,27,"10,600",6,-,-,2015,우령서로 67,-,중개거래,제주 제주시
205,제주특별자치도 제주시 노형동,725-4,0725,0004,녹색도시,82.5400,202205,27,"29,000",8,-,-,2015, ,20220608,중개거래,제주 제주시
206,제주특별자치도 제주시 노형동,725-4,0725,0004,녹색도시,82.5400,202205,27,"29,000",8,-,-,2015, ,-,중개거래,제주 제주시
207,제주특별자치도 서귀포시 서귀동,251-1,0251,0001,선경오피스텔,32.0000,202205,26,"3,700",8,-,-,1992,중정로 123,-,중개거래,제주 제주시
208,제주특별자치도 제주시 일도이동,602-1,0602,0001,제주 신항 코아루 디펠리체,24.8573,202205,25,"9,500",9,-,-,2019,고마로 16,-,중개거래,제주 제주시
209,제주특별자치도 서귀포시 서귀동,320-12,0320,0012,루체빌,114.7600,202205,25,"35,000",2,-,-,2015,서문로41번길 8,-,직거래,-
210,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,20.1400,202205,24,"5,500",11,-,-,2004,연북로 41,-,중개거래,제주 제주시
211,제주특별자치도 제주시 연동,260-30,0260,0030,제주 연동 일성 트루엘,37.4770,202205,24,"16,900",4,-,-,2019,삼무로1길 10-8,-,중개거래,제주 제주시
212,제주특별자치도 제주시 연동,290-42,0290,0042,천마 에코피아 오피스텔,25.0250,202205,24,"15,691",8,-,-,2017,삼무로11길 4,-,직거래,-
213,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,18.6600,202205,23,"3,700",10,-,-,2004,연북로 41,-,중개거래,제주 제주시
214,제주특별자치도 제주시 연동,260-30,0260,0030,제주 연동 일성 트루엘,37.4770,202205,23,"16,500",9,-,-,2019,삼무로1길 10-8,-,중개거래,제주 제주시
215,제주특별자치도 제주시 애월읍 하귀1리,117-1,0117,0001,제주모닝시티,23.8794,202205,23,"12,000",7,-,-,2018,하귀9길 2,-,중개거래,제주 제주시
216,제주특별자치도 제주시 외도일동,418-3,0418,0003,(418-3),57.4413,202205,23,"22,000",11,-,-,2017,우정로 10,-,중개거래,제주 서귀포시
217,제주특별자치도 제주시 일도이동,1030-6,1030,0006,일도그레이스,84.9836,202205,23,"34,000",3,-,-,2017,신산로 28,-,직거래,-
218,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,202205,23,"6,400",11,-,-,1991,도령로 54,-,직거래,-
219,제주특별자치도 제주시 조천읍 함덕리,1424-4,1424,0004,서우타운 3차,134.8200,202205,23,"36,000",6,-,-,2015,함덕12길 53,-,직거래,-
220,제주특별자치도 제주시 연동,260-30,0260,0030,제주 연동 일성 트루엘,37.4770,202205,20,"16,400",2,-,-,2019,삼무로1길 10-8,-,중개거래,제주 제주시
221,제주특별자치도 제주시 연동,306-12,0306,0012,진호 케스텔,29.1900,202205,19,"5,080",10,-,-,2003,사장길 37,-,중개거래,제주 제주시
222,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,202205,18,"7,000",8,-,-,1991,도령로 54,-,중개거래,제주 제주시
223,제주특별자치도 제주시 조천읍 함덕리,968,0968,0000,씨엘빌리지2차,82.0100,202205,17,"22,700",2,-,-,2017,함덕20길 16,-,직거래,-
224,제주특별자치도 서귀포시 중문동,2028-1,2028,0001,세움엠시티,40.9424,202205,17,"17,000",10,-,-,2018,천제연로 198,-,중개거래,제주 제주시
225,제주특별자치도 서귀포시 남원읍 위미리,3079-1,3079,0001,헷세드위미,83.8428,202205,17,"29,000",1,-,-,2018,위미해안로129번길 5,20220705,중개거래,제주 서귀포시
226,제주특별자치도 서귀포시 법환동,1196-1,1196,0001,루체클래식,84.0600,202205,17,"27,500",5,-,-,2015, ,-,중개거래,제주 서귀포시
227,제주특별자치도 제주시 삼도일동,539-4,0539,0004,아델리안아파트,102.2500,202205,17,"31,300",2,-,-,2017,서광로19길 45,-,직거래,-
228,제주특별자치도 제주시 연동,273-27,0273,0027,연동뜨레모아팰리스,36.3900,202205,16,"17,000",8,-,-,2018,신대로14길 47,-,직거래,-
229,제주특별자치도 제주시 외도일동,418-3,0418,0003,(418-3),59.9900,202205,15,"21,700",6,-,-,2017,우정로 10,-,중개거래,제주 서귀포시
230,제주특별자치도 제주시 삼도일동,561-3,0561,0003,에스디빌,62.7500,202205,14,"23,000",4,-,-,2018,서광로 196,-,직거래,-
231,제주특별자치도 제주시 노형동,726-1,0726,0001,노형 ETAS I,81.0200,202205,13,"29,000",13,-,-,2014,연북로 48,-,중개거래,제주 제주시
232,제주특별자치도 제주시 노형동,721-2,0721,0002,노형 이타스Ⅲ,83.8700,202205,12,"28,800",5,-,-,2016,과원북4길 17,-,직거래,-
233,제주특별자치도 제주시 외도일동,495-2,0495,0002,남건휴먼스 7차,61.3600,202205,12,"16,700",8,-,-,2016,우정로10길 8,-,중개거래,제주 제주시
234,제주특별자치도 서귀포시 표선면 표선리,558-1,0558,0001,아정펠리즈,71.4400,202205,12,"21,500",3,-,-,2017, ,-,중개거래,제주 서귀포시
235,제주특별자치도 제주시 외도일동,537-2,0537,0002,남건휴먼스 5차,43.8900,202205,11,"11,000",3,-,-,2015,우령서로 67,-,중개거래,제주 제주시
236,제주특별자치도 서귀포시 동홍동,509-3,0509,0003,리움 오피스텔,23.0200,202205,11,"15,000",6,-,-,2020,동홍로 102,-,직거래,-
237,제주특별자치도 서귀포시 서귀동,251-1,0251,0001,선경오피스텔,32.0000,202205,11,"4,500",6,-,-,1992,중정로 123,-,직거래,-
238,제주특별자치도 제주시 오라이동,1496-1,1496,0001,대원12차상록수아파트,83.4700,202205,10,"29,000",7,-,-,2017,연사2길 20,-,중개거래,제주 제주시
239,제주특별자치도 제주시 노형동,2576-3,2576,0003,정현빌,83.2000,202205,06,"22,000",6,-,-,2013,달마루길 28,-,직거래,-
240,제주특별자치도 제주시 노형동,906-1,0906,0001,이화오피스텔,34.7550,202205,06,"5,000",7,-,-,1991,도령로 50,-,중개거래,제주 제주시
241,제주특별자치도 제주시 연동,1374-2,1374,0002,에코 블루,36.4500,202205,06,"13,500",3,-,-,2015,연북로 98,-,중개거래,제주 제주시
242,제주특별자치도 제주시 노형동,905-3,0905,0003,(905-3),32.7600,202205,04,"5,800",6,-,-,1991,도령로 40,-,중개거래,제주 제주시
243,제주특별자치도 제주시 삼도이동,1173-2,1173,0002,라온제나오피스텔삼도,77.0300,202205,04,"33,300",9,-,-,2021,탑동로13길 39,-,직거래,-
244,제주특별자치도 서귀포시 중문동,2028-1,2028,0001,세움엠시티,31.8709,202205,03,"14,900",10,-,-,2018,천제연로 198,-,중개거래,제주 서귀포시
245,제주특별자치도 제주시 오라이동,1361,1361,0000,세일파크빌,65.5600,202205,02,"19,500",6,-,-,2015, ,20220608,중개거래,제주 제주시
246,제주특별자치도 서귀포시 대정읍 하모리,1394-2,1394,0002,가온누리,83.9600,202205,02,"24,000",6,-,-,2016, ,-,직거래,-
247,제주특별자치도 제주시 영평동,2169-3,2169,0003,엠제이벤처오름,73.5993,202204,30,"31,562",4,-,-,2017,첨단로 199,-,중개거래,제주 제주시
248,제주특별자치도 서귀포시 대정읍 보성리,2476-13,2476,0013,제주 이노에듀타운,25.7420,202204,29,"10,000",2,-,-,2016,글로벌에듀로 382,-,중개거래,제주 서귀포시
249,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,36.3100,202204,29,"8,500",7,-,-,1991,도령로 54,-,직거래,-
250,제주특별자치도 제주시 노형동,924-1,0924,0001,이편한세상 시티 노형,32.7698,202204,28,"23,000",7,-,-,2019,원노형남1길 11,-,중개거래,제주 제주시
251,제주특별자치도 제주시 노형동,905-3,0905,0003,(905-3),36.8550,202204,27,"6,500",7,-,-,1991,도령로 40,-,중개거래,제주 제주시
252,제주특별자치도 서귀포시 동홍동,1086,1086,0000,포스트동홍2차아파트,29.7966,202204,27,"12,000",1,-,-,2022,중산간동로7920번길 2-10,-,중개거래,제주 서귀포시
253,제주특별자치도 서귀포시 동홍동,1086,1086,0000,포스트동홍2차아파트,81.6096,202204,27,"28,000",1,-,-,2022,중산간동로7920번길 2-10,-,중개거래,제주 서귀포시
254,제주특별자치도 제주시 연동,276-9,0276,0009,신제주오피스텔,29.3900,202204,27,"5,500",3,-,-,1991,신광로 103,-,직거래,-
255,제주특별자치도 제주시 연동,276-9,0276,0009,신제주오피스텔,29.3900,202204,27,"5,500",3,-,-,1991,신광로 103,-,직거래,-
256,제주특별자치도 제주시 연동,2324-5,2324,0005,제주현대오피스텔,33.6000,202204,25,"5,000",8,-,-,1990,도령로 87,-,직거래,-
257,제주특별자치도 서귀포시 서귀동,433-4,0433,0004,예지퍼스트,67.5500,202204,25,"25,055",7,-,-,2020,태평로353번길 22-7,-,직거래,-
258,제주특별자치도 서귀포시 표선면 표선리,558-1,0558,0001,아정펠리즈,71.4400,202204,22,"22,500",7,-,-,2017, ,-,중개거래,제주 서귀포시
259,제주특별자치도 제주시 외도일동,418-3,0418,0003,(418-3),59.9900,202204,22,"22,600",12,-,-,2017,우정로 10,-,직거래,-
260,제주특별자치도 제주시 노형동,905-3,0905,0003,(905-3),36.8550,202204,21,"7,500",12,-,-,1991,도령로 40,-,중개거래,제주 제주시
261,제주특별자치도 제주시 연동,276-9,0276,0009,신제주오피스텔,29.3900,202204,21,"5,000",7,-,-,1991,신광로 103,-,직거래,-
262,제주특별자치도 제주시 노형동,711-5,0711,0005,노형 이타스 2,80.3300,202204,20,"26,900",13,-,-,2015, ,-,중개거래,제주 제주시
263,제주특별자치도 제주시 노형동,905-3,0905,0003,(905-3),36.8550,202204,20,"8,000",10,-,-,1991,도령로 40,-,직거래,-
264,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,202204,19,"4,900",9,-,-,2004,연북로 45,-,중개거래,제주 제주시
265,제주특별자치도 제주시 노형동,721-2,0721,0002,노형 이타스Ⅲ,82.5900,202204,19,"24,500",2,-,-,2016,과원북4길 17,-,중개거래,제주 제주시
266,제주특별자치도 서귀포시 호근동,2012,2012,0000,하르빌호근,74.6200,202204,19,"19,000",4,-,-,2016,중산간동로 8327,-,중개거래,제주 서귀포시
267,제주특별자치도 서귀포시 서귀동,163-11,0163,0011,남양오피스텔,39.0000,202204,19,"6,000",10,-,-,1994,태평로 438,-,중개거래,서울 종로구
268,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,202204,19,"4,900",9,-,-,2004,연북로 45,-,직거래,-
269,제주특별자치도 서귀포시 동홍동,1436-1,1436,0001,동홍아젤리아1,58.3850,202204,17,"14,700",1,-,-,2017, ,-,중개거래,제주 서귀포시
270,제주특별자치도 서귀포시 동홍동,386-1,0386,0001,동홍동코아루오션뷰오피스텔,84.0000,202204,15,"22,000",3,-,-,2017,태평로 499,-,중개거래,제주 서귀포시
271,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,202204,14,"6,800",3,-,-,1991,도령로 54,-,직거래,-
272,제주특별자치도 제주시 노형동,2574-2,2574,0002,노형휴캐슬,45.1950,202204,13,"20,000",6,-,-,2018,월광로 140,-,직거래,-
273,제주특별자치도 제주시 오라이동,1982-1,1982,0001,오라 위더스빌,84.9900,202204,11,"25,700",4,-,-,2013,연사길 75,-,중개거래,제주 제주시
274,제주특별자치도 제주시 노형동,905-3,0905,0003,(905-3),36.8550,202204,11,"7,550",9,-,-,1991,도령로 40,-,직거래,-
275,제주특별자치도 제주시 오라이동,1982-1,1982,0001,오라 위더스빌,84.9900,202204,11,"22,000",3,-,-,2013,연사길 75,-,직거래,-
276,제주특별자치도 제주시 노형동,721-2,0721,0002,노형 이타스Ⅲ,82.5900,202204,06,"26,600",5,-,-,2016,과원북4길 17,-,중개거래,제주 제주시
277,제주특별자치도 제주시 노형동,905-3,0905,0003,(905-3),36.8550,202204,06,"8,300",12,-,-,1991,도령로 40,-,직거래,-
278,제주특별자치도 서귀포시 동홍동,1436-1,1436,0001,동홍아젤리아1,59.4230,202204,04,"18,000",4,-,-,2017, ,-,중개거래,제주 서귀포시
279,제주특별자치도 제주시 애월읍 애월리,478-2,0478,0002,가온누리 아파텔,86.4499,202204,04,"25,000",3,-,-,2017, ,-,직거래,-
280,제주특별자치도 제주시 노형동,2525-8,2525,0008,(2525-8),84.7200,202203,31,"25,835",2,-,-,2019,정존5길 23,-,직거래,-
281,제주특별자치도 서귀포시 서귀동,163-11,0163,0011,남양오피스텔,25.0250,202203,31,"3,300",8,-,-,1994,태평로 438,-,중개거래,제주 서귀포시
282,제주특별자치도 제주시 도련일동,1938-5,1938,0005,제주 아빌로스,45.3600,202203,31,"14,000",8,-,-,2014,건주로4길 6-4,-,중개거래,제주 제주시
283,제주특별자치도 제주시 노형동,2525-8,2525,0008,(2525-8),84.7200,202203,31,"27,099",4,-,-,2019,정존5길 23,-,직거래,-
284,제주특별자치도 제주시 노형동,2525-8,2525,0008,(2525-8),84.7200,202203,31,"27,099",3,-,-,2019,정존5길 23,-,직거래,-
285,제주특별자치도 제주시 연동,308-6,0308,0006,아델하임,84.8500,202203,30,"25,000",2,-,-,2012,신대로 161,-,중개거래,제주 제주시
286,제주특별자치도 제주시 연동,303-46,0303,0046,태림 수앤수,58.6800,202203,29,"18,900",6,-,-,2015,문송길 40,-,중개거래,제주 제주시
287,제주특별자치도 제주시 일도이동,602-1,0602,0001,제주 신항 코아루 디펠리체,24.8945,202203,29,"14,200",2,-,-,2019,고마로 16,-,직거래,-
288,제주특별자치도 제주시 연동,303-46,0303,0046,태림 수앤수,58.6800,202203,29,"18,900",6,-,-,2015,문송길 40,-,직거래,-
289,제주특별자치도 제주시 연동,303-46,0303,0046,태림 수앤수,58.6800,202203,28,"19,500",4,-,-,2015,문송길 40,-,중개거래,제주 제주시
290,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,202203,28,"4,400",2,-,-,2004,연북로 45,-,중개거래,제주 제주시
291,제주특별자치도 제주시 연동,1374-2,1374,0002,에코 블루,36.4500,202203,26,"14,500",7,-,-,2015,연북로 98,-,중개거래,제주 제주시
292,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,21.7500,202203,24,"4,850",4,-,-,2011,연동8길 29,-,중개거래,제주 제주시
293,제주특별자치도 제주시 노형동,2576-3,2576,0003,정현빌,84.0100,202203,24,"29,300",8,-,-,2013,달마루길 28,-,중개거래,제주 제주시
294,제주특별자치도 제주시 노형동,719,0719,0000,에코퍼플,84.7800,202203,24,"31,700",10,-,-,2014, ,-,중개거래,제주 제주시
295,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,202203,23,"6,000",3,-,-,1991,도령로 54,-,중개거래,제주 제주시
296,제주특별자치도 제주시 애월읍 애월리,1643,1643,0000,리나 더 하우스,63.6300,202203,23,"16,800",2,-,-,2019,애월로14길 6,-,직거래,-
297,제주특별자치도 서귀포시 대포동,810,0810,0000,더바른오피스텔,61.9590,202203,22,"21,000",3,-,-,2017, ,-,중개거래,제주 서귀포시
298,제주특별자치도 제주시 노형동,711-5,0711,0005,노형 이타스 2,81.7500,202203,21,"28,800",8,-,-,2015, ,-,중개거래,제주 제주시
299,제주특별자치도 제주시 노형동,2534-2,2534,0002,노형 위더스빌,84.6700,202203,19,"25,000",2,-,-,2013,수덕3길 43,-,직거래,-
300,제주특별자치도 제주시 연동,290-42,0290,0042,천마 에코피아 오피스텔,42.4150,202203,18,"21,000",8,-,-,2017,삼무로11길 4,-,직거래,-
301,제주특별자치도 서귀포시 서귀동,163-11,0163,0011,남양오피스텔,25.0250,202203,16,"3,350",5,-,-,1994,태평로 438,-,중개거래,제주 서귀포시
302,제주특별자치도 서귀포시 대정읍 보성리,2477,2477,0000,이노에듀파크,27.9700,202203,15,"13,000",2,-,-,2018,글로벌에듀로 370,-,중개거래,제주 서귀포시
303,제주특별자치도 제주시 노형동,905-3,0905,0003,(905-3),32.7600,202203,14,"4,500",12,-,-,1991,도령로 40,-,직거래,-
304,제주특별자치도 제주시 노형동,905-3,0905,0003,(905-3),36.8550,202203,14,"4,500",3,-,-,1991,도령로 40,-,직거래,-
305,제주특별자치도 제주시 조천읍 조천리,2211-3,2211,0003,광영타운,76.0700,202203,14,"21,300",2,-,-,2021,조와로 4,-,직거래,-
306,제주특별자치도 제주시 연동,1494,1494,0000,신제주 연동 트리플시티,83.8633,202203,14,"67,780",4,-,-,2021,연북로 106,20220314,직거래,-
307,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,202203,14,"6,280",14,-,-,2004,연북로 45,-,중개거래,제주 제주시
308,제주특별자치도 제주시 노형동,1293-3,1293,0003,빌리브 노형,83.1302,202203,13,"50,000",17,-,-,2020,월랑로2길 34,-,중개거래,제주 제주시
309,제주특별자치도 서귀포시 중문동,2028-1,2028,0001,세움엠시티,31.8709,202203,12,"13,000",9,-,-,2018,천제연로 198,-,중개거래,제주 서귀포시
310,제주특별자치도 제주시 연동,1494,1494,0000,신제주 연동 트리플시티,83.8633,202203,11,"71,018",10,-,-,2021,연북로 106,-,직거래,-
311,제주특별자치도 서귀포시 서귀동,163-11,0163,0011,남양오피스텔,25.0250,202203,11,"2,850",4,-,-,1994,태평로 438,-,중개거래,제주 서귀포시
312,제주특별자치도 제주시 노형동,905-3,0905,0003,(905-3),32.7600,202203,11,"6,450",11,-,-,1991,도령로 40,-,직거래,-
313,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,202203,10,"5,500",3,-,-,2004,연북로 45,-,중개거래,제주 제주시
314,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,202203,10,"5,500",3,-,-,2004,연북로 45,-,직거래,-
315,제주특별자치도 제주시 연동,303-8,0303,0008,레브하임3차,37.8200,202203,08,"18,300",6,-,-,2018,신대로16길 3,-,직거래,-
316,제주특별자치도 제주시 연동,306-12,0306,0012,진호 케스텔,27.7925,202203,08,"6,100",9,-,-,2003,사장길 37,-,직거래,-
317,제주특별자치도 제주시 연동,1487-2,1487,0002,일영파크빌,43.8400,202203,08,"6,500",2,-,-,2003,과원북4길 99,-,직거래,-
318,제주특별자치도 서귀포시 서귀동,163-11,0163,0011,남양오피스텔,38.2500,202203,08,"4,150",8,-,-,1994,태평로 438,20220406,중개거래,제주 서귀포시
319,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,202203,07,"5,100",4,-,-,1991,도령로 54,-,직거래,-
320,제주특별자치도 서귀포시 중문동,2028-1,2028,0001,세움엠시티,30.5536,202203,04,"12,500",10,-,-,2018,천제연로 198,-,중개거래,제주 제주시
321,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,202203,04,"5,700",6,-,-,2004,연북로 45,-,중개거래,제주 제주시
322,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,202203,04,"5,400",8,-,-,2004,연북로 45,-,중개거래,제주 제주시
323,제주특별자치도 제주시 삼도일동,584-5,0584,0005,어울림타워 프로미스,82.7450,202203,02,"37,000",12,-,-,2019,도남로 4,-,직거래,-
324,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,202202,28,"5,000",15,-,-,2004,연북로 45,-,직거래,-
325,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,202202,28,"4,500",4,-,-,1991,도령로 54,-,직거래,-
326,제주특별자치도 제주시 애월읍 신엄리,1159-6,1159,0006,몽돌빌 1차,80.1600,202202,25,"25,000",6,-,-,2017, ,-,직거래,-
327,제주특별자치도 제주시 연동,1494,1494,0000,신제주 연동 트리플시티,44.3518,202202,24,"32,178",9,-,-,2021,연북로 106,-,중개거래,제주 제주시
328,제주특별자치도 제주시 삼도이동,913-5,0913,0005,진아타워,41.5900,202202,24,"6,521",4,-,-,2005,관덕로2길 17,-,중개거래,제주 제주시
329,제주특별자치도 제주시 삼도이동,913-5,0913,0005,진아타워,29.6800,202202,24,"4,750",2,-,-,2005,관덕로2길 17,-,중개거래,제주 제주시
330,제주특별자치도 제주시 노형동,709,0709,0000,에코트윈,84.8800,202202,24,"33,300",11,-,-,2013,1100로 3308,20220307,중개거래,제주 제주시
331,제주특별자치도 제주시 노형동,709,0709,0000,에코트윈,84.8800,202202,24,"33,300",11,-,-,2013,1100로 3308,-,중개거래,제주 제주시
332,제주특별자치도 제주시 연동,2331-10,2331,0010,연동해든빌,76.6580,202202,24,"40,500",6,-,-,2019,도령로13길 2,-,직거래,-
333,제주특별자치도 제주시 삼도이동,913-5,0913,0005,진아타워,41.5900,202202,23,"7,363",3,-,-,2005,관덕로2길 17,-,직거래,-
334,제주특별자치도 제주시 연동,283-23,0283,0023,블루시티,31.2300,202202,23,"5,400",13,-,-,2006,은남4길 27,-,직거래,-
335,제주특별자치도 제주시 노형동,2525-8,2525,0008,(2525-8),84.7200,202202,23,"35,000",6,-,-,2019,정존5길 23,-,중개거래,제주 제주시
336,제주특별자치도 서귀포시 대정읍 보성리,2476-10,2476,0010,남영에듀클래스,24.8900,202202,22,"10,200",2,-,-,2017, ,-,중개거래,제주 서귀포시
337,제주특별자치도 제주시 연동,304-5,0304,0005,코스모스태홍누리안5차아파트,68.2000,202202,22,"23,000",2,-,-,2013,신대로 136,-,중개거래,제주 제주시
338,제주특별자치도 제주시 삼도이동,1173-2,1173,0002,라온제나오피스텔삼도,78.3100,202202,21,"33,400",10,-,-,2021,탑동로13길 39,-,직거래,-
339,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,202202,21,"4,800",2,-,-,1991,도령로 54,-,중개거래,제주 제주시
340,제주특별자치도 서귀포시 대포동,765,0765,0000,대포동루체클래식,84.6000,202202,21,"32,000",1,-,-,2018,대포로 32-5,-,중개거래,제주 서귀포시
341,제주특별자치도 제주시 연동,260-30,0260,0030,제주 연동 일성 트루엘,37.4770,202202,19,"17,300",13,-,-,2019,삼무로1길 10-8,-,중개거래,제주 제주시
342,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,20.1400,202202,19,"5,200",9,-,-,2004,연북로 41,-,중개거래,제주 제주시
343,제주특별자치도 제주시 연동,1494,1494,0000,신제주 연동 트리플시티,48.6056,202202,19,"33,731",6,-,-,2021,연북로 106,-,중개거래,제주 제주시
344,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,20.1400,202202,19,"5,200",9,-,-,2004,연북로 41,-,직거래,-
