NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
315,제주특별자치도 제주시 삼도이동,819-6,0819,0006,아뜨네 오피스텔,32.3700,202006,23,"8,200",3,-,-,2007,중앙로14길 37-1,-,-,-
316,제주특별자치도 제주시 삼도이동,819-6,0819,0006,아뜨네 오피스텔,33.3000,202006,23,"8,550",5,-,-,2007,중앙로14길 37-1,-,-,-
317,제주특별자치도 제주시 삼도이동,819-6,0819,0006,아뜨네 오피스텔,32.0200,202006,23,"8,200",5,-,-,2007,중앙로14길 37-1,-,-,-
318,제주특별자치도 제주시 삼도이동,819-6,0819,0006,아뜨네 오피스텔,29.3400,202006,23,"7,550",5,-,-,2007,중앙로14길 37-1,-,-,-
319,제주특별자치도 제주시 삼도이동,819-6,0819,0006,아뜨네 오피스텔,29.2200,202006,23,"7,400",4,-,-,2007,중앙로14길 37-1,-,-,-
320,제주특별자치도 제주시 삼도이동,819-6,0819,0006,아뜨네 오피스텔,32.8700,202006,23,"8,350",4,-,-,2007,중앙로14길 37-1,-,-,-
321,제주특별자치도 제주시 삼도이동,819-6,0819,0006,아뜨네 오피스텔,32.8700,202006,23,"8,350",4,-,-,2007,중앙로14길 37-1,-,-,-
322,제주특별자치도 제주시 삼도이동,819-6,0819,0006,아뜨네 오피스텔,33.3000,202006,23,"8,450",5,-,-,2007,중앙로14길 37-1,-,-,-
323,제주특별자치도 제주시 연동,306-12,0306,0012,진호 케스텔,29.1900,202006,22,"4,600",10,-,-,2003,사장길 37,-,-,-
324,제주특별자치도 제주시 연동,253-5,0253,0005,신제주 신성오피스텔,28.1400,202006,19,"7,000",10,-,-,1990,노연로 62,-,-,-
325,제주특별자치도 제주시 연동,1487-2,1487,0002,일영파크빌,43.8400,202006,19,"6,500",7,-,-,2003,과원북4길 99,-,-,-
326,제주특별자치도 제주시 노형동,1293-3,1293,0003,빌리브 노형,83.2069,202006,18,"50,240",19,-,-,2020,월랑로2길 34,-,-,-
327,제주특별자치도 제주시 일도이동,602-1,0602,0001,제주 신항 코아루 디펠리체,24.8573,202006,18,"13,200",2,-,-,2019,고마로 16,-,-,-
328,제주특별자치도 제주시 한림읍 한림리,551-4,0551,0004,바당 오피스텔,82.0500,202006,17,"25,000",7,-,-,2019,명랑남길 6,-,-,-
329,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,20.1400,202006,16,"5,400",13,-,-,2004,연북로 41,-,-,-
330,제주특별자치도 제주시 일도이동,602-1,0602,0001,제주 신항 코아루 디펠리체,25.2557,202006,15,"13,785",9,-,-,2019,고마로 16,-,-,-
331,제주특별자치도 서귀포시 신효동,843,0843,0000,신효스위트포레,61.9500,202006,12,"14,275",2,-,-,2019,효돈로 146-1,-,-,-
332,제주특별자치도 서귀포시 신효동,843,0843,0000,신효스위트포레,60.9300,202006,12,"14,275",2,-,-,2019,효돈로 146-1,-,-,-
333,제주특별자치도 서귀포시 신효동,843,0843,0000,신효스위트포레,64.7700,202006,12,"14,275",4,-,-,2019,효돈로 146-1,-,-,-
334,제주특별자치도 서귀포시 신효동,843,0843,0000,신효스위트포레,64.7700,202006,12,"14,275",3,-,-,2019,효돈로 146-1,-,-,-
335,제주특별자치도 서귀포시 신효동,843,0843,0000,신효스위트포레,61.9500,202006,12,"14,275",3,-,-,2019,효돈로 146-1,-,-,-
336,제주특별자치도 제주시 외도일동,505-8,0505,0008,남건휴먼스2차,42.3800,202006,12,"10,000",7,-,-,2015, ,-,-,-
337,제주특별자치도 서귀포시 신효동,843,0843,0000,신효스위트포레,64.7700,202006,12,"14,275",1,-,-,2019,효돈로 146-1,-,-,-
338,제주특별자치도 서귀포시 신효동,843,0843,0000,신효스위트포레,61.9500,202006,12,"14,275",1,-,-,2019,효돈로 146-1,-,-,-
339,제주특별자치도 서귀포시 신효동,843,0843,0000,신효스위트포레,63.4500,202006,12,"14,275",5,-,-,2019,효돈로 146-1,-,-,-
340,제주특별자치도 서귀포시 신효동,843,0843,0000,신효스위트포레,60.9300,202006,12,"14,275",3,-,-,2019,효돈로 146-1,-,-,-
341,제주특별자치도 서귀포시 신효동,843,0843,0000,신효스위트포레,63.4500,202006,12,"14,275",2,-,-,2019,효돈로 146-1,-,-,-
342,제주특별자치도 서귀포시 신효동,843,0843,0000,신효스위트포레,63.4500,202006,12,"14,275",4,-,-,2019,효돈로 146-1,-,-,-
343,제주특별자치도 서귀포시 신효동,843,0843,0000,신효스위트포레,61.9500,202006,12,"14,275",4,-,-,2019,효돈로 146-1,-,-,-
344,제주특별자치도 서귀포시 신효동,843,0843,0000,신효스위트포레,60.9300,202006,12,"14,275",4,-,-,2019,효돈로 146-1,-,-,-
345,제주특별자치도 서귀포시 신효동,843,0843,0000,신효스위트포레,60.9300,202006,12,"14,275",5,-,-,2019,효돈로 146-1,-,-,-
346,제주특별자치도 서귀포시 신효동,843,0843,0000,신효스위트포레,64.7700,202006,12,"14,275",5,-,-,2019,효돈로 146-1,-,-,-
347,제주특별자치도 서귀포시 신효동,843,0843,0000,신효스위트포레,63.4500,202006,12,"14,275",3,-,-,2019,효돈로 146-1,-,-,-
348,제주특별자치도 서귀포시 신효동,843,0843,0000,신효스위트포레,61.9500,202006,12,"14,275",5,-,-,2019,효돈로 146-1,-,-,-
349,제주특별자치도 서귀포시 신효동,843,0843,0000,신효스위트포레,64.7700,202006,12,"14,275",2,-,-,2019,효돈로 146-1,-,-,-
350,제주특별자치도 제주시 외도일동,539-22,0539,0022,해담채,77.9958,202006,11,"20,252",5,-,-,2019,우령안2길 21-2,-,-,-
351,제주특별자치도 제주시 외도일동,539-22,0539,0022,해담채,80.0261,202006,11,"21,394",6,-,-,2019,우령안2길 21-2,-,-,-
352,제주특별자치도 제주시 외도일동,539-22,0539,0022,해담채,67.6214,202006,11,"18,957",6,-,-,2019,우령안2길 21-2,-,-,-
353,제주특별자치도 제주시 외도일동,539-22,0539,0022,해담채,80.0261,202006,11,"20,780",5,-,-,2019,우령안2길 21-2,-,-,-
354,제주특별자치도 서귀포시 서귀동,163-11,0163,0011,남양오피스텔,25.0250,202006,11,"3,000",6,-,-,1994,태평로 438,-,-,-
355,제주특별자치도 제주시 연동,1374-2,1374,0002,에코 블루,36.4500,202006,05,"13,000",7,-,-,2015,연북로 98,-,-,-
356,제주특별자치도 서귀포시 대정읍 상모리,3841,3841,0000,빌라드 그리움,56.7900,202006,03,"15,500",4,-,-,2017, ,-,-,-
357,제주특별자치도 제주시 삼도이동,300-1,0300,0001,진용이지빌,84.8300,202006,03,"19,000",7,-,-,2015, ,-,-,-
358,제주특별자치도 제주시 노형동,711-2,0711,0002,이레하이텔,35.2000,202006,02,"6,450",5,-,-,2003,연북로 12,-,-,-
359,제주특별자치도 서귀포시 대포동,765,0765,0000,대포동루체클래식,84.6600,202006,01,"35,500",1,-,-,2018,대포로 32-5,-,-,-
360,제주특별자치도 제주시 연동,1371-1,1371,0001,연동에코그린,84.0800,202006,01,"25,500",11,-,-,2012,연북로 70,20200630,-,-
361,제주특별자치도 제주시 연동,1371-1,1371,0001,연동에코그린,84.0800,202006,01,"25,500",11,-,-,2012,연북로 70,-,-,-
362,제주특별자치도 서귀포시 표선면 표선리,666,0666,0000,라온제나오피스텔,70.2200,202005,29,"30,369",3,-,-,2019, ,-,-,-
363,제주특별자치도 제주시 일도이동,602-1,0602,0001,제주 신항 코아루 디펠리체,24.8945,202005,28,"9,975",3,-,-,2019,고마로 16,-,-,-
364,제주특별자치도 제주시 애월읍 하귀1리,117-1,0117,0001,제주모닝시티,25.4694,202005,26,"13,000",5,-,-,2018,하귀9길 2,-,-,-
365,제주특별자치도 제주시 노형동,709,0709,0000,에코트윈,84.3700,202005,22,"30,800",11,-,-,2013,1100로 3308,-,-,-
366,제주특별자치도 제주시 애월읍 하귀1리,117-1,0117,0001,제주모닝시티,23.8794,202005,15,"13,214",6,-,-,2018,하귀9길 2,-,-,-
367,제주특별자치도 제주시 애월읍 하귀1리,117-1,0117,0001,제주모닝시티,25.4694,202005,15,"14,113",5,-,-,2018,하귀9길 2,-,-,-
368,제주특별자치도 제주시 애월읍 하귀1리,117-1,0117,0001,제주모닝시티,25.4694,202005,15,"14,113",5,-,-,2018,하귀9길 2,-,-,-
369,제주특별자치도 제주시 삼도이동,300-1,0300,0001,진용이지빌,84.7100,202005,15,"19,700",2,-,-,2015, ,-,-,-
370,제주특별자치도 제주시 애월읍 하귀1리,117-1,0117,0001,제주모닝시티,25.4694,202005,15,"14,071",6,-,-,2018,하귀9길 2,-,-,-
371,제주특별자치도 제주시 연동,294-111,0294,0111,서진팰리스,22.8200,202005,14,"5,000",7,-,-,2003,노연로 130,-,-,-
372,제주특별자치도 제주시 일도이동,602-1,0602,0001,제주 신항 코아루 디펠리체,25.2557,202005,13,"13,715",8,-,-,2019,고마로 16,-,-,-
373,제주특별자치도 서귀포시 대정읍 상모리,3841,3841,0000,빌라드 그리움,37.4200,202005,12,"9,500",5,-,-,2017, ,-,-,-
374,제주특별자치도 제주시 도련일동,1938-5,1938,0005,제주 아빌로스,26.4600,202005,12,"6,500",5,-,-,2014,건주로4길 6-4,-,-,-
375,제주특별자치도 제주시 노형동,725-4,0725,0004,녹색도시,82.5400,202005,11,"27,000",5,-,-,2015, ,-,-,-
376,제주특별자치도 제주시 노형동,2574-2,2574,0002,노형휴캐슬,81.4587,202005,07,"36,023",6,-,-,2018,월광로 140,-,-,-
377,제주특별자치도 제주시 외도일동,637-6,0637,0006,(637-6),84.9515,202005,06,"29,500",4,-,-,2019,우령2길 44,-,-,-
378,제주특별자치도 제주시 도두일동,2627-5,2627,0005,(2627-5),31.5294,202005,06,"15,300",6,-,-,2017,도공로 9-10,-,-,-
379,제주특별자치도 제주시 영평동,2169-3,2169,0003,엠제이벤처오름,73.5993,202005,06,"32,687",5,-,-,2017,첨단로 199,-,-,-
380,제주특별자치도 서귀포시 대정읍 하모리,557-1,0557,0001,(557-1),34.9700,202005,06,"11,000",2,-,-,2016,최남단해안로125번길 35,-,-,-
381,제주특별자치도 서귀포시 서귀동,163-11,0163,0011,남양오피스텔,38.2500,202005,06,"4,600",10,-,-,1994,태평로 438,-,-,-
382,제주특별자치도 제주시 외도일동,505-4,0505,0004,한탑주상복합,40.2600,202005,06,"7,100",9,-,-,2008,우령2길 3-3,-,-,-
383,제주특별자치도 제주시 한림읍 수원리,763,0763,0000,갤럭시 한수풀랜드,84.8900,202005,05,"18,500",7,-,-,2016,한림로 785,-,-,-
384,제주특별자치도 제주시 일도이동,160-7,0160,0007,일도이동 해든빌 오피스텔,71.0525,202005,02,"19,500",8,-,-,2017, ,-,-,-
385,제주특별자치도 제주시 이도이동,1021,1021,0000,도남해든빌,35.5300,202005,01,"17,000",4,-,-,2019,고산동산서길 11-2,-,-,-
386,제주특별자치도 제주시 연동,283-23,0283,0023,블루시티,31.2300,202005,01,"6,600",14,-,-,2006,은남4길 27,-,-,-
387,제주특별자치도 서귀포시 대포동,810,0810,0000,더바른오피스텔,35.6540,202004,29,"11,500",4,-,-,2017, ,-,-,-
388,제주특별자치도 제주시 노형동,2574-2,2574,0002,노형휴캐슬,83.3080,202004,27,"42,344",8,-,-,2018,월광로 140,-,-,-
389,제주특별자치도 제주시 노형동,2574-2,2574,0002,노형휴캐슬,84.9679,202004,27,"36,565",3,-,-,2018,월광로 140,-,-,-
390,제주특별자치도 제주시 노형동,2574-2,2574,0002,노형휴캐슬,84.9679,202004,27,"43,065",8,-,-,2018,월광로 140,-,-,-
391,제주특별자치도 제주시 노형동,2574-2,2574,0002,노형휴캐슬,84.9679,202004,27,"37,465",6,-,-,2018,월광로 140,-,-,-
392,제주특별자치도 제주시 노형동,2574-2,2574,0002,노형휴캐슬,73.6460,202004,27,"32,221",5,-,-,2018,월광로 140,-,-,-
393,제주특별자치도 제주시 노형동,2574-2,2574,0002,노형휴캐슬,73.6460,202004,27,"32,821",7,-,-,2018,월광로 140,-,-,-
394,제주특별자치도 제주시 노형동,2574-2,2574,0002,노형휴캐슬,73.6460,202004,27,"32,521",6,-,-,2018,월광로 140,-,-,-
395,제주특별자치도 제주시 삼양이동,2174-17,2174,0017,청담휴클래스,69.0045,202004,25,"23,300",10,-,-,2016, ,-,-,-
396,제주특별자치도 제주시 연동,292-42,0292,0042,노바빌리지,82.0163,202004,24,"40,400",12,-,-,2018,신대로12길 10,-,-,-
397,제주특별자치도 제주시 조천읍 함덕리,923-1,0923,0001,창경오피스텔,50.6110,202004,24,"17,000",2,-,-,2019,함덕서4길 60-9,-,-,-
398,제주특별자치도 제주시 조천읍 함덕리,923-1,0923,0001,창경오피스텔,78.8510,202004,22,"29,000",2,-,-,2019,함덕서4길 60-9,-,-,-
399,제주특별자치도 서귀포시 표선면 표선리,1591-5,1591,0005,세베스트아파트,84.9500,202004,18,"25,000",2,-,-,2019,표선동서로193번길 37,-,-,-
400,제주특별자치도 제주시 연동,292-86,0292,0086,연동드림아이오피스텔,34.0791,202004,18,"12,000",13,-,-,2017,연동13길 6,-,-,-
401,제주특별자치도 제주시 애월읍 하귀1리,117-1,0117,0001,제주모닝시티,25.4694,202004,17,"14,823",4,-,-,2018,하귀9길 2,-,-,-
402,제주특별자치도 제주시 애월읍 하귀1리,117-1,0117,0001,제주모닝시티,25.4694,202004,17,"14,823",4,-,-,2018,하귀9길 2,-,-,-
403,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,40.2800,202004,14,"9,500",6,-,-,2004,연북로 41,-,-,-
404,제주특별자치도 서귀포시 서귀동,251-1,0251,0001,선경오피스텔,36.0000,202004,13,"3,000",6,-,-,1992,중정로 123,-,-,-
405,제주특별자치도 제주시 연동,1370-3,1370,0003,에코파인,84.8400,202004,10,"28,000",4,-,-,2015, ,-,-,-
406,제주특별자치도 제주시 연동,292-86,0292,0086,연동드림아이오피스텔,47.9986,202004,10,"17,500",15,-,-,2017,연동13길 6,-,-,-
407,제주특별자치도 서귀포시 서귀동,251-1,0251,0001,선경오피스텔,36.0000,202004,07,"2,800",4,-,-,1992,중정로 123,-,-,-
408,제주특별자치도 제주시 삼도일동,561-3,0561,0003,에스디빌,62.7500,202004,04,"27,100",9,-,-,2018,서광로 196,-,-,-
409,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,202004,04,"4,800",6,-,-,2004,연북로 45,-,-,-
410,제주특별자치도 제주시 연동,2324-5,2324,0005,제주현대오피스텔,33.6000,202003,31,"6,300",5,-,-,1990,도령로 87,-,-,-
411,제주특별자치도 제주시 삼도일동,561-3,0561,0003,에스디빌,71.7000,202003,27,"30,950",9,-,-,2018,서광로 196,-,-,-
412,제주특별자치도 제주시 연동,253-5,0253,0005,신제주 신성오피스텔,25.2450,202003,27,"7,000",10,-,-,1990,노연로 62,-,-,-
413,제주특별자치도 제주시 일도이동,354-6,0354,0006,어반하우제,77.0700,202003,25,"21,000",2,-,-,2019,고마로10길 5,-,-,-
414,제주특별자치도 제주시 연동,273-27,0273,0027,연동뜨레모아팰리스,26.6300,202003,25,"11,000",14,-,-,2018,신대로14길 47,-,-,-
415,제주특별자치도 서귀포시 서귀동,307-10,0307,0010,수앤수,79.0739,202003,24,"30,000",9,-,-,2017,중앙로71번길 15-5,-,-,-
416,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,20.1400,202003,23,"5,000",2,-,-,2004,연북로 41,-,-,-
417,제주특별자치도 제주시 연동,2324-5,2324,0005,제주현대오피스텔,33.6000,202003,19,"6,500",12,-,-,1990,도령로 87,-,-,-
418,제주특별자치도 제주시 이도이동,1138-1,1138,0001,이도위더스빌24차,84.9000,202003,19,"23,800",4,-,-,2014,동광로6길 35-6,-,-,-
419,제주특별자치도 제주시 연동,2324-5,2324,0005,제주현대오피스텔,33.6000,202003,18,"6,950",11,-,-,1990,도령로 87,-,-,-
420,제주특별자치도 제주시 연동,2324-5,2324,0005,제주현대오피스텔,33.6000,202003,16,"5,900",6,-,-,1990,도령로 87,-,-,-
421,제주특별자치도 제주시 애월읍 애월리,1655,1655,0000,나폴리움,89.0000,202003,15,"17,200",3,-,-,2017, ,-,-,-
422,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,20.1400,202003,13,"5,000",5,-,-,2004,연북로 41,-,-,-
423,제주특별자치도 제주시 연동,290-42,0290,0042,천마 에코피아 오피스텔,42.4150,202003,12,"23,248",6,-,-,2017,삼무로11길 4,-,-,-
424,제주특별자치도 제주시 삼도일동,530-5,0530,0005,제동 해피죤 오피스텔,40.5400,202003,12,"7,500",10,-,-,2004,서사로 94,-,-,-
425,제주특별자치도 제주시 연동,278,0278,0000,연동 풀하우스,21.7500,202003,11,"7,500",6,-,-,2011,연동8길 29,-,-,-
426,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,20.3300,202003,10,"9,990",3,-,-,2018,전농로 119,-,-,-
427,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,20.3300,202003,10,"9,630",2,-,-,2018,전농로 119,-,-,-
428,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,20.3300,202003,10,"9,990",3,-,-,2018,전농로 119,-,-,-
429,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,20.3300,202003,10,"9,990",3,-,-,2018,전농로 119,-,-,-
430,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,29.9100,202003,10,"18,630",8,-,-,2018,전농로 119,-,-,-
431,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,20.3300,202003,10,"9,990",3,-,-,2018,전농로 119,-,-,-
432,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,29.9100,202003,10,"15,480",3,-,-,2018,전농로 119,-,-,-
433,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,29.9100,202003,10,"15,480",3,-,-,2018,전농로 119,-,-,-
434,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,20.3300,202003,10,"9,990",3,-,-,2018,전농로 119,-,-,-
435,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,20.3300,202003,10,"9,990",3,-,-,2018,전농로 119,-,-,-
436,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,29.9100,202003,10,"14,940",2,-,-,2018,전농로 119,-,-,-
437,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,29.9100,202003,10,"14,940",2,-,-,2018,전농로 119,-,-,-
438,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,29.9100,202003,10,"14,940",2,-,-,2018,전농로 119,-,-,-
439,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,29.9100,202003,10,"17,010",5,-,-,2018,전농로 119,-,-,-
440,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,61.4300,202003,10,"37,440",9,-,-,2018,전농로 119,-,-,-
441,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,29.9100,202003,10,"15,480",3,-,-,2018,전농로 119,-,-,-
442,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,61.4300,202003,10,"37,440",9,-,-,2018,전농로 119,-,-,-
443,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,29.9100,202003,10,"18,630",8,-,-,2018,전농로 119,-,-,-
444,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,29.9100,202003,10,"17,100",7,-,-,2018,전농로 119,-,-,-
445,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,29.9100,202003,10,"17,010",6,-,-,2018,전농로 119,-,-,-
446,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,29.9100,202003,10,"17,010",6,-,-,2018,전농로 119,-,-,-
447,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,29.9100,202003,10,"17,010",6,-,-,2018,전농로 119,-,-,-
448,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,29.9100,202003,10,"17,010",6,-,-,2018,전농로 119,-,-,-
449,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,20.4400,202003,10,"12,060",6,-,-,2018,전농로 119,-,-,-
450,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,29.9100,202003,10,"17,010",5,-,-,2018,전농로 119,-,-,-
451,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,20.3300,202003,10,"9,630",2,-,-,2018,전농로 119,-,-,-
452,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,29.9100,202003,10,"17,010",5,-,-,2018,전농로 119,-,-,-
453,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,29.9100,202003,10,"17,010",5,-,-,2018,전농로 119,-,-,-
454,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,20.4400,202003,10,"12,060",5,-,-,2018,전농로 119,-,-,-
455,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,20.3300,202003,10,"10,980",5,-,-,2018,전농로 119,-,-,-
456,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,29.9100,202003,10,"15,930",4,-,-,2018,전농로 119,-,-,-
457,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,29.9100,202003,10,"15,930",4,-,-,2018,전농로 119,-,-,-
458,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,29.9100,202003,10,"15,480",3,-,-,2018,전농로 119,-,-,-
459,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,29.9100,202003,10,"15,930",4,-,-,2018,전농로 119,-,-,-
460,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,29.9100,202003,10,"15,930",4,-,-,2018,전농로 119,-,-,-
461,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,20.3300,202003,10,"11,340",8,-,-,2018,전농로 119,-,-,-
462,제주특별자치도 제주시 이도일동,1690-4,1690,0004,제주 트리뷰아일랜드 오피스텔,29.9100,202003,10,"17,100",7,-,-,2018,전농로 119,-,-,-
463,제주특별자치도 제주시 이도이동,1011-7,1011,0007,(1011-7),30.6000,202003,09,"5,000",9,-,-,2003,중앙로 270-2,-,-,-
464,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,202003,07,"5,400",10,-,-,2004,연북로 45,-,-,-
465,제주특별자치도 제주시 한림읍 한림리,1200-7,1200,0007,해원오피스텔,70.6710,202003,06,"15,400",5,-,-,2018,한림남2길 6,-,-,-
466,제주특별자치도 제주시 한림읍 한림리,1200-7,1200,0007,해원오피스텔,67.0852,202003,06,"14,400",4,-,-,2018,한림남2길 6,-,-,-
467,제주특별자치도 서귀포시 서호동,798,0798,0000,웰스 플레이스,66.1490,202003,04,"33,201",5,-,-,2020,막동산로46번길 10,-,-,-
468,제주특별자치도 서귀포시 서호동,798,0798,0000,웰스 플레이스,49.9940,202003,04,"24,990",5,-,-,2020,막동산로46번길 10,-,-,-
469,제주특별자치도 서귀포시 서호동,798,0798,0000,웰스 플레이스,48.1940,202003,04,"24,157",5,-,-,2020,막동산로46번길 10,-,-,-
470,제주특별자치도 서귀포시 서호동,798,0798,0000,웰스 플레이스,70.2740,202003,04,"35,224",5,-,-,2020,막동산로46번길 10,-,-,-
471,제주특별자치도 서귀포시 서호동,798,0798,0000,웰스 플레이스,66.1490,202003,04,"34,034",6,-,-,2020,막동산로46번길 10,-,-,-
472,제주특별자치도 서귀포시 서호동,798,0798,0000,웰스 플레이스,62.4790,202003,04,"32,130",6,-,-,2020,막동산로46번길 10,-,-,-
473,제주특별자치도 서귀포시 서호동,798,0798,0000,웰스 플레이스,49.9940,202003,04,"25,704",6,-,-,2020,막동산로46번길 10,-,-,-
474,제주특별자치도 서귀포시 서호동,798,0798,0000,웰스 플레이스,48.1940,202003,04,"24,752",6,-,-,2020,막동산로46번길 10,-,-,-
475,제주특별자치도 서귀포시 서호동,798,0798,0000,웰스 플레이스,70.2740,202003,04,"36,176",6,-,-,2020,막동산로46번길 10,-,-,-
476,제주특별자치도 서귀포시 서호동,798,0798,0000,웰스 플레이스,70.2740,202003,04,"37,128",7,-,-,2020,막동산로46번길 10,-,-,-
477,제주특별자치도 서귀포시 서호동,798,0798,0000,웰스 플레이스,66.1490,202003,04,"30,586",2,-,-,2020,막동산로46번길 10,-,-,-
478,제주특별자치도 서귀포시 서호동,798,0798,0000,웰스 플레이스,66.1490,202003,04,"34,986",7,-,-,2020,막동산로46번길 10,-,-,-
479,제주특별자치도 서귀포시 서호동,798,0798,0000,웰스 플레이스,62.4790,202003,04,"32,963",7,-,-,2020,막동산로46번길 10,-,-,-
480,제주특별자치도 서귀포시 서호동,798,0798,0000,웰스 플레이스,49.9940,202003,04,"26,299",7,-,-,2020,막동산로46번길 10,-,-,-
481,제주특별자치도 서귀포시 서호동,798,0798,0000,웰스 플레이스,48.1940,202003,04,"25,466",7,-,-,2020,막동산로46번길 10,-,-,-
482,제주특별자치도 서귀포시 서호동,798,0798,0000,웰스 플레이스,49.9940,202003,04,"23,134",2,-,-,2020,막동산로46번길 10,-,-,-
483,제주특별자치도 서귀포시 서호동,798,0798,0000,웰스 플레이스,62.4790,202003,04,"28,917",2,-,-,2020,막동산로46번길 10,-,-,-
484,제주특별자치도 서귀포시 서호동,798,0798,0000,웰스 플레이스,46.1650,202003,04,"21,301",2,-,-,2020,막동산로46번길 10,-,-,-
485,제주특별자치도 서귀포시 서호동,798,0798,0000,웰스 플레이스,59.7420,202003,04,"27,691",2,-,-,2020,막동산로46번길 10,-,-,-
486,제주특별자치도 서귀포시 서호동,798,0798,0000,웰스 플레이스,66.1490,202003,04,"31,368",3,-,-,2020,막동산로46번길 10,-,-,-
487,제주특별자치도 서귀포시 서호동,798,0798,0000,웰스 플레이스,62.4790,202003,04,"29,631",3,-,-,2020,막동산로46번길 10,-,-,-
488,제주특별자치도 서귀포시 서호동,798,0798,0000,웰스 플레이스,49.9940,202003,04,"23,705",3,-,-,2020,막동산로46번길 10,-,-,-
489,제주특별자치도 서귀포시 서호동,798,0798,0000,웰스 플레이스,66.1490,202003,04,"32,249",4,-,-,2020,막동산로46번길 10,-,-,-
490,제주특별자치도 서귀포시 서호동,798,0798,0000,웰스 플레이스,46.1650,202003,04,"21,896",3,-,-,2020,막동산로46번길 10,-,-,-
491,제주특별자치도 서귀포시 서호동,798,0798,0000,웰스 플레이스,59.7420,202003,04,"28,322",3,-,-,2020,막동산로46번길 10,-,-,-
492,제주특별자치도 서귀포시 서호동,798,0798,0000,웰스 플레이스,62.4790,202003,04,"30,464",4,-,-,2020,막동산로46번길 10,-,-,-
