NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
493,제주특별자치도 서귀포시 서호동,798,0798,0000,웰스 플레이스,49.9940,202003,04,"24,395",4,-,-,2020,막동산로46번길 10,-,-,-
494,제주특별자치도 제주시 이도일동,1380,1380,0000,극동행복그린,62.6177,202003,04,"19,000",2,-,-,2016,관덕로8길 11,-,-,-
495,제주특별자치도 서귀포시 서호동,798,0798,0000,웰스 플레이스,48.1940,202003,04,"23,503",4,-,-,2020,막동산로46번길 10,-,-,-
496,제주특별자치도 서귀포시 서호동,798,0798,0000,웰스 플레이스,62.4790,202003,04,"31,357",5,-,-,2020,막동산로46번길 10,-,-,-
497,제주특별자치도 서귀포시 서호동,798,0798,0000,웰스 플레이스,70.2740,202003,04,"34,272",4,-,-,2020,막동산로46번길 10,-,-,-
498,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,202003,03,"4,800",2,-,-,2004,연북로 45,-,-,-
499,제주특별자치도 서귀포시 안덕면 화순리,1054-6,1054,0006,엘림피렌체 B동,84.8750,202003,02,"22,400",2,-,-,2017, ,-,-,-
500,제주특별자치도 제주시 노형동,1046-12,1046,0012,노형퍼스트빌 6차 ,83.3900,202003,02,"40,794",8,-,-,2017,월랑로10길 39,-,-,-
501,제주특별자치도 제주시 연동,1374-2,1374,0002,에코 블루,36.4500,202003,01,"12,400",8,-,-,2015,연북로 98,-,-,-
502,제주특별자치도 제주시 연동,306-10,0306,0010,연동이루안,58.6200,202002,29,"27,200",10,-,-,2018,사장길 33,-,-,-
503,제주특별자치도 제주시 삼양이동,2174-19,2174,0019,청담휴클래스2,84.7970,202002,26,"27,000",7,-,-,2017,일주동로 350-5,-,-,-
504,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,20.1400,202002,25,"4,900",14,-,-,2004,연북로 41,-,-,-
505,제주특별자치도 제주시 연동,1371-2,1371,0002,에코민트,74.7600,202002,25,"29,500",4,-,-,2018,연북로 72,-,-,-
506,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,202002,24,"5,300",14,-,-,2004,연북로 45,-,-,-
507,제주특별자치도 제주시 연동,276-9,0276,0009,신제주오피스텔,21.5900,202002,20,"2,800",6,-,-,1991,신광로 103,-,-,-
508,제주특별자치도 제주시 일도이동,133-29,0133,0029,(133-29),64.8350,202002,19,"25,000",10,-,-,2018,동문로 128-1,-,-,-
509,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,20.1400,202002,18,"6,000",13,-,-,2004,연북로 41,-,-,-
510,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,202002,18,"5,500",12,-,-,1991,도령로 54,-,-,-
511,제주특별자치도 서귀포시 서귀동,251-1,0251,0001,선경오피스텔,48.0000,202002,18,"5,500",5,-,-,1992,중정로 123,-,-,-
512,제주특별자치도 서귀포시 대정읍 보성리,2476-13,2476,0013,제주 이노에듀타운,25.7420,202002,18,"10,000",2,-,-,2016,글로벌에듀로 382,-,-,-
513,제주특별자치도 제주시 노형동,722-3,0722,0003,메르헨하우스2,20.1400,202002,18,"6,000",10,-,-,2004,연북로 45,-,-,-
514,제주특별자치도 제주시 이도이동,1045-6,1045,0006,이도주원라비앙,84.7800,202002,17,"36,700",1,-,-,2017,가령로 58,-,-,-
515,제주특별자치도 제주시 연동,253-5,0253,0005,신제주 신성오피스텔,28.1400,202002,14,"7,000",11,-,-,1990,노연로 62,-,-,-
516,제주특별자치도 서귀포시 표선면 표선리,507-1,0507,0001,썬비치빌,80.8200,202002,13,"24,994",2,-,-,2018,표선중앙로43번길 25-8,-,-,-
517,제주특별자치도 서귀포시 표선면 표선리,507-1,0507,0001,썬비치빌,80.8200,202002,13,"24,994",2,-,-,2018,표선중앙로43번길 25-8,-,-,-
518,제주특별자치도 제주시 노형동,924-1,0924,0001,이편한세상 시티 노형,41.0237,202002,13,"30,954",7,-,-,2019,원노형남1길 11,-,-,-
519,제주특별자치도 제주시 외도일동,537-2,0537,0002,남건휴먼스 5차,43.4400,202002,12,"7,980",2,-,-,2015,우령서로 67,-,-,-
520,제주특별자치도 제주시 노형동,710-2,0710,0002,에코에비뉴,35.9000,202002,11,"16,250",3,-,-,2017,연북로 21,-,-,-
521,제주특별자치도 제주시 노형동,905-3,0905,0003,(905-3),36.8550,202002,10,"6,650",6,-,-,1991,도령로 40,-,-,-
522,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.0300,202002,10,"2,300",7,-,-,2004,연동13길 3,-,-,-
523,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.0300,202002,10,"2,400",7,-,-,2004,연동13길 3,-,-,-
524,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.5200,202002,10,"2,300",7,-,-,2004,연동13길 3,-,-,-
525,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,22.3800,202002,10,"2,200",7,-,-,2004,연동13길 3,-,-,-
526,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,28.2800,202002,10,"2,800",6,-,-,2004,연동13길 3,-,-,-
527,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.0300,202002,10,"2,300",7,-,-,2004,연동13길 3,-,-,-
528,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.0300,202002,10,"2,300",6,-,-,2004,연동13길 3,-,-,-
529,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.5200,202002,10,"2,300",6,-,-,2004,연동13길 3,-,-,-
530,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,22.3800,202002,10,"2,200",6,-,-,2004,연동13길 3,-,-,-
531,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.0300,202002,10,"2,300",5,-,-,2004,연동13길 3,-,-,-
532,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,28.2800,202002,10,"2,800",5,-,-,2004,연동13길 3,-,-,-
533,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.0300,202002,10,"2,300",5,-,-,2004,연동13길 3,-,-,-
534,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.5200,202002,10,"2,300",5,-,-,2004,연동13길 3,-,-,-
535,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,22.3800,202002,10,"2,200",5,-,-,2004,연동13길 3,-,-,-
536,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,34.6400,202002,10,"3,600",4,-,-,2004,연동13길 3,-,-,-
537,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,29.3300,202002,10,"2,900",4,-,-,2004,연동13길 3,-,-,-
538,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,29.3300,202002,10,"2,900",5,-,-,2004,연동13길 3,-,-,-
539,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,29.3300,202002,10,"2,900",4,-,-,2004,연동13길 3,-,-,-
540,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.5200,202002,10,"2,300",4,-,-,2004,연동13길 3,-,-,-
541,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,22.3800,202002,10,"2,200",4,-,-,2004,연동13길 3,-,-,-
542,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,34.6400,202002,10,"3,600",3,-,-,2004,연동13길 3,-,-,-
543,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,29.3300,202002,10,"2,900",3,-,-,2004,연동13길 3,-,-,-
544,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,29.3300,202002,10,"2,900",3,-,-,2004,연동13길 3,-,-,-
545,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,29.3300,202002,10,"2,900",3,-,-,2004,연동13길 3,-,-,-
546,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.5200,202002,10,"2,300",14,-,-,2004,연동13길 3,-,-,-
547,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,28.2800,202002,10,"2,800",14,-,-,2004,연동13길 3,-,-,-
548,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.0300,202002,10,"2,300",15,-,-,2004,연동13길 3,-,-,-
549,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.0300,202002,10,"2,300",14,-,-,2004,연동13길 3,-,-,-
550,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,22.3800,202002,10,"2,200",14,-,-,2004,연동13길 3,-,-,-
551,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,28.2800,202002,10,"2,800",13,-,-,2004,연동13길 3,-,-,-
552,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.0300,202002,10,"2,300",13,-,-,2004,연동13길 3,-,-,-
553,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,28.2800,202002,10,"2,800",15,-,-,2004,연동13길 3,-,-,-
554,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.0300,202002,10,"2,300",16,-,-,2004,연동13길 3,-,-,-
555,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.0300,202002,10,"2,300",15,-,-,2004,연동13길 3,-,-,-
556,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,18.8400,202002,10,"1,900",15,-,-,2004,연동13길 3,-,-,-
557,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,17.7000,202002,10,"1,800",15,-,-,2004,연동13길 3,-,-,-
558,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.0300,202002,10,"2,300",13,-,-,2004,연동13길 3,-,-,-
559,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,22.3800,202002,10,"2,200",13,-,-,2004,연동13길 3,-,-,-
560,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,28.2800,202002,10,"2,300",12,-,-,2004,연동13길 3,-,-,-
561,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.0300,202002,10,"2,300",13,-,-,2004,연동13길 3,-,-,-
562,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.0300,202002,10,"2,300",12,-,-,2004,연동13길 3,-,-,-
563,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.5200,202002,10,"2,300",12,-,-,2004,연동13길 3,-,-,-
564,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,22.3800,202002,10,"2,200",12,-,-,2004,연동13길 3,-,-,-
565,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,28.2800,202002,10,"2,800",11,-,-,2004,연동13길 3,-,-,-
566,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.0300,202002,10,"2,300",11,-,-,2004,연동13길 3,-,-,-
567,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.0300,202002,10,"2,300",11,-,-,2004,연동13길 3,-,-,-
568,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.5200,202002,10,"2,300",11,-,-,2004,연동13길 3,-,-,-
569,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,22.3800,202002,10,"2,200",11,-,-,2004,연동13길 3,-,-,-
570,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,28.2800,202002,10,"2,800",10,-,-,2004,연동13길 3,-,-,-
571,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.0300,202002,10,"2,300",11,-,-,2004,연동13길 3,-,-,-
572,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.0300,202002,10,"2,300",10,-,-,2004,연동13길 3,-,-,-
573,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.5200,202002,10,"2,300",10,-,-,2004,연동13길 3,-,-,-
574,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,22.3800,202002,10,"2,200",10,-,-,2004,연동13길 3,-,-,-
575,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,28.2800,202002,10,"2,800",9,-,-,2004,연동13길 3,-,-,-
576,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.0300,202002,10,"2,300",9,-,-,2004,연동13길 3,-,-,-
577,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.0300,202002,10,"2,300",9,-,-,2004,연동13길 3,-,-,-
578,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.5200,202002,10,"2,300",9,-,-,2004,연동13길 3,-,-,-
579,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,22.3800,202002,10,"2,200",9,-,-,2004,연동13길 3,-,-,-
580,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,28.2800,202002,10,"2,300",8,-,-,2004,연동13길 3,-,-,-
581,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.0300,202002,10,"2,300",9,-,-,2004,연동13길 3,-,-,-
582,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.0300,202002,10,"2,300",8,-,-,2004,연동13길 3,-,-,-
583,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.5200,202002,10,"2,300",8,-,-,2004,연동13길 3,-,-,-
584,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,22.3800,202002,10,"2,200",8,-,-,2004,연동13길 3,-,-,-
585,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.5200,202002,10,"2,300",3,-,-,2004,연동13길 3,-,-,-
586,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,23.5200,202002,10,"2,300",13,-,-,2004,연동13길 3,-,-,-
587,제주특별자치도 제주시 연동,292-28,0292,0028,진선엘트빌,28.2800,202002,10,"2,300",7,-,-,2004,연동13길 3,-,-,-
588,제주특별자치도 제주시 도련일동,1938-5,1938,0005,제주 아빌로스,24.5700,202002,07,"7,800",7,-,-,2014,건주로4길 6-4,-,-,-
589,제주특별자치도 서귀포시 표선면 표선리,558-1,0558,0001,아정펠리즈,71.4400,202002,07,"22,000",6,-,-,2017, ,-,-,-
590,제주특별자치도 제주시 외도일동,637-6,0637,0006,(637-6),84.9515,202002,05,"29,000",4,-,-,2019,우령2길 44,-,-,-
591,제주특별자치도 제주시 삼도일동,530-5,0530,0005,제동 해피죤 오피스텔,32.6200,202002,04,"9,500",9,-,-,2004,서사로 94,-,-,-
592,제주특별자치도 제주시 이도이동,1021,1021,0000,도남해든빌,35.5300,202002,03,"18,000",2,-,-,2019,고산동산서길 11-2,-,-,-
593,제주특별자치도 제주시 노형동,2574-2,2574,0002,노형휴캐슬,78.8548,202002,03,"35,000",7,-,-,2018,월광로 140,-,-,-
594,제주특별자치도 서귀포시 표선면 표선리,666,0666,0000,라온제나오피스텔,65.3700,202002,03,"28,273",3,-,-,2019, ,-,-,-
595,제주특별자치도 제주시 연동,2331-10,2331,0010,연동해든빌,76.6580,202001,31,"42,300",2,-,-,2019,도령로13길 2,-,-,-
596,제주특별자치도 서귀포시 대정읍 보성리,2476-10,2476,0010,남영에듀클래스,24.8900,202001,31,"9,000",3,-,-,2017, ,-,-,-
597,제주특별자치도 서귀포시 서귀동,163-11,0163,0011,남양오피스텔,26.9500,202001,30,"5,500",8,-,-,1994,태평로 438,-,-,-
598,제주특별자치도 제주시 노형동,906-5,0906,0005,한신코아오피스텔,30.0000,202001,30,"5,500",4,-,-,1991,도령로 54,-,-,-
599,제주특별자치도 서귀포시 서귀동,163-11,0163,0011,남양오피스텔,25.0250,202001,30,"5,500",7,-,-,1994,태평로 438,-,-,-
600,제주특별자치도 제주시 노형동,905-3,0905,0003,(905-3),36.8550,202001,30,"5,500",12,-,-,1991,도령로 40,-,-,-
601,제주특별자치도 제주시 이도이동,1021,1021,0000,도남해든빌,35.5300,202001,30,"18,000",2,-,-,2019,고산동산서길 11-2,-,-,-
602,제주특별자치도 제주시 이도일동,1380,1380,0000,극동행복그린,42.4212,202001,30,"19,300",2,-,-,2016,관덕로8길 11,-,-,-
603,제주특별자치도 서귀포시 서귀동,251-1,0251,0001,선경오피스텔,36.0000,202001,22,"2,480",8,-,-,1992,중정로 123,-,-,-
604,제주특별자치도 제주시 조천읍 함덕리,1045,1045,0000,함덕빌드웰비치타운,59.8647,202001,22,"29,146",4,-,-,2019,신북로 479-2,-,-,-
605,제주특별자치도 제주시 조천읍 함덕리,1045,1045,0000,함덕빌드웰비치타운,83.3795,202001,22,"40,602",4,-,-,2019,신북로 479-2,-,-,-
606,제주특별자치도 제주시 노형동,721-2,0721,0002,노형 이타스Ⅲ,82.5900,202001,22,"30,000",12,-,-,2016,과원북4길 17,-,-,-
607,제주특별자치도 제주시 애월읍 하귀2리,1308-1,1308,0001,가온프라이빗1차,84.9600,202001,22,"23,000",2,-,-,2018,항몽로 40,-,-,-
608,제주특별자치도 제주시 노형동,722-2,0722,0002,메르헨하우스3,20.1400,202001,18,"6,000",13,-,-,2004,연북로 41,-,-,-
609,제주특별자치도 제주시 연동,271-5,0271,0005,연동 이타스,84.9200,202001,17,"28,000",14,-,-,2013,신광로 19,-,-,-
610,제주특별자치도 제주시 삼양이동,2142-1,2142,0001,삼화다온펠리스,42.8935,202001,17,"21,515",8,-,-,2019,지석2길 3,-,-,-
611,제주특별자치도 제주시 연동,272-33,0272,0033,로얄쇼핑센타및오피스텔,46.0200,202001,16,"6,000",6,-,-,1992,신대로12길 51,-,-,-
612,제주특별자치도 제주시 애월읍 하귀2리,1310-6,1310,0006,가온프라이빗2차,84.1725,202001,16,"24,380",2,-,-,2018,항몽로 36,-,-,-
613,제주특별자치도 제주시 노형동,711-2,0711,0002,이레하이텔,36.3200,202001,15,"7,500",9,-,-,2003,연북로 12,-,-,-
614,제주특별자치도 서귀포시 중문동,2028-1,2028,0001,세움엠시티,30.5536,202001,15,"16,600",2,-,-,2018,천제연로 198,-,-,-
615,제주특별자치도 제주시 삼도일동,553-2,0553,0002,에코빌리지3,84.7100,202001,14,"18,500",2,-,-,2013,서광로21길 4-6,-,-,-
616,제주특별자치도 제주시 조천읍 함덕리,1045,1045,0000,함덕빌드웰비치타운,79.8695,202001,13,"43,622",5,-,-,2019,신북로 479-2,-,-,-
617,제주특별자치도 제주시 애월읍 하귀2리,1795-1,1795,0001,애월위너빌,70.1118,202001,10,"30,000",4,-,-,2019,일주서로 7044,-,-,-
618,제주특별자치도 제주시 노형동,709,0709,0000,에코트윈,84.8900,202001,10,"26,000",11,-,-,2013,1100로 3308,-,-,-
619,제주특별자치도 제주시 연동,2331-10,2331,0010,연동해든빌,76.6580,202001,09,"45,900",14,-,-,2019,도령로13길 2,-,-,-
620,제주특별자치도 제주시 연동,275,0275,0000,세인트스톤 더 부티크,83.5049,202001,09,"64,921",5,-,-,2018,신광로 91,-,-,-
621,제주특별자치도 제주시 이도이동,1011-7,1011,0007,(1011-7),36.0000,202001,08,"6,200",2,-,-,2003,중앙로 270-2,-,-,-
622,제주특별자치도 제주시 연동,294-111,0294,0111,서진팰리스,22.8200,202001,05,"6,800",5,-,-,2003,노연로 130,-,-,-
623,제주특별자치도 제주시 연동,1371-1,1371,0001,연동에코그린,84.0800,202001,02,"27,000",10,-,-,2012,연북로 70,-,-,-
