NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
37,제주특별자치도 제주시 연동,284-5,284,5,미도스카이빌,28.6200,201612,27,"9,600",-,7,-,-,2012,노연로 118-1,-,-,-,-
38,제주특별자치도 서귀포시 서호동,611-1,611,1,서호메디치,36.5141,201612,27,"14,200",-,2,-,-,2015,서호상로 46,-,-,-,-
39,제주특별자치도 제주시 삼도이동,941,941,0,미듬밀레니엄,84.8700,201612,27,"23,500",-,2,-,-,2001,중앙로12길 34,-,-,-,-
40,제주특별자치도 서귀포시 동홍동,405-1,405,1,제이원파크,74.7980,201612,26,"22,000",-,4,-,-,2015,동홍서로 10-10,-,-,-,-
41,제주특별자치도 제주시 이도이동,1034-1,1034,1,이도월드하우스,84.2590,201612,26,"25,600",-,5,-,-,2009,고산동산1길 2,-,-,-,-
42,제주특별자치도 제주시 이도이동,1011-1,1011,1,화이트스톤빌,19.6100,201612,26,"9,200",-,3,-,-,2014,신성로14길 13,-,-,-,-
43,제주특별자치도 서귀포시 서호동,611-1,611,1,서호메디치,36.5141,201612,26,"14,300",-,5,-,-,2015,서호상로 46,-,-,-,-
44,제주특별자치도 서귀포시 대정읍 하모리,767-1,767,1,새움엘리시아1차아파트,84.3200,201612,26,"24,500",-,5,-,-,2016,신영로94번길 23,-,-,-,-
45,제주특별자치도 서귀포시 강정동,195,195,0,서귀포강정지구3블럭중흥에스-클래스,84.9297,201612,26,"29,400",-,3,-,-,2016,대청로 12,-,-,-,-
46,제주특별자치도 제주시 도남동,70,70,0,수선화(70)1차,53.8900,201612,26,"16,700",-,1,-,-,1992,독짓골2길 25,-,-,-,-
47,제주특별자치도 서귀포시 강정동,195,195,0,서귀포강정지구3블럭중흥에스-클래스,84.9297,201612,26,"32,900",-,10,-,-,2016,대청로 12,-,-,-,-
48,제주특별자치도 제주시 건입동,940-3,940,3,현대,67.9300,201612,26,"12,000",-,2,-,-,1993,만덕로3길 26,-,-,-,-
49,제주특별자치도 제주시 아라일동,6088,6088,0,아라스위첸,84.9973,201612,26,"56,500",-,5,-,-,2012,아란9길 22,-,-,-,-
50,제주특별자치도 서귀포시 보목동,875,875,0,로얄하이츠맨션,35.2800,201612,26,"5,500",-,5,-,-,1990,마소물로8번길 10-1,-,-,-,-
51,제주특별자치도 서귀포시 서홍동,220,220,0,광진빌2차A동,76.5940,201612,26,"26,700",-,5,-,-,2012,중산간동로 8064-2,-,-,-,-
52,제주특별자치도 서귀포시 동홍동,506-1,506,1,대오,81.4500,201612,26,"16,500",-,6,-,-,1998,동홍서로 83,-,-,-,-
53,제주특별자치도 서귀포시 동홍동,1674,1674,0,주공5차(동홍5차),49.8700,201612,26,"19,500",-,2,-,-,1999,중산간동로 8002,-,-,-,-
54,제주특별자치도 제주시 도남동,70,70,0,수선화(70)1차,52.3200,201612,26,"15,800",-,3,-,-,1992,독짓골2길 26,-,-,-,-
55,제주특별자치도 제주시 용담이동,619,619,0,용두암현대3,84.7500,201612,26,"20,000",-,3,-,-,1992,성화로6길 46,-,-,-,-
56,제주특별자치도 제주시 노형동,2585-1,2585,1,중흥에스클래스(미리내마을),120.9434,201612,25,"64,000",-,11,-,-,2006,광평동로 66,-,-,-,-
57,제주특별자치도 제주시 화북일동,12-1,12,1,화북주공4단지,49.5000,201612,24,"19,900",-,4,-,-,1998,동화로1길 10,-,-,-,-
58,제주특별자치도 제주시 노형동,731-1,731,1,현대아이파크,84.9530,201612,24,"58,000",-,12,-,-,2001,원노형로 90,-,-,-,-
59,제주특별자치도 서귀포시 중문동,1789,1789,0,중문푸른마을,59.9900,201612,24,"22,000",-,5,-,-,2003,천제연로 239,-,-,-,-
60,제주특별자치도 제주시 화북일동,9-1,9,1,"화북주공2,3단지",59.9300,201612,24,"25,000",-,4,-,-,1998,동화로1길 39,-,-,-,-
61,제주특별자치도 서귀포시 중문동,1789,1789,0,중문푸른마을,59.9700,201612,24,"23,900",-,1,-,-,2003,천제연로 239,-,-,-,-
62,제주특별자치도 서귀포시 동홍동,1674,1674,0,주공5차(동홍5차),49.8700,201612,23,"18,300",-,4,-,-,1999,중산간동로 8002,-,-,-,-
63,제주특별자치도 제주시 노형동,2585-1,2585,1,중흥에스클래스(미리내마을),120.9434,201612,23,"59,000",-,2,-,-,2006,광평동로 66,-,-,-,-
64,제주특별자치도 제주시 애월읍 하귀1리,167,167,0,제주하귀휴먼시아1단지,84.8400,201612,23,"36,000",-,5,-,-,2010,하귀9길 45,-,-,-,-
65,제주특별자치도 제주시 애월읍 하귀1리,167,167,0,제주하귀휴먼시아1단지,84.8400,201612,23,"42,000",-,12,-,-,2010,하귀9길 45,-,-,-,-
66,제주특별자치도 서귀포시 서호동,1540,1540,0,제주서귀포혁신도시엘에이치1단지,84.9400,201612,23,"37,000",-,1,-,-,2013,서호남로 92-15,-,-,-,-
67,제주특별자치도 제주시 오라이동,1477,1477,0,오라뜨래별,84.1300,201612,23,"32,000",-,6,-,-,2014,연사3길 14,-,-,-,-
68,제주특별자치도 서귀포시 서귀동,309-32,309,32,기산베스트빌,84.2300,201612,23,"25,000",-,6,-,-,2011,서문로41번길 15,-,-,-,-
69,제주특별자치도 제주시 연동,2332-17,2332,17,도령해든빌,22.5350,201612,23,"7,000",-,8,-,-,2011,도령로 127-1,-,-,-,-
70,제주특별자치도 서귀포시 동홍동,355-1,355,1,주공4(동홍주공4),50.7000,201612,22,"15,700",-,5,-,-,1994,태평로512번길 10,-,-,-,-
71,제주특별자치도 서귀포시 서홍동,1602,1602,0,형남3차,83.9028,201612,22,"28,500",-,1,-,-,2011,홍중로 115,-,-,-,-
72,제주특별자치도 제주시 화북이동,117,117,0,제주삼화엘에이치2단지,84.9500,201612,22,"47,000",-,12,-,-,2014,화삼로 32,-,-,-,-
73,제주특별자치도 제주시 일도이동,113-4,113,4,일도1차대림,77.0200,201612,22,"20,000",-,5,-,-,1994,태성로 31,-,-,-,-
74,제주특별자치도 서귀포시 대정읍 하모리,1073-3,1073,3,에스빌라트,75.6200,201612,22,"11,000",-,3,-,-,2004,신영로 65-11,-,-,-,-
75,제주특별자치도 제주시 도남동,78,78,0,영산홍,59.9400,201612,22,"17,300",-,3,-,-,1992,도남로17길 32,-,-,-,-
76,제주특별자치도 제주시 연동,277-5,277,5,제웅솔내음,42.5790,201612,21,"15,000",-,8,-,-,2012,신대로20길 45,-,-,-,-
77,제주특별자치도 제주시 아라일동,6121,6121,0,아라아이파크,84.9992,201612,21,"55,200",-,3,-,-,2013,인다1길 20,-,-,-,-
78,제주특별자치도 제주시 화북이동,117,117,0,제주삼화엘에이치2단지,84.9500,201612,21,"42,900",-,1,-,-,2014,화삼로 32,-,-,-,-
79,제주특별자치도 제주시 도남동,69-1,69,1,수선화(69-1)2차,39.8900,201612,21,"8,500",-,5,-,-,1993,도남로 129,-,-,-,-
80,제주특별자치도 서귀포시 중문동,1789,1789,0,중문푸른마을,59.9700,201612,21,"25,000",-,3,-,-,2003,천제연로 239,-,-,-,-
81,제주특별자치도 서귀포시 동홍동,1674,1674,0,주공5차(동홍5차),49.8700,201612,21,"19,100",-,2,-,-,1999,중산간동로 8002,-,-,-,-
82,제주특별자치도 제주시 노형동,1041-5,1041,5,미화2차,46.2000,201612,21,"13,850",-,3,-,-,1995,다랑곶2길 51,-,-,-,-
83,제주특별자치도 제주시 아라일동,6142-13,6142,13,염광,46.3200,201612,20,"19,000",-,2,-,-,1990,인다15길 5-6,-,-,-,-
84,제주특별자치도 제주시 도남동,64,64,0,백록,71.6100,201612,20,"18,100",-,2,-,-,1994,도남로 104,-,-,-,-
85,제주특별자치도 서귀포시 동홍동,534-1,534,1,금성동홍스마트빌,84.7883,201612,20,"28,000",-,1,-,-,2016,동홍로99번길 11,-,-,-,-
86,제주특별자치도 서귀포시 토평동,175,175,0,"토평반석타운(가동,나동)",59.4341,201612,20,"10,200",-,5,-,-,2000,중산간동로 7678,-,-,-,-
87,제주특별자치도 제주시 외도일동,496-1,496,1,아름지운아파트,77.8768,201612,20,"28,000",-,4,-,-,2016,우정로10길 19,-,-,-,-
88,제주특별자치도 제주시 아라일동,6088,6088,0,아라스위첸,84.9767,201612,20,"59,500",-,6,-,-,2012,아란9길 22,-,-,-,-
89,제주특별자치도 서귀포시 남원읍 남원리,1323-2,1323,2,남원에덴아파트,60.0000,201612,20,"9,900",-,5,-,-,1996,남원광지로 5,-,-,-,-
90,제주특별자치도 제주시 연동,304-5,304,5,코스모스태홍누리안5차,84.4600,201612,20,"22,280",-,12,-,-,2013,신대로 136,-,-,-,-
91,제주특별자치도 제주시 외도일동,496-1,496,1,아름지운아파트,83.7337,201612,20,"30,000",-,8,-,-,2016,우정로10길 19,-,-,-,-
92,제주특별자치도 제주시 일도이동,377-9,377,9,인제아파트,39.8700,201612,20,"6,500",-,5,-,-,1975,고마로 91,-,-,-,-
93,제주특별자치도 제주시 용담삼동,524,524,0,용두암현대4,53.3250,201612,20,"17,750",-,3,-,-,1995,용담로1길 33,-,-,-,-
94,제주특별자치도 제주시 화북이동,117,117,0,제주삼화엘에이치2단지,74.8300,201612,19,"41,000",-,3,-,-,2014,화삼로 32,-,-,-,-
95,제주특별자치도 제주시 삼도일동,530-1,530,1,만진리치빌,114.9300,201612,19,"30,500",-,4,-,-,2003,서사로14길 2,-,-,-,-
96,제주특별자치도 제주시 이도이동,777,777,0,주공3,39.6900,201612,19,"32,000",-,1,-,-,1989,구남로 43,-,-,-,-
97,제주특별자치도 서귀포시 동홍동,114-7,114,7,대림이편한세상,84.9780,201612,19,"29,800",-,4,-,-,2001,동홍중앙로 61,-,-,-,-
98,제주특별자치도 제주시 노형동,753-1,753,1,중흥에스클래스,84.9963,201612,19,"47,000",-,1,-,-,2003,한라대학로 107,-,-,-,-
99,제주특별자치도 서귀포시 동홍동,539,539,0,네스트힐,84.6900,201612,19,"23,000",-,2,-,-,2013,동홍로99번길 10,-,-,-,-
100,제주특별자치도 제주시 일도이동,330-16,330,16,진영,84.9600,201612,18,"26,000",-,6,-,-,2004,고마로 52,-,-,-,-
101,제주특별자치도 제주시 도련이동,645-6,645,6,제일일출,81.1600,201612,18,"21,000",-,2,-,-,2002,매촌서1길 28,-,-,-,-
102,제주특별자치도 제주시 건입동,661,661,0,건입이화,82.8300,201612,18,"19,900",-,7,-,-,1997,임항로 239,-,-,-,-
103,제주특별자치도 제주시 아라일동,6088,6088,0,아라스위첸,84.9767,201612,18,"57,000",-,7,-,-,2012,아란9길 22,-,-,-,-
104,제주특별자치도 제주시 외도일동,560-2,560,2,부영(2차),84.9873,201612,18,"30,500",-,7,-,-,2001,우평로 318,-,-,-,-
105,제주특별자치도 제주시 노형동,2583-1,2583,1,노형뜨란채,84.6700,201612,18,"50,500",-,15,-,-,2006,수덕로 44,-,-,-,-
106,제주특별자치도 제주시 일도이동,113-7,113,7,대유대림아파트,79.8510,201612,17,"27,500",-,5,-,-,1997,남광로 181,-,-,-,-
107,제주특별자치도 제주시 삼양이동,2175-9,2175,9,수정맨션,95.0400,201612,17,"16,000",-,2,-,-,1991,지석10길 12,-,-,-,-
108,제주특별자치도 제주시 화북이동,116,116,0,제주삼화사랑으로부영2차,84.3616,201612,17,"39,700",-,1,-,-,2013,화삼로 12,-,-,-,-
109,제주특별자치도 제주시 일도이동,330-13,330,13,지산20차인화위더스빌,30.4700,201612,16,"8,000",-,3,-,-,2013,고마로10길 4,-,-,-,-
110,제주특별자치도 제주시 노형동,732,732,0,부영1차,80.6583,201612,16,"50,500",-,10,-,-,2001,원노형로 93,-,-,-,-
111,제주특별자치도 제주시 연동,294-85,294,85,엘리시아,30.1300,201612,16,"12,500",-,9,-,-,2013,사장1길 16,-,-,-,-
112,제주특별자치도 제주시 화북일동,9-1,9,1,"화북주공2,3단지",59.9300,201612,16,"23,700",-,1,-,-,1998,동화로1길 39,-,-,-,-
113,제주특별자치도 제주시 연동,2333-13,2333,13,갤럭시연동빌,23.1320,201612,16,"10,000",-,7,-,-,2012,일주서로 7898,-,-,-,-
114,제주특별자치도 제주시 노형동,754-4,754,4,부영2차,45.9078,201612,16,"28,000",-,3,-,-,2001,과원로 11,-,-,-,-
115,제주특별자치도 제주시 이도일동,1708-4,1708,4,극동오벨리스크3차,84.2632,201612,16,"23,000",-,5,-,-,2012,고전길 5,-,-,-,-
116,제주특별자치도 서귀포시 서귀동,320-12,320,12,루체빌,76.1800,201612,15,"20,000",-,10,-,-,2015,중정로5번길 22,-,-,-,-
117,제주특별자치도 제주시 도남동,56-5,56,5,남양맨션,55.5000,201612,15,"13,000",-,4,-,-,1990,도남로12길 16,-,-,-,-
118,제주특별자치도 서귀포시 동홍동,435-5,435,5,충암,84.5800,201612,15,"16,000",-,5,-,-,2002,동홍중앙로66번길 14-4,-,-,-,-
119,제주특별자치도 제주시 외도일동,560-1,560,1,외도부영1차,59.9330,201612,15,"21,100",-,5,-,-,2000,우정로11길 22,-,-,-,-
120,제주특별자치도 서귀포시 서귀동,204-40,204,40,올레더화이트,37.9991,201612,15,"17,450",-,3,-,-,2016,태평로431번길 28,-,-,-,-
121,제주특별자치도 제주시 노형동,1062-4,1062,4,주원라비앙,84.7132,201612,15,"52,000",-,8,-,-,2013,수덕7길 7,-,-,-,-
122,제주특별자치도 제주시 일도이동,406,406,0,서진태영아트빌,84.9963,201612,15,"29,000",-,10,-,-,2004,고마로19길 19,-,-,-,-
123,제주특별자치도 제주시 노형동,2614-4,2614,4,삼환2차,59.8800,201612,15,"13,000",-,1,-,-,1996,정존11길 35,-,-,-,-
124,제주특별자치도 서귀포시 동홍동,1674,1674,0,주공5차(동홍5차),49.8700,201612,15,"18,900",-,4,-,-,1999,중산간동로 8002,-,-,-,-
125,제주특별자치도 제주시 연동,251-16,251,16,제원2차,108.3400,201612,14,"46,000",-,5,-,-,1979,신광로6길 25,-,-,-,-
126,제주특별자치도 제주시 외도일동,477-3,477,3,해피하우스,84.9353,201612,14,"29,800",-,6,-,-,2011,절물2길 32,-,-,-,-
127,제주특별자치도 제주시 노형동,732,732,0,부영1차,80.6583,201612,14,"48,500",-,10,-,-,2001,원노형로 93,-,-,-,-
128,제주특별자치도 제주시 일도이동,406,406,0,서진태영아트빌,84.8502,201612,14,"29,000",-,10,-,-,2004,고마로19길 19,-,-,-,-
129,제주특별자치도 제주시 일도이동,46,46,0,일도2차신천지,59.9800,201612,14,"21,000",-,6,-,-,1994,천수로 92,-,-,-,-
130,제주특별자치도 서귀포시 동홍동,179,179,0,제이원타워,15.2000,201612,14,"8,580",-,6,-,-,2015,태평로 509,-,-,-,-
131,제주특별자치도 서귀포시 동홍동,1674,1674,0,주공5차(동홍5차),49.8700,201612,14,"18,700",-,2,-,-,1999,중산간동로 8002,-,-,-,-
132,제주특별자치도 제주시 도남동,69-1,69,1,수선화(69-1)2차,39.6500,201612,14,"13,000",-,2,-,-,1993,도남로 129,-,-,-,-
133,제주특별자치도 제주시 노형동,732-1,732,1,해오름,59.5600,201612,14,"38,200",-,11,-,-,2001,연화로 16,-,-,-,-
134,제주특별자치도 제주시 도남동,800,800,0,도남1차e-편한세상,84.6470,201612,14,"43,300",-,6,-,-,2005,오남로 7-13,-,-,-,-
135,제주특별자치도 제주시 도남동,78,78,0,영산홍,59.9400,201612,14,"18,500",-,3,-,-,1992,도남로17길 32,-,-,-,-
136,제주특별자치도 서귀포시 중문동,2364,2364,0,상지타운(A동),84.9675,201612,13,"29,000",-,3,-,-,2013,천제연로178번길 39,-,-,-,-
137,제주특별자치도 서귀포시 동홍동,1674,1674,0,주공5차(동홍5차),39.6600,201612,13,"14,750",-,1,-,-,1999,중산간동로 8002,-,-,-,-
138,제주특별자치도 제주시 도두일동,2619-1,2619,1,도두네오하임주상복합A동,84.0100,201612,13,"32,500",-,7,-,-,2016,도두항서5길 10,-,-,-,-
139,제주특별자치도 서귀포시 동홍동,201,201,0,삼아,84.9600,201612,13,"20,400",-,1,-,-,1991,태평로536번길 6,-,-,-,-
140,제주특별자치도 서귀포시 강정동,165-5,165,5,한빛테크놀즈101동,55.2065,201612,13,"13,300",-,6,-,-,2002,김정문화로27번길 13-3,-,-,-,-
141,제주특별자치도 제주시 애월읍 하귀1리,167,167,0,제주하귀휴먼시아1단지,84.6700,201612,13,"39,000",-,7,-,-,2010,하귀9길 45,-,-,-,-
142,제주특별자치도 제주시 화북이동,116,116,0,제주삼화사랑으로부영2차,84.3616,201612,13,"42,800",-,10,-,-,2013,화삼로 12,-,-,-,-
143,제주특별자치도 제주시 외도일동,505-4,505,4,한탑주상복합,84.5700,201612,13,"22,800",-,5,-,-,2008,우령2길 3-3,-,-,-,-
144,제주특별자치도 제주시 아라일동,6142-13,6142,13,염광,46.3200,201612,13,"18,200",-,3,-,-,1990,인다15길 5-12,-,-,-,-
145,제주특별자치도 제주시 아라일동,6088,6088,0,아라스위첸,101.9994,201612,13,"66,300",-,8,-,-,2012,아란9길 22,-,-,-,-
146,제주특별자치도 제주시 외도일동,482-4,482,4,외도재영샤르빌,84.9798,201612,12,"32,000",-,4,-,-,2015,절물3길 32-4,-,-,-,-
147,제주특별자치도 제주시 노형동,754-4,754,4,부영2차,45.9078,201612,12,"28,000",-,2,-,-,2001,과원로 11,-,-,-,-
148,제주특별자치도 제주시 용담이동,2688-1,2688,1,세흥빌라(A동),121.1700,201612,12,"15,000",-,3,-,-,1991,용문로18길 27-8,-,-,-,-
149,제주특별자치도 제주시 외도일동,439-6,439,6,블루배리,82.9400,201612,12,"22,000",-,2,-,-,2008,우령6길 2,-,-,-,-
150,제주특별자치도 제주시 연동,257,257,0,디지털한빛,84.7190,201612,12,"37,700",-,5,-,-,2005,연동4길 32,-,-,-,-
151,제주특별자치도 제주시 도남동,77-1,77,1,우주도남,84.7230,201612,12,"21,200",-,3,-,-,1995,독짓골4길 11-6,-,-,-,-
152,제주특별자치도 제주시 일도이동,132-44,132,44,서반,55.8625,201612,12,"11,000",-,5,-,-,2000,고마로 21,-,-,-,-
153,제주특별자치도 서귀포시 서호동,1545,1545,0,HausD블루오션,84.9400,201612,12,"40,000",-,2,-,-,2015,서호남로 92-16,-,-,-,-
154,제주특별자치도 서귀포시 강정동,165-5,165,5,한빛테크놀즈101동,55.2065,201612,11,"14,200",-,2,-,-,2002,김정문화로27번길 13-3,-,-,-,-
155,제주특별자치도 제주시 아라일동,6143-8,6143,8,아라천일,82.7400,201612,11,"19,300",-,5,-,-,1992,인다14길 14,-,-,-,-
156,제주특별자치도 제주시 화북일동,12-1,12,1,화북주공4단지,49.5000,201612,10,"19,700",-,4,-,-,1998,동화로1길 10,-,-,-,-
157,제주특별자치도 제주시 이도이동,1956,1956,0,이도한일베라체,84.6700,201612,10,"53,000",-,7,-,-,2011,신설로 55,-,-,-,-
158,제주특별자치도 제주시 연동,261-44,261,44,제원1차,64.7000,201612,10,"36,000",-,5,-,-,1978,신광로6길 14,-,-,-,-
159,제주특별자치도 제주시 이도일동,1784-10,1784,10,화이트하우스,26.1200,201612,10,"12,250",-,3,-,-,2016,광양6길 24,-,-,-,-
160,제주특별자치도 제주시 화북일동,9-1,9,1,"화북주공2,3단지",59.9300,201612,10,"25,000",-,2,-,-,1998,동화로1길 39,-,-,-,-
161,제주특별자치도 제주시 노형동,732,732,0,부영1차,80.6583,201612,10,"51,000",-,12,-,-,2001,원노형로 93,-,-,-,-
162,제주특별자치도 제주시 이도일동,1650-4,1650,4,장원월드컵,84.7800,201612,10,"28,700",-,3,-,-,2001,서광로29길 25,-,-,-,-
163,제주특별자치도 제주시 일도이동,113-5,113,5,일도2차대림,77.0200,201612,10,"25,600",-,5,-,-,1995,태성로 39,-,-,-,-
164,제주특별자치도 제주시 이도일동,1326-9,1326,9,다솜,30.7794,201612,9,"13,000",-,3,-,-,2012,중앙로23길 26,-,-,-,-
165,제주특별자치도 서귀포시 동홍동,139-11,139,11,세기1(다라동),82.8600,201612,9,"16,000",-,5,-,-,1990,태평로 549,-,-,-,-
166,제주특별자치도 제주시 연동,1399-1,1399,1,대림이편한세상2차,84.9780,201612,9,"59,000",-,14,-,-,2002,연화로 25,-,-,-,-
167,제주특별자치도 제주시 외도일동,494-1,494,1,가인힐,74.2100,201612,9,"25,800",-,7,-,-,2016,우정로8길 19,-,-,-,-
168,제주특별자치도 서귀포시 서홍동,1602,1602,0,형남3차,83.9028,201612,9,"24,000",-,5,-,-,2011,홍중로 115,-,-,-,-
169,제주특별자치도 서귀포시 중문동,2068,2068,0,엘로이빌,73.5800,201612,9,"24,500",-,5,-,-,2012,중문로26번길 14,-,-,-,-
170,제주특별자치도 제주시 도남동,69-1,69,1,수선화(69-1)2차,39.8900,201612,9,"12,500",-,5,-,-,1993,도남로 129,-,-,-,-
171,제주특별자치도 제주시 노형동,732,732,0,부영1차,80.6583,201612,9,"52,000",-,9,-,-,2001,원노형로 93,-,-,-,-
172,제주특별자치도 제주시 노형동,754-4,754,4,부영2차,45.9078,201612,9,"30,000",-,6,-,-,2001,과원로 11,-,-,-,-
173,제주특별자치도 제주시 노형동,754-3,754,3,부영3차,84.9508,201612,9,"41,500",-,1,-,-,2001,과원로 27,-,-,-,-
174,제주특별자치도 제주시 노형동,1058-1,1058,1,노형수선화,59.9000,201612,9,"23,500",-,2,-,-,1994,수덕로 25,-,-,-,-
175,제주특별자치도 제주시 노형동,754-3,754,3,부영3차,84.9508,201612,9,"42,000",-,9,-,-,2001,과원로 27,-,-,-,-
176,제주특별자치도 서귀포시 동홍동,137,137,0,캐슬휘닉스Ⅱ,84.9480,201612,8,"28,500",-,1,-,-,2013,태평로 561,-,-,-,-
177,제주특별자치도 제주시 외도일동,418-2,418,2,가가리드빌,109.4100,201612,8,"24,500",-,6,-,-,2004,우정로4길 4-8,-,-,-,-
178,제주특별자치도 제주시 노형동,754,754,0,부영5차,84.9508,201612,8,"47,500",-,3,-,-,2001,과원북2길 12,-,-,-,-
