NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
29,제주특별자치도 제주시 화북이동,117,117,0,제주삼화엘에이치2단지,84.9500,202407,5,"60,500",208,7,개인,개인,2014,화삼로 32,-,중개거래,제주 제주시,24.12.16
30,제주특별자치도 서귀포시 동홍동,2196,2196,0,동호아트리움,74.6182,202407,5,"34,300",101동,4,개인,개인,2019,일주동로 8547-10,-,중개거래,제주 서귀포시,24.08.23
31,제주특별자치도 제주시 애월읍 하귀1리,167,167,0,제주하귀휴먼시아1단지,84.8500,202407,4,"44,000",103,5,개인,개인,2010,하귀9길 45,-,중개거래,제주 제주시,24.09.02
32,제주특별자치도 서귀포시 하원동,367-1,367,1,서진,59.4853,202407,4,"6,909",가동,2,개인,법인,2002,지세못로 29,-,직거래,-,24.09.04
33,제주특별자치도 서귀포시 서호동,1545,1545,0,HausD블루오션,84.9400,202407,4,"50,000",205동,5,공공기관,개인,2015,서호남로 92-16,-,중개거래,제주 서귀포시,24.07.17
34,제주특별자치도 서귀포시 중문동,2433-2,2433,2,중문미듬하나로,57.3812,202407,4,"8,532",-,4,개인,법인,2002,천제연로232번길 18-5,-,직거래,-,24.07.29
35,제주특별자치도 서귀포시 중문동,2433-2,2433,2,중문미듬하나로,57.3812,202407,4,"7,710",-,5,개인,법인,2002,천제연로232번길 18-5,-,직거래,-,24.07.29
36,제주특별자치도 서귀포시 강정동,195,195,0,서귀포강정지구3블럭중흥에스-클래스,84.9297,202407,4,"48,000",101동,1,개인,개인,2016,대청로 12,-,중개거래,제주 서귀포시,24.08.22
37,제주특별자치도 제주시 외도일동,400-1,400,1,외도휴안2차,56.6900,202407,4,"25,500",-,8,개인,개인,2017,우령서로 1,-,중개거래,제주 제주시,24.10.08
38,제주특별자치도 제주시 노형동,3791-1,3791,1,노형2차아이파크,84.9071,202407,4,"80,000",201,7,개인,개인,2014,노형12길 24,-,중개거래,제주 제주시,24.07.22
39,제주특별자치도 제주시 노형동,731-2,731,2,한화,108.4439,202407,4,"88,000",101,1,개인,기타,2002,원노형로 102,-,중개거래,제주 제주시,24.08.07
40,제주특별자치도 서귀포시 안덕면 화순리,2133,2133,0,서귀포화순코아루푸르나임,84.9455,202407,4,"28,000",102동,3,개인,개인,2017,화순중앙로12번길 39,-,중개거래,제주 서귀포시,24.07.15
41,제주특별자치도 제주시 건입동,708-5,708,5,광덕(광덕사라봉),61.5600,202407,3,"13,700",-,3,개인,개인,1987,사라봉1길 50,-,중개거래,제주 제주시,24.08.22
42,제주특별자치도 제주시 연동,2317-1,2317,1,남주,56.5600,202407,3,"14,500",-,3,개인,개인,1994,도령로11길 25,-,직거래,-,25.01.13
43,제주특별자치도 제주시 외도일동,560-1,560,1,외도부영1차,49.8960,202407,3,"21,400",101,5,개인,개인,2000,우정로11길 22,-,중개거래,제주 제주시,24.07.31
44,제주특별자치도 제주시 외도일동,560-2,560,2,부영(2차),84.9873,202407,2,"43,500",부영아파트 201,8,개인,개인,2001,우평로 318,-,중개거래,제주 제주시,24.08.01
45,제주특별자치도 서귀포시 동홍동,1674,1674,0,주공5차(동홍5차),49.8700,202407,2,"17,700",524,4,개인,개인,1999,중산간동로 8002,-,중개거래,제주 서귀포시,24.07.15
46,제주특별자치도 제주시 오라이동,1495,1495,0,화인퍼스트빌3차,84.9300,202407,2,"37,000",-,6,개인,개인,2016,연사2길 16-11,-,중개거래,제주 제주시,24.08.02
47,제주특별자치도 제주시 삼양이동,2135-2,2135,2,삼양더힐링빌,36.8575,202407,1,"16,400",-,7,개인,개인,2016,설촌로2길 30,-,직거래,-,24.08.05
48,제주특별자치도 제주시 일도이동,417-3,417,3,서해2,129.8600,202407,1,"43,000",-,4,개인,개인,1989,고마로19길 18,-,중개거래,제주 제주시,24.08.20
49,제주특별자치도 서귀포시 표선면 표선리,1534-1,1534,1,표선2차반석타운,59.5800,202407,1,"10,500",가,4,개인,개인,2001,표선동서로61번길 124,-,직거래,-,24.07.05
50,제주특별자치도 제주시 도남동,82,82,0,도남시영,46.2600,202407,1,"13,000",에이,2,개인,개인,1990,도남로 75-6,-,직거래,-,24.07.22
51,제주특별자치도 제주시 용담이동,2688-1,2688,1,세흥빌라(A동),84.3900,202407,1,"13,100",-,3,개인,개인,1991,용문로18길 27-8,-,직거래,-,24.07.31
52,제주특별자치도 서귀포시 동홍동,414-1,414,1,일호레노시스시티I,165.5100,202407,1,"38,000",-,7,개인,법인,2004,동홍동로 19,-,중개거래,제주 서귀포시,24.11.12
53,제주특별자치도 제주시 연동,300-3,300,3,남해오네뜨,32.3900,202407,1,"21,500",-,4,개인,개인,2019,삼무로11길 9,-,중개거래,제주 제주시,24.07.08
54,제주특별자치도 서귀포시 대정읍 하모리,1221-1,1221,1,더그라벨아파트,56.7500,202407,1,"18,800",-,7,개인,개인,2019,신영로 5,-,중개거래,제주 서귀포시,24.08.30
55,제주특별자치도 제주시 노형동,1060-4,1060,4,동덕,71.3400,202406,30,"26,000",-,2,개인,개인,1997,정존11길 30,-,중개거래,제주 제주시,24.08.16
56,제주특별자치도 서귀포시 동홍동,1674,1674,0,주공5차(동홍5차),39.7900,202406,30,"14,500",507,4,개인,개인,1999,중산간동로 8002,-,중개거래,제주 서귀포시,24.07.29
57,제주특별자치도 제주시 건입동,1044-3,1044,3,미듬하나로,84.6700,202406,29,"24,500",-,4,개인,개인,2004,임항로 286,-,중개거래,제주 제주시,24.08.19
58,제주특별자치도 제주시 외도일동,560-1,560,1,외도부영1차,49.8960,202406,29,"21,500",102,8,개인,개인,2000,우정로11길 22,-,중개거래,제주 제주시,24.08.09
59,제주특별자치도 제주시 이도일동,1664-4,1664,4,광양미화,84.4600,202406,29,"18,800",가,4,개인,개인,1991,광양4길 22,-,직거래,-,24.07.19
60,제주특별자치도 제주시 도련이동,548,548,0,제주삼화사랑으로부영1차,84.3616,202406,29,"52,000",102,11,개인,개인,2013,화삼북로 136,-,중개거래,제주 제주시,24.08.30
61,제주특별자치도 제주시 월평동,745,745,0,제주첨단꿈에그린2단지아파트,84.7938,202406,29,"48,000",210동,6,개인,개인,2017,첨단로동길 74,-,중개거래,제주 제주시,24.09.30
62,제주특별자치도 제주시 도남동,811,811,0,도남해모로리치힐아파트,84.9753,202406,29,"65,500",108동,1,개인,개인,2019,도남서길 14,-,중개거래,제주 제주시,24.08.12
63,제주특별자치도 제주시 일도이동,1046-2,1046,2,기산,59.9600,202406,28,"21,500",102,6,개인,개인,1997,삼성로5길 9,-,중개거래,제주 제주시,24.11.18
64,제주특별자치도 서귀포시 서호동,1540,1540,0,제주서귀포혁신도시엘에이치1단지,84.9400,202406,28,"42,500",106,13,개인,개인,2013,서호남로 92-15,-,중개거래,제주 서귀포시,24.08.14
65,제주특별자치도 제주시 도련일동,1751,1751,0,아르미아아파트,76.9723,202406,28,"32,500",-,2,개인,개인,2017,매촌2길 70,20240926,중개거래,제주 제주시,-
66,제주특별자치도 서귀포시 동홍동,119,119,0,주공2(동홍2),39.3000,202406,28,"19,300",205,1,개인,개인,1990,동홍중앙로 30,-,직거래,-,24.07.10
67,제주특별자치도 제주시 노형동,945,945,0,유나이티드,42.7500,202406,28,"17,000",-,6,개인,개인,1984,원노형10길 28,-,중개거래,제주 제주시,24.07.15
68,제주특별자치도 서귀포시 동홍동,119,119,0,주공2(동홍2),39.3000,202406,28,"19,300",205,1,개인,개인,1990,동홍중앙로 30,-,직거래,-,24.07.10
69,제주특별자치도 서귀포시 대정읍 상모리,4170,4170,0,아이진베라뷰대정,84.5100,202406,28,"27,500",102동,1,개인,개인,2017,상모로273번길 44,-,중개거래,"제주 서귀포시, 제주 제주시",24.09.06
70,제주특별자치도 제주시 연동,260-39,260,39,연동태홍누리안3차,84.4200,202406,28,"35,000",-,7,개인,개인,2009,삼무로 15,-,중개거래,제주 제주시,24.07.10
71,제주특별자치도 제주시 연동,280-16,280,16,휴마루,84.9648,202406,28,"39,000",-,4,개인,개인,2013,신광로1길 36,-,중개거래,제주 제주시,24.08.07
72,제주특별자치도 제주시 용담삼동,541-4,541,4,용담이타스,84.6400,202406,28,"24,000",-,3,개인,개인,2012,용담로1길 18,-,중개거래,제주 제주시,24.07.08
73,제주특별자치도 제주시 이도이동,1061-10,1061,10,메디치,25.4800,202406,27,"7,900",-,8,개인,개인,2012,가령로 76,-,중개거래,제주 제주시,24.07.25
74,제주특별자치도 제주시 이도이동,1021-3,1021,3,도남아델하임,84.3900,202406,27,"37,500",-,9,개인,개인,2013,신성로10길 41,-,중개거래,제주 제주시,24.08.12
75,제주특별자치도 제주시 일도이동,47,47,0,일도삼주,59.9700,202406,27,"28,000",103,4,개인,개인,1993,천수로8길 18,-,중개거래,제주 제주시,24.07.10
76,제주특별자치도 제주시 연동,294-3,294,3,대원에버그린빌,29.3100,202406,26,"8,500",-,9,개인,개인,2012,노연로 126,-,중개거래,제주 제주시,24.07.08
77,제주특별자치도 제주시 연동,2322-1,2322,1,연동세기2차,59.6500,202406,26,"18,500",-,5,개인,개인,1994,성신로1길 13,-,중개거래,제주 제주시,24.07.04
78,제주특별자치도 제주시 연동,257,257,0,디지털한빛,84.7190,202406,26,"49,000",디지털한빛아파트 101,3,개인,개인,2005,연동4길 32,-,중개거래,제주 제주시,24.09.23
79,제주특별자치도 제주시 연동,294-3,294,3,대원에버그린빌,29.3100,202406,26,"8,500",-,10,개인,개인,2012,노연로 126,20240703,중개거래,제주 제주시,-
80,제주특별자치도 제주시 이도이동,1011-1,1011,1,화이트스톤빌,15.9000,202406,26,"6,500",-,10,개인,개인,2014,신성로14길 13,-,직거래,-,24.06.26
81,제주특별자치도 제주시 연동,294-3,294,3,대원에버그린빌,29.3100,202406,26,"8,500",-,10,개인,개인,2012,노연로 126,-,중개거래,제주 제주시,24.07.08
82,제주특별자치도 제주시 외도일동,534-1,534,1,갤럭시타운,67.7146,202406,26,"26,000",-,4,개인,개인,2013,우령서로 57,-,중개거래,제주 제주시,24.08.30
83,제주특별자치도 제주시 삼도이동,602-1,602,1,아이린5차,84.7200,202406,26,"40,700",-,7,개인,개인,2018,전농로9길 27,-,중개거래,제주 제주시,24.07.18
84,제주특별자치도 제주시 애월읍 하귀1리,167,167,0,제주하귀휴먼시아1단지,84.8400,202406,26,"44,500",106,9,개인,개인,2010,하귀9길 45,-,중개거래,제주 제주시,24.06.27
85,제주특별자치도 제주시 일도이동,113-5,113,5,일도2차대림,77.0200,202406,26,"41,800",201,1,개인,개인,1995,태성로 39,-,중개거래,제주 제주시,24.08.19
86,제주특별자치도 제주시 도련일동,1751,1751,0,아르미아아파트,76.9723,202406,25,"32,500",101동,2,개인,개인,2017,매촌2길 70,-,중개거래,제주 제주시,24.09.30
87,제주특별자치도 제주시 삼양이동,2333,2333,0,제주삼화사랑으로부영5차,66.4409,202406,25,"44,000",503,7,개인,개인,2013,화삼로 166,-,중개거래,제주 제주시,24.08.08
88,제주특별자치도 제주시 노형동,943,943,0,노형해모로루엔,76.6417,202406,25,"68,000",101동,10,개인,개인,2019,원노형10길 20,-,중개거래,제주 제주시,24.07.19
89,제주특별자치도 서귀포시 강정동,195,195,0,서귀포강정지구3블럭중흥에스-클래스,84.9297,202406,25,"50,000",112동,2,개인,개인,2016,대청로 12,-,중개거래,제주 서귀포시,25.01.08
90,제주특별자치도 서귀포시 강정동,195,195,0,서귀포강정지구3블럭중흥에스-클래스,84.9297,202406,25,"50,900",107동,2,공공기관,개인,2016,대청로 12,-,중개거래,제주 서귀포시,24.07.03
91,제주특별자치도 서귀포시 동홍동,649-2,649,2,동홍일호,84.0700,202406,25,"15,700",-,3,개인,개인,1996,문부로 27-4,-,중개거래,제주 서귀포시,24.08.22
92,제주특별자치도 제주시 도남동,71,71,0,수선화(71),39.7900,202406,25,"13,500",-102,3,개인,법인,1993,도남로17길 20,-,직거래,-,24.07.12
93,제주특별자치도 제주시 삼도일동,321-1,321,1,삼성뜨래별,81.2100,202406,24,"40,350",-,8,개인,개인,2016,홍랑길 26-17,-,중개거래,제주 제주시,24.08.08
94,제주특별자치도 서귀포시 동홍동,179,179,0,제이원타워,15.2000,202406,24,"5,000",-,4,개인,개인,2015,태평로 509,-,중개거래,제주 서귀포시,24.07.11
95,제주특별자치도 제주시 노형동,2583-1,2583,1,노형뜨란채,84.8500,202406,24,"58,000",203,9,개인,개인,2006,수덕로 44,-,중개거래,제주 제주시,24.12.30
96,제주특별자치도 서귀포시 강정동,195,195,0,서귀포강정지구3블럭중흥에스-클래스,84.9297,202406,24,"50,500",102동,6,개인,개인,2016,대청로 12,-,중개거래,제주 서귀포시,24.10.18
97,제주특별자치도 제주시 노형동,754-4,754,4,부영2차,45.9078,202406,24,"30,500",201,4,개인,개인,2001,과원로 11,-,중개거래,제주 제주시,24.09.11
98,제주특별자치도 제주시 외도일동,560-1,560,1,외도부영1차,49.8960,202406,24,"21,650",109,11,개인,개인,2000,우정로11길 22,-,중개거래,제주 제주시,24.07.12
99,제주특별자치도 제주시 삼도일동,565-2,565,2,아이린3차,71.6200,202406,24,"28,900",-,6,개인,개인,2013,서광로 202-1,-,중개거래,제주 제주시,24.07.26
100,제주특별자치도 제주시 애월읍 하귀2리,3026,3026,0,하귀푸르미르,84.5492,202406,24,"40,500",-,7,개인,법인,2022,답동2길 23-25,20240823,중개거래,제주 제주시,-
101,제주특별자치도 제주시 연동,2313-3,2313,3,삼오한마음,84.8600,202406,24,"23,000",-,4,개인,개인,1995,도령로11길 26-5,-,중개거래,제주 제주시,24.07.24
102,제주특별자치도 제주시 애월읍 하귀2리,3026,3026,0,하귀푸르미르,84.5492,202406,24,"40,500",-,7,개인,법인,2022,답동2길 23-25,-,중개거래,제주 제주시,24.08.28
103,제주특별자치도 제주시 용담이동,2706-1,2706,1,장원하이빌아파트,84.6390,202406,23,"26,000",102,4,개인,개인,2007,용문로14길 14,-,중개거래,제주 제주시,24.07.10
104,제주특별자치도 제주시 삼양이동,2333,2333,0,제주삼화사랑으로부영5차,66.4409,202406,22,"45,000",503,8,개인,개인,2013,화삼로 166,-,중개거래,제주 제주시,24.09.06
105,제주특별자치도 서귀포시 강정동,158-1,158,1,윙스스카이2차,27.3000,202406,22,"6,900",-,2,개인,개인,2013,신서귀로51번길 33,-,중개거래,제주 서귀포시,24.07.08
106,제주특별자치도 제주시 조천읍 함덕리,1424,1424,0,쉬젠비아채,84.8055,202406,22,"25,100",나동,1,개인,법인,2017,함덕12길 51,-,중개거래,제주 제주시,24.07.22
107,제주특별자치도 제주시 연동,304-5,304,5,코스모스태홍누리안5차,83.6850,202406,22,"44,000",-,4,개인,개인,2013,신대로 136,-,중개거래,제주 제주시,24.07.31
108,제주특별자치도 제주시 삼양이동,2333,2333,0,제주삼화사랑으로부영5차,66.4409,202406,22,"45,000",-,8,개인,개인,2013,화삼로 166,20240705,중개거래,제주 제주시,-
109,제주특별자치도 제주시 노형동,754,754,0,부영5차,84.9508,202406,21,"64,000",503,11,개인,개인,2001,과원북2길 12,-,중개거래,제주 제주시,24.07.16
110,제주특별자치도 제주시 건입동,666-5,666,5,다남맨션,82.3400,202406,21,"9,800",-,3,개인,개인,1990,사라봉1길 8,-,직거래,-,24.06.25
111,제주특별자치도 제주시 연동,277-5,277,5,제웅솔내음,23.8530,202406,21,"9,300",-,7,개인,개인,2012,신대로20길 45,-,직거래,-,24.06.21
112,제주특별자치도 제주시 용담이동,609-68,609,68,남양맨션,58.0200,202406,21,"9,800",남양아파트,5,개인,개인,1989,용화로5길 14,-,중개거래,제주 제주시,24.09.10
113,제주특별자치도 제주시 노형동,920-13,920,13,노형해든빌(920-13),84.1100,202406,21,"47,500",-,2,개인,개인,2012,원노형2길 38,-,중개거래,제주 제주시,24.08.05
114,제주특별자치도 서귀포시 서귀동,300-6,300,6,아델리스,69.9729,202406,21,"24,200",-,10,공공기관,법인,2022,천지로 54,-,직거래,-,24.06.28
115,제주특별자치도 서귀포시 서귀동,300-6,300,6,아델리스,69.9729,202406,21,"24,200",-,7,공공기관,법인,2022,천지로 54,-,직거래,-,24.06.28
116,제주특별자치도 서귀포시 서호동,1540,1540,0,제주서귀포혁신도시엘에이치1단지,59.9800,202406,21,"32,050",103,12,개인,기타,2013,서호남로 92-15,-,직거래,-,24.06.21
117,제주특별자치도 제주시 외도일동,560-1,560,1,외도부영1차,59.9330,202406,21,"24,800",105,2,개인,개인,2000,우정로11길 22,-,중개거래,제주 제주시,25.03.27
118,제주특별자치도 제주시 월평동,745,745,0,제주첨단꿈에그린2단지아파트,101.8684,202406,21,"59,800",204동,5,개인,개인,2017,첨단로동길 74,-,중개거래,제주 제주시,24.07.31
119,제주특별자치도 서귀포시 서귀동,300-6,300,6,아델리스,69.9729,202406,21,"24,200",-,12,공공기관,법인,2022,천지로 54,-,직거래,-,24.06.28
120,제주특별자치도 서귀포시 서귀동,300-6,300,6,아델리스,69.9729,202406,21,"24,200",-,8,공공기관,법인,2022,천지로 54,-,직거래,-,24.06.28
121,제주특별자치도 제주시 노형동,754-4,754,4,부영2차,45.9078,202406,21,"33,800",203,7,개인,개인,2001,과원로 11,-,중개거래,제주 제주시,24.07.01
122,제주특별자치도 서귀포시 동홍동,119,119,0,주공2(동홍2),39.6900,202406,21,"19,000",206,3,개인,개인,1990,동홍중앙로 30,-,중개거래,제주 제주시,24.07.25
123,제주특별자치도 제주시 일도이동,330,330,0,예그린하우스텔5차,32.0700,202406,21,"13,400",-,3,공공기관,개인,2017,고마로 48,-,직거래,-,24.06.28
124,제주특별자치도 서귀포시 서귀동,300-6,300,6,아델리스,69.9729,202406,21,"24,200",-,11,공공기관,법인,2022,천지로 54,-,직거래,-,24.06.28
125,제주특별자치도 서귀포시 서귀동,300-6,300,6,아델리스,69.9729,202406,21,"24,200",-,9,공공기관,법인,2022,천지로 54,-,직거래,-,24.06.28
126,제주특별자치도 제주시 노형동,732-1,732,1,해오름,59.5600,202406,21,"50,000",104,15,개인,개인,2001,연화로 16,-,중개거래,제주 제주시,24.08.26
127,제주특별자치도 제주시 삼양일동,1583-9,1583,9,라오체블랙비치,84.9084,202406,20,"31,000",-,4,개인,개인,2018,선사로8길 61,-,중개거래,제주 제주시,24.08.05
128,제주특별자치도 서귀포시 동홍동,157,157,0,동홍동코아루,60.9375,202406,20,"25,300",101,4,개인,개인,2013,일주동로 8565,-,중개거래,제주 서귀포시,24.07.19
129,제주특별자치도 제주시 이도이동,777,777,0,주공3,39.6900,202406,20,"45,000",304,2,개인,개인,1989,구남로 31,-,직거래,-,24.06.28
130,제주특별자치도 서귀포시 강정동,195,195,0,서귀포강정지구3블럭중흥에스-클래스,84.9297,202406,20,"52,000",103동,7,개인,개인,2016,대청로 12,-,중개거래,제주 서귀포시,24.07.11
131,제주특별자치도 제주시 연동,2332-17,2332,17,도령해든빌,22.5350,202406,20,"7,000",-,10,개인,개인,2011,도령로 127-1,-,중개거래,제주 제주시,24.06.21
132,제주특별자치도 제주시 노형동,930-7,930,7,재영윈저캐슬,43.0600,202406,20,"19,000",-,7,개인,개인,2013,노연로 38,-,중개거래,제주 제주시,24.06.28
133,제주특별자치도 제주시 삼도이동,1241-14,1241,14,동인스파월드빌,112.3200,202406,20,"19,500",-,6,개인,개인,2004,중앙로26길 2,-,직거래,-,24.06.20
134,제주특별자치도 제주시 조천읍 신촌리,1934-2,1934,2,로잔팰리스,83.5210,202406,20,"28,500",-,3,개인,개인,2017,신북로 97-1,-,중개거래,제주 제주시,24.07.18
135,제주특별자치도 제주시 도남동,50-6,50,6,성원1,43.4500,202406,19,"7,000",-,5,개인,개인,1993,도남로10길 35-10,-,중개거래,제주 제주시,24.06.21
136,제주특별자치도 제주시 외도일동,560-1,560,1,외도부영1차,39.8400,202406,19,"17,000",103,5,개인,개인,2000,우정로11길 22,-,중개거래,제주 제주시,24.08.05
137,제주특별자치도 제주시 도남동,77-1,77,1,우주도남,59.2650,202406,19,"16,200",-,3,개인,개인,1995,독짓골4길 11-6,-,중개거래,제주 제주시,24.07.16
138,제주특별자치도 제주시 용담이동,619,619,0,용두암현대3,84.7500,202406,19,"24,500",2동,3,개인,개인,1992,성화로6길 46,-,직거래,-,24.06.24
139,제주특별자치도 제주시 월평동,747,747,0,제주첨단꿈에그린3단지아파트,84.7938,202406,18,"47,000",311동,5,개인,개인,2018,첨단로동길 106,-,중개거래,제주 제주시,24.07.29
140,제주특별자치도 서귀포시 동홍동,2196,2196,0,동호아트리움,74.6182,202406,18,"28,999",101동,4,개인,법인,2019,일주동로 8547-10,-,직거래,-,24.06.28
141,제주특별자치도 제주시 일도이동,113-7,113,7,대유대림아파트,79.8510,202406,18,"47,000",제주대유대림아파트 314,1,개인,개인,1997,남광로 181,-,중개거래,제주 제주시,24.08.21
142,제주특별자치도 제주시 도련이동,548,548,0,제주삼화사랑으로부영1차,73.9049,202406,18,"48,100",101,8,개인,개인,2013,화삼북로 136,-,중개거래,제주 제주시,24.07.29
143,제주특별자치도 제주시 도남동,69-1,69,1,수선화(69-1)2차,39.6500,202406,18,"12,800",202,3,개인,개인,1993,도남로 129,-,중개거래,제주 제주시,24.07.25
144,제주특별자치도 제주시 도련이동,548,548,0,제주삼화사랑으로부영1차,73.9049,202406,18,"44,000",101,7,개인,개인,2013,화삼북로 136,-,중개거래,제주 제주시,24.07.18
145,제주특별자치도 제주시 월평동,747,747,0,제주첨단꿈에그린3단지아파트,84.7938,202406,18,"47,300",313동,3,개인,개인,2018,첨단로동길 106,-,중개거래,제주 제주시,24.11.29
146,제주특별자치도 제주시 노형동,2583-1,2583,1,노형뜨란채,75.6500,202406,17,"53,700",-,4,개인,개인,2006,수덕로 44,20240618,중개거래,제주 제주시,-
147,제주특별자치도 제주시 노형동,2583-1,2583,1,노형뜨란채,75.6500,202406,17,"53,700",-,4,개인,개인,2006,수덕로 44,20240618,중개거래,제주 제주시,-
148,제주특별자치도 제주시 연동,1399-1,1399,1,대림이편한세상2차,84.9780,202406,17,"78,000",206,13,개인,개인,2002,연화로 25,-,중개거래,제주 제주시,24.09.02
149,제주특별자치도 제주시 이도일동,1258-1,1258,1,장원스카이팰리스,84.7550,202406,17,"37,000",-,10,개인,개인,2013,동광로3길 3,-,직거래,-,24.07.08
